  1 -13.014691 0.00000   4.701197 0.00000
  2 -13.013341 0.00000   4.702547 0.00000
  3 -13.011991 0.00000   4.703897 0.00000
  4 -13.010641 0.00000   4.705247 0.00000
  5 -13.009291 0.00000   4.706597 0.00000
  6 -13.007941 0.00000   4.707947 0.00000
  7 -13.006591 0.00000   4.709297 0.00000
  8 -13.005241 0.00000   4.710647 0.00000
  9 -13.003891 0.00000   4.711997 0.00000
 10 -13.002541 0.00000   4.713347 0.00000
 11 -13.001191 0.00000   4.714697 0.00000
 12 -12.999841 0.00000   4.716047 0.00000
 13 -12.998491 0.00000   4.717397 0.00000
 14 -12.997141 0.00000   4.718747 0.00000
 15 -12.995791 0.00000   4.720097 0.00000
 16 -12.994441 0.00000   4.721447 0.00000
 17 -12.993091 0.00000   4.722797 0.00000
 18 -12.991741 0.00000   4.724147 0.00000
 19 -12.990391 0.00000   4.725497 0.00000
 20 -12.989041 0.00000   4.726847 0.00000
 21 -12.987691 0.00000   4.728197 0.00000
 22 -12.986341 0.00000   4.729547 0.00000
 23 -12.984991 0.00000   4.730897 0.00000
 24 -12.983641 0.00000   4.732247 0.00000
 25 -12.982291 0.00005   4.733597 0.00022
 26 -12.980941 0.00039   4.734947 0.00485
 27 -12.979591 0.00125   4.736297 0.02619
 28 -12.978241 0.00310   4.737647 0.06121
 29 -12.976891 0.00604   4.738997 0.09948
 30 -12.975541 0.01053   4.740347 0.15107
 31 -12.974191 0.01703   4.741697 0.21482
 32 -12.972841 0.02857   4.743047 0.29037
 33 -12.971491 0.05554   4.744397 0.38357
 34 -12.970141 0.12362   4.745747 0.48772
 35 -12.968791 0.21244   4.747097 0.57791
 36 -12.967441 0.32985   4.748447 0.65288
 37 -12.966091 0.44917   4.749797 0.73121
 38 -12.964741 0.54843   4.751147 0.78799
 39 -12.963391 0.63972   4.752497 0.83362
 40 -12.962041 0.72725   4.753847 0.86635
 41 -12.960691 0.78966   4.755197 0.89073
 42 -12.959341 0.82934   4.756547 0.92131
 43 -12.957991 0.87435   4.757897 0.95255
 44 -12.956641 0.89947   4.759247 0.96870
 45 -12.955291 0.92481   4.760597 0.98318
 46 -12.953941 0.95191   4.761947 0.98770
 47 -12.952591 0.96975   4.763297 0.99788
 48 -12.951241 0.98057   4.764647 0.99220
 49 -12.949891 0.98766   4.765997 1.00000
 50 -12.948541 0.98815   4.767347 0.98398
 51 -12.947191 1.00000   4.768697 0.98244
 52 -12.945841 0.98295   4.770047 0.96942
 53 -12.944491 0.97960   4.771397 0.96664
 54 -12.943141 0.96440   4.772747 0.94469
 55 -12.941791 0.93718   4.774097 0.92282
 56 -12.940441 0.91978   4.775447 0.89006
 57 -12.939091 0.88422   4.776797 0.85538
 58 -12.937741 0.85903   4.778147 0.82177
 59 -12.936391 0.81031   4.779497 0.77282
 60 -12.935041 0.77009   4.780847 0.70681
 61 -12.933691 0.69287   4.782197 0.63476
 62 -12.932341 0.62919   4.783547 0.55494
 63 -12.930991 0.53169   4.784897 0.47244
 64 -12.929641 0.41489   4.786247 0.40083
 65 -12.928291 0.30456   4.787597 0.31491
 66 -12.926941 0.20057   4.788947 0.21427
 67 -12.925591 0.10722   4.790297 0.14189
 68 -12.924241 0.05188   4.791647 0.07503
 69 -12.922891 0.00980   4.792997 0.03414
 70 -12.921541 0.00000   4.794347 0.00783
 71 -12.920191 0.00000   4.795697 0.00030
 72 -12.918841 0.00000   4.797047 0.00000
 73 -12.917491 0.00000   4.798397 0.00000
 74 -12.916141 0.00000   4.799747 0.00000
 75 -12.914791 0.00000   4.801097 0.00000
 76 -12.913441 0.00000   4.802447 0.00000
 77 -12.912091 0.00000   4.803797 0.00000
 78 -12.910741 0.00000   4.805147 0.00000
 79 -12.909391 0.00000   4.806497 0.00000
 80 -12.908041 0.00000   4.807847 0.00000
 81 -12.906691 0.00000   4.809197 0.00000
 82 -12.905341 0.00000   4.810547 0.00000
 83 -12.903991 0.00000   4.811897 0.00000
 84 -12.902641 0.00000   4.813247 0.00000
 85 -12.901291 0.00000   4.814597 0.00000
 86 -12.899941 0.00000   4.815947 0.00000
 87 -12.898591 0.00000   4.817297 0.00000
 88 -12.897241 0.00000   4.818647 0.00000
 89 -12.895891 0.00000   4.819997 0.00000
 90 -12.894541 0.00000   4.821347 0.00000
 91 -12.893191 0.00000   4.822697 0.00000
 92 -12.891841 0.00000   4.824047 0.00000
 93 -12.890491 0.00000   4.825397 0.00000
 94 -12.889141 0.00000   4.826747 0.00000
 95 -12.887791 0.00000   4.828097 0.00000
 96 -12.886441 0.00000   4.829447 0.00000
 97 -12.885091 0.00000   4.830797 0.00000
 98 -12.883741 0.00000   4.832147 0.00000
 99 -12.882391 0.00000   4.833497 0.00000
100 -12.881041 0.00000   4.834847 0.00000
