  1 -10.570015 0.00000   4.821404 0.00000
  2 -10.568665 0.00000   4.822754 0.00000
  3 -10.567315 0.00000   4.824104 0.00000
  4 -10.565965 0.00000   4.825454 0.00000
  5 -10.564615 0.00000   4.826804 0.00000
  6 -10.563265 0.00000   4.828154 0.00000
  7 -10.561915 0.00000   4.829504 0.00000
  8 -10.560565 0.00000   4.830854 0.00000
  9 -10.559215 0.00000   4.832204 0.00000
 10 -10.557865 0.00000   4.833554 0.00000
 11 -10.556515 0.00000   4.834904 0.00000
 12 -10.555165 0.00000   4.836254 0.00000
 13 -10.553815 0.00000   4.837604 0.00000
 14 -10.552465 0.00000   4.838954 0.00000
 15 -10.551115 0.00000   4.840304 0.00000
 16 -10.549765 0.00000   4.841654 0.00000
 17 -10.548415 0.00000   4.843004 0.00000
 18 -10.547065 0.00000   4.844354 0.00000
 19 -10.545715 0.00000   4.845704 0.00000
 20 -10.544365 0.00000   4.847054 0.00000
 21 -10.543015 0.00000   4.848404 0.00000
 22 -10.541665 0.00000   4.849754 0.00000
 23 -10.540315 0.00000   4.851104 0.00000
 24 -10.538965 0.00000   4.852454 0.00000
 25 -10.537615 0.00000   4.853804 0.00000
 26 -10.536265 0.00000   4.855154 0.00000
 27 -10.534915 0.00027   4.856504 0.00000
 28 -10.533565 0.00130   4.857854 0.00194
 29 -10.532215 0.00299   4.859204 0.02882
 30 -10.530865 0.00805   4.860554 0.08365
 31 -10.529515 0.01352   4.861904 0.16309
 32 -10.528165 0.02853   4.863254 0.27735
 33 -10.526815 0.07182   4.864604 0.40004
 34 -10.525465 0.15314   4.865954 0.49736
 35 -10.524115 0.25404   4.867304 0.60431
 36 -10.522765 0.37035   4.868654 0.68191
 37 -10.521415 0.49329   4.870004 0.73425
 38 -10.520065 0.59651   4.871354 0.78911
 39 -10.518715 0.68174   4.872704 0.83994
 40 -10.517365 0.75047   4.874054 0.87570
 41 -10.516015 0.79813   4.875404 0.90572
 42 -10.514665 0.85097   4.876754 0.92237
 43 -10.513315 0.88339   4.878104 0.94361
 44 -10.511965 0.91162   4.879454 0.95617
 45 -10.510615 0.93439   4.880804 0.97575
 46 -10.509265 0.96960   4.882154 0.99135
 47 -10.507915 0.97798   4.883504 0.98659
 48 -10.506565 0.98322   4.884854 0.99630
 49 -10.505215 1.00000   4.886204 1.00000
 50 -10.503865 0.99599   4.887554 0.98327
 51 -10.502515 0.99606   4.888904 0.98965
 52 -10.501165 0.98788   4.890254 0.97602
 53 -10.499815 0.97980   4.891604 0.97243
 54 -10.498465 0.96868   4.892954 0.94917
 55 -10.497115 0.94925   4.894304 0.92034
 56 -10.495765 0.92219   4.895654 0.90260
 57 -10.494415 0.89586   4.897004 0.87069
 58 -10.493065 0.86561   4.898354 0.83365
 59 -10.491715 0.82312   4.899704 0.79513
 60 -10.490365 0.77085   4.901054 0.74485
 61 -10.489015 0.71701   4.902404 0.67819
 62 -10.487665 0.63312   4.903754 0.59936
 63 -10.486315 0.54484   4.905104 0.49689
 64 -10.484965 0.43037   4.906454 0.39134
 65 -10.483615 0.31182   4.907804 0.27445
 66 -10.482265 0.21112   4.909154 0.16594
 67 -10.480915 0.10925   4.910504 0.08366
 68 -10.479565 0.04663   4.911854 0.03980
 69 -10.478215 0.00566   4.913204 0.01024
 70 -10.476865 0.00000   4.914554 0.00014
 71 -10.475515 0.00000   4.915904 0.00000
 72 -10.474165 0.00000   4.917254 0.00000
 73 -10.472815 0.00000   4.918604 0.00000
 74 -10.471465 0.00000   4.919954 0.00000
 75 -10.470115 0.00000   4.921304 0.00000
 76 -10.468765 0.00000   4.922654 0.00000
 77 -10.467415 0.00000   4.924004 0.00000
 78 -10.466065 0.00000   4.925354 0.00000
 79 -10.464715 0.00000   4.926704 0.00000
 80 -10.463365 0.00000   4.928054 0.00000
 81 -10.462015 0.00000   4.929404 0.00000
 82 -10.460665 0.00000   4.930754 0.00000
 83 -10.459315 0.00000   4.932104 0.00000
 84 -10.457965 0.00000   4.933454 0.00000
 85 -10.456615 0.00000   4.934804 0.00000
 86 -10.455265 0.00000   4.936154 0.00000
 87 -10.453915 0.00000   4.937504 0.00000
 88 -10.452565 0.00000   4.938854 0.00000
 89 -10.451215 0.00000   4.940204 0.00000
 90 -10.449865 0.00000   4.941554 0.00000
 91 -10.448515 0.00000   4.942904 0.00000
 92 -10.447165 0.00000   4.944254 0.00000
 93 -10.445815 0.00000   4.945604 0.00000
 94 -10.444465 0.00000   4.946954 0.00000
 95 -10.443115 0.00000   4.948304 0.00000
 96 -10.441765 0.00000   4.949654 0.00000
 97 -10.440415 0.00000   4.951004 0.00000
 98 -10.439065 0.00000   4.952354 0.00000
 99 -10.437715 0.00000   4.953704 0.00000
100 -10.436365 0.00000   4.955054 0.00000
