  1 -12.048664 0.00000  10.317477 0.00000
  2 -12.047314 0.00000  10.318827 0.00000
  3 -12.045964 0.00000  10.320177 0.00000
  4 -12.044614 0.00000  10.321527 0.00000
  5 -12.043264 0.00000  10.322877 0.00000
  6 -12.041914 0.00000  10.324227 0.00000
  7 -12.040564 0.00000  10.325577 0.00000
  8 -12.039214 0.00000  10.326927 0.00000
  9 -12.037864 0.00000  10.328277 0.00000
 10 -12.036514 0.00000  10.329627 0.00000
 11 -12.035164 0.00000  10.330977 0.00000
 12 -12.033814 0.00000  10.332327 0.00000
 13 -12.032464 0.00000  10.333677 0.00000
 14 -12.031114 0.00000  10.335027 0.00000
 15 -12.029764 0.00000  10.336377 0.00000
 16 -12.028414 0.00000  10.337727 0.00000
 17 -12.027064 0.00000  10.339077 0.00000
 18 -12.025714 0.00000  10.340427 0.00000
 19 -12.024364 0.00000  10.341777 0.00000
 20 -12.023014 0.00000  10.343127 0.00000
 21 -12.021664 0.00000  10.344477 0.00000
 22 -12.020314 0.00000  10.345827 0.00000
 23 -12.018964 0.00000  10.347177 0.00000
 24 -12.017614 0.00000  10.348527 0.00000
 25 -12.016264 0.00000  10.349877 0.00000
 26 -12.014914 0.00000  10.351227 0.00287
 27 -12.013564 0.00000  10.352577 0.03232
 28 -12.012214 0.00000  10.353927 0.08149
 29 -12.010864 0.00022  10.355277 0.15016
 30 -12.009514 0.00257  10.356627 0.23330
 31 -12.008164 0.01005  10.357977 0.31275
 32 -12.006814 0.02538  10.359327 0.40494
 33 -12.005464 0.04906  10.360677 0.50130
 34 -12.004114 0.08095  10.362027 0.58949
 35 -12.002764 0.18128  10.363377 0.66419
 36 -12.001414 0.29583  10.364727 0.74207
 37 -12.000064 0.41435  10.366077 0.79008
 38 -11.998714 0.52712  10.367427 0.83688
 39 -11.997364 0.63351  10.368777 0.88296
 40 -11.996014 0.71357  10.370127 0.91208
 41 -11.994664 0.78324  10.371477 0.92427
 42 -11.993314 0.82844  10.372827 0.95075
 43 -11.991964 0.86508  10.374177 0.96371
 44 -11.990614 0.90084  10.375527 0.98315
 45 -11.989264 0.93223  10.376877 0.98839
 46 -11.987914 0.95133  10.378227 0.99407
 47 -11.986564 0.97207  10.379577 1.00000
 48 -11.985214 0.98211  10.380927 0.99137
 49 -11.983864 0.99134  10.382277 0.97319
 50 -11.982514 0.99958  10.383627 0.98588
 51 -11.981164 0.99391  10.384977 0.96420
 52 -11.979814 1.00000  10.386327 0.95480
 53 -11.978464 0.99060  10.387677 0.93812
 54 -11.977114 0.97417  10.389027 0.92455
 55 -11.975764 0.95532  10.390377 0.89865
 56 -11.974414 0.93476  10.391727 0.86324
 57 -11.973064 0.91405  10.393077 0.81606
 58 -11.971714 0.87728  10.394427 0.77020
 59 -11.970364 0.83334  10.395777 0.71838
 60 -11.969014 0.78967  10.397127 0.63970
 61 -11.967664 0.72658  10.398477 0.54343
 62 -11.966314 0.65540  10.399827 0.44278
 63 -11.964964 0.57331  10.401177 0.34584
 64 -11.963614 0.46885  10.402527 0.26664
 65 -11.962264 0.33596  10.403877 0.18951
 66 -11.960914 0.22092  10.405227 0.11844
 67 -11.959564 0.12893  10.406577 0.06784
 68 -11.958214 0.05859  10.407927 0.03309
 69 -11.956864 0.00886  10.409277 0.01042
 70 -11.955514 0.00000  10.410627 0.00025
 71 -11.954164 0.00000  10.411977 0.00000
 72 -11.952814 0.00000  10.413327 0.00000
 73 -11.951464 0.00000  10.414677 0.00000
 74 -11.950114 0.00000  10.416027 0.00000
 75 -11.948764 0.00000  10.417377 0.00000
 76 -11.947414 0.00000  10.418727 0.00000
 77 -11.946064 0.00000  10.420077 0.00000
 78 -11.944714 0.00000  10.421427 0.00000
 79 -11.943364 0.00000  10.422777 0.00000
 80 -11.942014 0.00000  10.424127 0.00000
 81 -11.940664 0.00000  10.425477 0.00000
 82 -11.939314 0.00000  10.426827 0.00000
 83 -11.937964 0.00000  10.428177 0.00000
 84 -11.936614 0.00000  10.429527 0.00000
 85 -11.935264 0.00000  10.430877 0.00000
 86 -11.933914 0.00000  10.432227 0.00000
 87 -11.932564 0.00000  10.433577 0.00000
 88 -11.931214 0.00000  10.434927 0.00000
 89 -11.929864 0.00000  10.436277 0.00000
 90 -11.928514 0.00000  10.437627 0.00000
 91 -11.927164 0.00000  10.438977 0.00000
 92 -11.925814 0.00000  10.440327 0.00000
 93 -11.924464 0.00000  10.441677 0.00000
 94 -11.923114 0.00000  10.443027 0.00000
 95 -11.921764 0.00000  10.444377 0.00000
 96 -11.920414 0.00000  10.445727 0.00000
 97 -11.919064 0.00000  10.447077 0.00000
 98 -11.917714 0.00000  10.448427 0.00000
 99 -11.916364 0.00000  10.449777 0.00000
100 -11.915014 0.00000  10.451127 0.00000
