  1 -13.504463 0.00000   9.090385 0.00000
  2 -13.503113 0.00000   9.091735 0.00000
  3 -13.501763 0.00000   9.093085 0.00000
  4 -13.500413 0.00000   9.094435 0.00000
  5 -13.499063 0.00000   9.095785 0.00000
  6 -13.497713 0.00000   9.097135 0.00000
  7 -13.496363 0.00000   9.098485 0.00000
  8 -13.495013 0.00000   9.099835 0.00000
  9 -13.493663 0.00000   9.101185 0.00000
 10 -13.492313 0.00000   9.102535 0.00000
 11 -13.490963 0.00000   9.103885 0.00000
 12 -13.489613 0.00000   9.105235 0.00000
 13 -13.488263 0.00000   9.106585 0.00000
 14 -13.486913 0.00000   9.107935 0.00000
 15 -13.485563 0.00000   9.109285 0.00000
 16 -13.484213 0.00000   9.110635 0.00000
 17 -13.482863 0.00000   9.111985 0.00000
 18 -13.481513 0.00000   9.113335 0.00000
 19 -13.480163 0.00000   9.114685 0.00000
 20 -13.478813 0.00000   9.116035 0.00000
 21 -13.477463 0.00000   9.117385 0.00000
 22 -13.476113 0.00000   9.118735 0.00000
 23 -13.474763 0.00000   9.120085 0.00000
 24 -13.473413 0.00000   9.121435 0.00047
 25 -13.472063 0.00000   9.122785 0.01120
 26 -13.470713 0.00000   9.124135 0.03903
 27 -13.469363 0.00000   9.125485 0.07254
 28 -13.468013 0.00030   9.126835 0.11329
 29 -13.466663 0.00168   9.128185 0.17018
 30 -13.465313 0.00435   9.129535 0.23504
 31 -13.463963 0.00967   9.130885 0.30427
 32 -13.462613 0.02125   9.132235 0.38359
 33 -13.461263 0.04292   9.133585 0.47309
 34 -13.459913 0.08110   9.134935 0.56144
 35 -13.458563 0.18562   9.136285 0.64557
 36 -13.457213 0.29641   9.137635 0.72217
 37 -13.455863 0.40541   9.138985 0.77233
 38 -13.454513 0.51886   9.140335 0.82348
 39 -13.453163 0.61127   9.141685 0.87464
 40 -13.451813 0.69635   9.143035 0.90430
 41 -13.450463 0.76878   9.144385 0.93008
 42 -13.449113 0.81725   9.145735 0.95971
 43 -13.447763 0.87180   9.147085 0.96864
 44 -13.446413 0.90901   9.148435 0.98518
 45 -13.445063 0.92108   9.149785 0.98896
 46 -13.443713 0.96240   9.151135 0.99561
 47 -13.442363 0.99067   9.152485 1.00000
 48 -13.441013 0.98516   9.153835 0.99944
 49 -13.439663 0.99612   9.155185 0.98443
 50 -13.438313 0.99896   9.156535 0.98218
 51 -13.436963 1.00000   9.157885 0.97517
 52 -13.435613 0.99993   9.159235 0.96861
 53 -13.434263 0.98570   9.160585 0.94745
 54 -13.432913 0.98404   9.161935 0.91840
 55 -13.431563 0.97353   9.163285 0.88996
 56 -13.430213 0.94768   9.164635 0.86482
 57 -13.428863 0.92445   9.165985 0.82473
 58 -13.427513 0.88019   9.167335 0.76426
 59 -13.426163 0.84360   9.168685 0.69731
 60 -13.424813 0.78726   9.170035 0.62077
 61 -13.423463 0.72776   9.171385 0.55522
 62 -13.422113 0.65817   9.172735 0.46880
 63 -13.420763 0.57584   9.174085 0.38317
 64 -13.419413 0.45081   9.175435 0.30955
 65 -13.418063 0.32889   9.176785 0.23407
 66 -13.416713 0.22065   9.178135 0.15833
 67 -13.415363 0.13496   9.179485 0.10048
 68 -13.414013 0.07415   9.180835 0.05633
 69 -13.412663 0.02608   9.182185 0.02561
 70 -13.411313 0.00062   9.183535 0.00489
 71 -13.409963 0.00000   9.184885 0.00000
 72 -13.408613 0.00000   9.186235 0.00000
 73 -13.407263 0.00000   9.187585 0.00000
 74 -13.405913 0.00000   9.188935 0.00000
 75 -13.404563 0.00000   9.190285 0.00000
 76 -13.403213 0.00000   9.191635 0.00000
 77 -13.401863 0.00000   9.192985 0.00000
 78 -13.400513 0.00000   9.194335 0.00000
 79 -13.399163 0.00000   9.195685 0.00000
 80 -13.397813 0.00000   9.197035 0.00000
 81 -13.396463 0.00000   9.198385 0.00000
 82 -13.395113 0.00000   9.199735 0.00000
 83 -13.393763 0.00000   9.201085 0.00000
 84 -13.392413 0.00000   9.202435 0.00000
 85 -13.391063 0.00000   9.203785 0.00000
 86 -13.389713 0.00000   9.205135 0.00000
 87 -13.388363 0.00000   9.206485 0.00000
 88 -13.387013 0.00000   9.207835 0.00000
 89 -13.385663 0.00000   9.209185 0.00000
 90 -13.384313 0.00000   9.210535 0.00000
 91 -13.382963 0.00000   9.211885 0.00000
 92 -13.381613 0.00000   9.213235 0.00000
 93 -13.380263 0.00000   9.214585 0.00000
 94 -13.378913 0.00000   9.215935 0.00000
 95 -13.377563 0.00000   9.217285 0.00000
 96 -13.376213 0.00000   9.218635 0.00000
 97 -13.374863 0.00000   9.219985 0.00000
 98 -13.373513 0.00000   9.221335 0.00000
 99 -13.372163 0.00000   9.222685 0.00000
100 -13.370813 0.00000   9.224035 0.00000
