  1 -10.572778 0.00000   8.102302 0.00000
  2 -10.571428 0.00000   8.103652 0.00000
  3 -10.570078 0.00000   8.105002 0.00000
  4 -10.568728 0.00000   8.106352 0.00000
  5 -10.567378 0.00000   8.107702 0.00000
  6 -10.566028 0.00000   8.109052 0.00000
  7 -10.564678 0.00000   8.110402 0.00000
  8 -10.563328 0.00000   8.111752 0.00000
  9 -10.561978 0.00000   8.113102 0.00000
 10 -10.560628 0.00000   8.114452 0.00000
 11 -10.559278 0.00000   8.115802 0.00000
 12 -10.557928 0.00000   8.117152 0.00000
 13 -10.556578 0.00000   8.118502 0.00000
 14 -10.555228 0.00000   8.119852 0.00000
 15 -10.553878 0.00000   8.121202 0.00000
 16 -10.552528 0.00000   8.122552 0.00000
 17 -10.551178 0.00000   8.123902 0.00000
 18 -10.549828 0.00000   8.125252 0.00000
 19 -10.548478 0.00000   8.126602 0.00000
 20 -10.547128 0.00000   8.127952 0.00000
 21 -10.545778 0.00000   8.129302 0.00000
 22 -10.544428 0.00000   8.130652 0.00000
 23 -10.543078 0.00000   8.132002 0.00000
 24 -10.541728 0.00000   8.133352 0.00000
 25 -10.540378 0.00000   8.134702 0.00000
 26 -10.539028 0.00000   8.136052 0.00000
 27 -10.537678 0.00000   8.137402 0.00107
 28 -10.536328 0.00000   8.138752 0.01351
 29 -10.534978 0.00013   8.140102 0.06302
 30 -10.533628 0.00155   8.141452 0.13046
 31 -10.532278 0.00761   8.142802 0.23506
 32 -10.530928 0.02187   8.144152 0.35105
 33 -10.529578 0.04632   8.145502 0.46103
 34 -10.528228 0.12022   8.146852 0.55038
 35 -10.526878 0.22309   8.148202 0.65077
 36 -10.525528 0.35164   8.149552 0.72262
 37 -10.524178 0.48129   8.150902 0.77056
 38 -10.522828 0.58870   8.152252 0.82389
 39 -10.521478 0.67809   8.153602 0.85779
 40 -10.520128 0.73995   8.154952 0.89373
 41 -10.518778 0.80120   8.156302 0.92350
 42 -10.517428 0.84617   8.157652 0.95212
 43 -10.516078 0.88564   8.159002 0.96954
 44 -10.514728 0.91454   8.160352 0.97647
 45 -10.513378 0.94485   8.161702 0.98789
 46 -10.512028 0.96481   8.163052 0.98855
 47 -10.510678 0.96897   8.164402 1.00000
 48 -10.509328 0.99116   8.165752 0.99224
 49 -10.507978 0.99782   8.167102 0.99656
 50 -10.506628 1.00000   8.168452 0.99469
 51 -10.505278 0.99704   8.169802 0.98965
 52 -10.503928 0.99922   8.171152 0.97042
 53 -10.502578 0.99016   8.172502 0.95333
 54 -10.501228 0.97032   8.173852 0.94089
 55 -10.499878 0.95393   8.175202 0.91860
 56 -10.498528 0.94204   8.176552 0.88803
 57 -10.497178 0.90643   8.177902 0.85793
 58 -10.495828 0.88204   8.179252 0.80845
 59 -10.494478 0.84064   8.180602 0.76943
 60 -10.493128 0.78399   8.181952 0.70382
 61 -10.491778 0.72833   8.183302 0.63861
 62 -10.490428 0.65296   8.184652 0.54224
 63 -10.489078 0.56625   8.186002 0.41695
 64 -10.487728 0.45895   8.187352 0.30482
 65 -10.486378 0.33360   8.188702 0.20187
 66 -10.485028 0.21306   8.190052 0.11530
 67 -10.483678 0.10383   8.191402 0.06106
 68 -10.482328 0.03536   8.192752 0.02793
 69 -10.480978 0.00138   8.194102 0.00396
 70 -10.479628 0.00000   8.195452 0.00000
 71 -10.478278 0.00000   8.196802 0.00000
 72 -10.476928 0.00000   8.198152 0.00000
 73 -10.475578 0.00000   8.199502 0.00000
 74 -10.474228 0.00000   8.200852 0.00000
 75 -10.472878 0.00000   8.202202 0.00000
 76 -10.471528 0.00000   8.203552 0.00000
 77 -10.470178 0.00000   8.204902 0.00000
 78 -10.468828 0.00000   8.206252 0.00000
 79 -10.467478 0.00000   8.207602 0.00000
 80 -10.466128 0.00000   8.208952 0.00000
 81 -10.464778 0.00000   8.210302 0.00000
 82 -10.463428 0.00000   8.211652 0.00000
 83 -10.462078 0.00000   8.213002 0.00000
 84 -10.460728 0.00000   8.214352 0.00000
 85 -10.459378 0.00000   8.215702 0.00000
 86 -10.458028 0.00000   8.217052 0.00000
 87 -10.456678 0.00000   8.218402 0.00000
 88 -10.455328 0.00000   8.219752 0.00000
 89 -10.453978 0.00000   8.221102 0.00000
 90 -10.452628 0.00000   8.222452 0.00000
 91 -10.451278 0.00000   8.223802 0.00000
 92 -10.449928 0.00000   8.225152 0.00000
 93 -10.448578 0.00000   8.226502 0.00000
 94 -10.447228 0.00000   8.227852 0.00000
 95 -10.445878 0.00000   8.229202 0.00000
 96 -10.444528 0.00000   8.230552 0.00000
 97 -10.443178 0.00000   8.231902 0.00000
 98 -10.441828 0.00000   8.233252 0.00000
 99 -10.440478 0.00000   8.234602 0.00000
100 -10.439128 0.00000   8.235952 0.00000
