  1 -11.563737 0.00000  12.714071 0.00000
  2 -11.562387 0.00000  12.715421 0.00000
  3 -11.561037 0.00000  12.716771 0.00000
  4 -11.559687 0.00000  12.718121 0.00000
  5 -11.558337 0.00000  12.719471 0.00000
  6 -11.556987 0.00000  12.720821 0.00000
  7 -11.555637 0.00000  12.722171 0.00000
  8 -11.554287 0.00000  12.723521 0.00000
  9 -11.552937 0.00000  12.724871 0.00000
 10 -11.551587 0.00000  12.726221 0.00000
 11 -11.550237 0.00000  12.727571 0.00000
 12 -11.548887 0.00000  12.728921 0.00000
 13 -11.547537 0.00000  12.730271 0.00000
 14 -11.546187 0.00000  12.731621 0.00000
 15 -11.544837 0.00000  12.732971 0.00000
 16 -11.543487 0.00000  12.734321 0.00000
 17 -11.542137 0.00000  12.735671 0.00000
 18 -11.540787 0.00000  12.737021 0.00000
 19 -11.539437 0.00000  12.738371 0.00000
 20 -11.538087 0.00000  12.739721 0.00000
 21 -11.536737 0.00000  12.741071 0.00000
 22 -11.535387 0.00000  12.742421 0.00000
 23 -11.534037 0.00000  12.743771 0.00000
 24 -11.532687 0.00000  12.745121 0.00056
 25 -11.531337 0.00000  12.746471 0.00590
 26 -11.529987 0.00000  12.747821 0.02522
 27 -11.528637 0.00000  12.749171 0.07852
 28 -11.527287 0.00117  12.750521 0.15164
 29 -11.525937 0.00635  12.751871 0.22349
 30 -11.524587 0.01496  12.753221 0.29141
 31 -11.523237 0.02780  12.754571 0.37274
 32 -11.521887 0.04266  12.755921 0.45440
 33 -11.520537 0.06284  12.757271 0.53637
 34 -11.519187 0.09957  12.758621 0.63274
 35 -11.517837 0.16566  12.759971 0.70311
 36 -11.516487 0.25741  12.761321 0.78120
 37 -11.515137 0.37487  12.762671 0.82275
 38 -11.513787 0.48489  12.764021 0.86925
 39 -11.512437 0.61103  12.765371 0.90883
 40 -11.511087 0.70080  12.766721 0.92800
 41 -11.509737 0.76384  12.768071 0.95876
 42 -11.508387 0.80521  12.769421 0.97641
 43 -11.507037 0.84697  12.770771 0.97920
 44 -11.505687 0.89596  12.772121 0.99356
 45 -11.504337 0.92753  12.773471 0.99199
 46 -11.502987 0.94820  12.774821 1.00000
 47 -11.501637 0.97677  12.776171 0.99699
 48 -11.500287 0.97005  12.777521 0.98898
 49 -11.498937 0.98454  12.778871 0.99227
 50 -11.497587 0.99789  12.780221 0.97976
 51 -11.496237 1.00000  12.781571 0.96744
 52 -11.494887 0.98258  12.782921 0.96146
 53 -11.493537 0.98891  12.784271 0.94172
 54 -11.492187 0.96071  12.785621 0.92016
 55 -11.490837 0.95716  12.786971 0.87960
 56 -11.489487 0.93788  12.788321 0.85362
 57 -11.488137 0.90939  12.789671 0.80892
 58 -11.486787 0.88165  12.791021 0.73771
 59 -11.485437 0.83787  12.792371 0.67542
 60 -11.484087 0.77240  12.793721 0.57261
 61 -11.482737 0.72341  12.795071 0.47498
 62 -11.481387 0.65459  12.796421 0.39315
 63 -11.480037 0.57473  12.797771 0.31418
 64 -11.478687 0.48536  12.799121 0.24809
 65 -11.477337 0.37127  12.800471 0.17930
 66 -11.475987 0.25892  12.801821 0.11619
 67 -11.474637 0.16337  12.803171 0.06890
 68 -11.473287 0.08766  12.804521 0.03286
 69 -11.471937 0.02703  12.805871 0.00925
 70 -11.470587 0.00027  12.807221 0.00031
 71 -11.469237 0.00000  12.808571 0.00000
 72 -11.467887 0.00000  12.809921 0.00000
 73 -11.466537 0.00000  12.811271 0.00000
 74 -11.465187 0.00000  12.812621 0.00000
 75 -11.463837 0.00000  12.813971 0.00000
 76 -11.462487 0.00000  12.815321 0.00000
 77 -11.461137 0.00000  12.816671 0.00000
 78 -11.459787 0.00000  12.818021 0.00000
 79 -11.458437 0.00000  12.819371 0.00000
 80 -11.457087 0.00000  12.820721 0.00000
 81 -11.455737 0.00000  12.822071 0.00000
 82 -11.454387 0.00000  12.823421 0.00000
 83 -11.453037 0.00000  12.824771 0.00000
 84 -11.451687 0.00000  12.826121 0.00000
 85 -11.450337 0.00000  12.827471 0.00000
 86 -11.448987 0.00000  12.828821 0.00000
 87 -11.447637 0.00000  12.830171 0.00000
 88 -11.446287 0.00000  12.831521 0.00000
 89 -11.444937 0.00000  12.832871 0.00000
 90 -11.443587 0.00000  12.834221 0.00000
 91 -11.442237 0.00000  12.835571 0.00000
 92 -11.440887 0.00000  12.836921 0.00000
 93 -11.439537 0.00000  12.838271 0.00000
 94 -11.438187 0.00000  12.839621 0.00000
 95 -11.436837 0.00000  12.840971 0.00000
 96 -11.435487 0.00000  12.842321 0.00000
 97 -11.434137 0.00000  12.843671 0.00000
 98 -11.432787 0.00000  12.845021 0.00000
 99 -11.431437 0.00000  12.846371 0.00000
100 -11.430087 0.00000  12.847721 0.00000
