  1 -11.551707 0.00000   2.678720 0.00000
  2 -11.550357 0.00000   2.680070 0.00000
  3 -11.549007 0.00000   2.681420 0.00000
  4 -11.547657 0.00000   2.682770 0.00000
  5 -11.546307 0.00000   2.684120 0.00000
  6 -11.544957 0.00000   2.685470 0.00000
  7 -11.543607 0.00000   2.686820 0.00000
  8 -11.542257 0.00000   2.688170 0.00000
  9 -11.540907 0.00000   2.689520 0.00000
 10 -11.539557 0.00000   2.690870 0.00000
 11 -11.538207 0.00000   2.692220 0.00000
 12 -11.536857 0.00000   2.693570 0.00000
 13 -11.535507 0.00000   2.694920 0.00000
 14 -11.534157 0.00000   2.696270 0.00000
 15 -11.532807 0.00000   2.697620 0.00000
 16 -11.531457 0.00000   2.698970 0.00000
 17 -11.530107 0.00000   2.700320 0.00000
 18 -11.528757 0.00000   2.701670 0.00000
 19 -11.527407 0.00000   2.703020 0.00000
 20 -11.526057 0.00000   2.704370 0.00000
 21 -11.524707 0.00000   2.705720 0.00000
 22 -11.523357 0.00000   2.707070 0.00000
 23 -11.522007 0.00000   2.708420 0.00000
 24 -11.520657 0.00000   2.709770 0.00000
 25 -11.519307 0.00000   2.711120 0.00000
 26 -11.517957 0.00032   2.712470 0.00000
 27 -11.516607 0.00134   2.713820 0.00017
 28 -11.515257 0.00364   2.715170 0.00827
 29 -11.513907 0.00659   2.716520 0.04154
 30 -11.512557 0.01078   2.717870 0.09027
 31 -11.511207 0.01885   2.719220 0.15402
 32 -11.509857 0.03040   2.720570 0.24228
 33 -11.508507 0.06788   2.721920 0.35048
 34 -11.507157 0.14919   2.723270 0.46638
 35 -11.505807 0.24692   2.724620 0.57116
 36 -11.504457 0.36881   2.725970 0.65708
 37 -11.503107 0.48678   2.727320 0.71908
 38 -11.501757 0.58840   2.728670 0.77391
 39 -11.500407 0.67291   2.730020 0.82389
 40 -11.499057 0.75350   2.731370 0.86286
 41 -11.497707 0.80059   2.732720 0.88863
 42 -11.496357 0.85242   2.734070 0.93549
 43 -11.495007 0.88517   2.735420 0.94324
 44 -11.493657 0.91282   2.736770 0.96387
 45 -11.492307 0.94339   2.738120 0.97678
 46 -11.490957 0.95570   2.739470 0.98417
 47 -11.489607 0.97800   2.740820 0.98966
 48 -11.488257 0.99343   2.742170 1.00000
 49 -11.486907 1.00000   2.743520 0.99390
 50 -11.485557 0.99200   2.744870 0.98613
 51 -11.484207 0.99589   2.746220 0.99211
 52 -11.482857 0.98791   2.747570 0.98693
 53 -11.481507 0.97644   2.748920 0.96982
 54 -11.480157 0.97059   2.750270 0.96103
 55 -11.478807 0.94195   2.751620 0.93990
 56 -11.477457 0.92436   2.752970 0.90815
 57 -11.476107 0.88765   2.754320 0.87994
 58 -11.474757 0.84927   2.755670 0.84480
 59 -11.473407 0.80825   2.757020 0.80050
 60 -11.472057 0.76073   2.758370 0.76900
 61 -11.470707 0.69471   2.759720 0.69908
 62 -11.469357 0.63181   2.761070 0.63176
 63 -11.468007 0.52729   2.762420 0.52874
 64 -11.466657 0.41608   2.763770 0.42936
 65 -11.465307 0.29669   2.765120 0.32400
 66 -11.463957 0.19470   2.766470 0.23273
 67 -11.462607 0.10125   2.767820 0.13101
 68 -11.461257 0.04625   2.769170 0.06495
 69 -11.459907 0.00736   2.770520 0.02287
 70 -11.458557 0.00000   2.771870 0.00287
 71 -11.457207 0.00000   2.773220 0.00000
 72 -11.455857 0.00000   2.774570 0.00000
 73 -11.454507 0.00000   2.775920 0.00000
 74 -11.453157 0.00000   2.777270 0.00000
 75 -11.451807 0.00000   2.778620 0.00000
 76 -11.450457 0.00000   2.779970 0.00000
 77 -11.449107 0.00000   2.781320 0.00000
 78 -11.447757 0.00000   2.782670 0.00000
 79 -11.446407 0.00000   2.784020 0.00000
 80 -11.445057 0.00000   2.785370 0.00000
 81 -11.443707 0.00000   2.786720 0.00000
 82 -11.442357 0.00000   2.788070 0.00000
 83 -11.441007 0.00000   2.789420 0.00000
 84 -11.439657 0.00000   2.790770 0.00000
 85 -11.438307 0.00000   2.792120 0.00000
 86 -11.436957 0.00000   2.793470 0.00000
 87 -11.435607 0.00000   2.794820 0.00000
 88 -11.434257 0.00000   2.796170 0.00000
 89 -11.432907 0.00000   2.797520 0.00000
 90 -11.431557 0.00000   2.798870 0.00000
 91 -11.430207 0.00000   2.800220 0.00000
 92 -11.428857 0.00000   2.801570 0.00000
 93 -11.427507 0.00000   2.802920 0.00000
 94 -11.426157 0.00000   2.804270 0.00000
 95 -11.424807 0.00000   2.805620 0.00000
 96 -11.423457 0.00000   2.806970 0.00000
 97 -11.422107 0.00000   2.808320 0.00000
 98 -11.420757 0.00000   2.809670 0.00000
 99 -11.419407 0.00000   2.811020 0.00000
100 -11.418057 0.00000   2.812370 0.00000
