  1  -1.909529 0.00000  -7.335884 0.00000
  2  -1.908179 0.00000  -7.334534 0.00000
  3  -1.906829 0.00000  -7.333184 0.00000
  4  -1.905479 0.00000  -7.331834 0.00000
  5  -1.904129 0.00000  -7.330484 0.00000
  6  -1.902779 0.00000  -7.329134 0.00000
  7  -1.901429 0.00000  -7.327784 0.00000
  8  -1.900079 0.00000  -7.326434 0.00000
  9  -1.898729 0.00000  -7.325084 0.00000
 10  -1.897379 0.00000  -7.323734 0.00000
 11  -1.896029 0.00000  -7.322384 0.00000
 12  -1.894679 0.00000  -7.321034 0.00000
 13  -1.893329 0.00000  -7.319684 0.00000
 14  -1.891979 0.00000  -7.318334 0.00000
 15  -1.890629 0.00000  -7.316984 0.00000
 16  -1.889279 0.00000  -7.315634 0.00000
 17  -1.887929 0.00000  -7.314284 0.00000
 18  -1.886579 0.00000  -7.312934 0.00000
 19  -1.885229 0.00000  -7.311584 0.00000
 20  -1.883879 0.00000  -7.310234 0.00000
 21  -1.882529 0.00000  -7.308884 0.00000
 22  -1.881179 0.00000  -7.307534 0.00000
 23  -1.879829 0.00000  -7.306184 0.00000
 24  -1.878479 0.00000  -7.304834 0.00212
 25  -1.877129 0.00000  -7.303484 0.01057
 26  -1.875779 0.00000  -7.302134 0.02300
 27  -1.874429 0.00000  -7.300784 0.03997
 28  -1.873079 0.00000  -7.299434 0.06299
 29  -1.871729 0.00000  -7.298084 0.08811
 30  -1.870379 0.00000  -7.296734 0.12093
 31  -1.869029 0.00000  -7.295384 0.16248
 32  -1.867679 0.00810  -7.294034 0.21427
 33  -1.866329 0.06408  -7.292684 0.27729
 34  -1.864979 0.18285  -7.291334 0.37232
 35  -1.863629 0.32615  -7.289984 0.45492
 36  -1.862279 0.49517  -7.288634 0.52624
 37  -1.860929 0.60433  -7.287284 0.59948
 38  -1.859579 0.68224  -7.285934 0.66939
 39  -1.858229 0.73828  -7.284584 0.72957
 40  -1.856879 0.78482  -7.283234 0.79460
 41  -1.855529 0.83477  -7.281884 0.84881
 42  -1.854179 0.86844  -7.280534 0.88030
 43  -1.852829 0.90029  -7.279184 0.90502
 44  -1.851479 0.92843  -7.277834 0.93474
 45  -1.850129 0.94423  -7.276484 0.95134
 46  -1.848779 0.96716  -7.275134 0.96784
 47  -1.847429 0.99002  -7.273784 0.99345
 48  -1.846079 1.00000  -7.272434 0.99328
 49  -1.844729 0.99185  -7.271084 0.99917
 50  -1.843379 0.99567  -7.269734 0.99739
 51  -1.842029 0.99105  -7.268384 0.99871
 52  -1.840679 0.99973  -7.267034 1.00000
 53  -1.839329 0.99320  -7.265684 0.98832
 54  -1.837979 0.97876  -7.264334 0.97244
 55  -1.836629 0.96050  -7.262984 0.95754
 56  -1.835279 0.94619  -7.261634 0.93624
 57  -1.833929 0.92171  -7.260284 0.92122
 58  -1.832579 0.88970  -7.258934 0.88234
 59  -1.831229 0.86560  -7.257584 0.85995
 60  -1.829879 0.82373  -7.256234 0.79621
 61  -1.828529 0.77802  -7.254884 0.74645
 62  -1.827179 0.72827  -7.253534 0.69535
 63  -1.825829 0.65551  -7.252184 0.62337
 64  -1.824479 0.57152  -7.250834 0.56750
 65  -1.823129 0.45001  -7.249484 0.49730
 66  -1.821779 0.30292  -7.248134 0.42420
 67  -1.820429 0.16278  -7.246784 0.33641
 68  -1.819079 0.05490  -7.245434 0.24511
 69  -1.817729 0.00855  -7.244084 0.17697
 70  -1.816379 0.00003  -7.242734 0.12696
 71  -1.815029 0.00000  -7.241384 0.08203
 72  -1.813679 0.00000  -7.240034 0.05191
 73  -1.812329 0.00000  -7.238684 0.02710
 74  -1.810979 0.00000  -7.237334 0.00801
 75  -1.809629 0.00000  -7.235984 0.00011
 76  -1.808279 0.00000  -7.234634 0.00000
 77  -1.806929 0.00000  -7.233284 0.00000
 78  -1.805579 0.00000  -7.231934 0.00000
 79  -1.804229 0.00000  -7.230584 0.00000
 80  -1.802879 0.00000  -7.229234 0.00000
 81  -1.801529 0.00000  -7.227884 0.00000
 82  -1.800179 0.00000  -7.226534 0.00000
 83  -1.798829 0.00000  -7.225184 0.00000
 84  -1.797479 0.00000  -7.223834 0.00000
 85  -1.796129 0.00000  -7.222484 0.00000
 86  -1.794779 0.00000  -7.221134 0.00000
 87  -1.793429 0.00000  -7.219784 0.00000
 88  -1.792079 0.00000  -7.218434 0.00000
 89  -1.790729 0.00000  -7.217084 0.00000
 90  -1.789379 0.00000  -7.215734 0.00000
 91  -1.788029 0.00000  -7.214384 0.00000
 92  -1.786679 0.00000  -7.213034 0.00000
 93  -1.785329 0.00000  -7.211684 0.00000
 94  -1.783979 0.00000  -7.210334 0.00000
 95  -1.782629 0.00000  -7.208984 0.00000
 96  -1.781279 0.00000  -7.207634 0.00000
 97  -1.779929 0.00000  -7.206284 0.00000
 98  -1.778579 0.00000  -7.204934 0.00000
 99  -1.777229 0.00000  -7.203584 0.00000
100  -1.775879 0.00000  -7.202234 0.00000
