  1   7.953137 0.00000 -12.918056 0.00000
  2   7.954487 0.00000 -12.916706 0.00000
  3   7.955837 0.00000 -12.915356 0.00000
  4   7.957187 0.00000 -12.914006 0.00000
  5   7.958537 0.00000 -12.912656 0.00000
  6   7.959887 0.00000 -12.911306 0.00000
  7   7.961237 0.00000 -12.909956 0.00000
  8   7.962587 0.00000 -12.908606 0.00000
  9   7.963937 0.00000 -12.907256 0.00000
 10   7.965287 0.00000 -12.905906 0.00000
 11   7.966637 0.00000 -12.904556 0.00000
 12   7.967987 0.00000 -12.903206 0.00000
 13   7.969337 0.00000 -12.901856 0.00000
 14   7.970687 0.00000 -12.900506 0.00000
 15   7.972037 0.00000 -12.899156 0.00000
 16   7.973387 0.00000 -12.897806 0.00000
 17   7.974737 0.00000 -12.896456 0.00000
 18   7.976087 0.00000 -12.895106 0.00000
 19   7.977437 0.00000 -12.893756 0.00000
 20   7.978787 0.00000 -12.892406 0.00000
 21   7.980137 0.00000 -12.891056 0.00000
 22   7.981487 0.00000 -12.889706 0.00003
 23   7.982837 0.00000 -12.888356 0.00192
 24   7.984187 0.00000 -12.887006 0.00800
 25   7.985537 0.00000 -12.885656 0.02001
 26   7.986887 0.00000 -12.884306 0.03512
 27   7.988237 0.00000 -12.882956 0.05286
 28   7.989587 0.00000 -12.881606 0.07535
 29   7.990937 0.00000 -12.880256 0.10626
 30   7.992287 0.00023 -12.878906 0.14221
 31   7.993637 0.04983 -12.877556 0.17952
 32   7.994987 0.16958 -12.876206 0.23199
 33   7.996337 0.29065 -12.874856 0.29864
 34   7.997687 0.38960 -12.873506 0.37193
 35   7.999037 0.48001 -12.872156 0.42769
 36   8.000387 0.56459 -12.870806 0.49664
 37   8.001737 0.63464 -12.869456 0.56184
 38   8.003087 0.70137 -12.868106 0.61446
 39   8.004437 0.75727 -12.866756 0.66712
 40   8.005787 0.80968 -12.865406 0.71936
 41   8.007137 0.84552 -12.864056 0.77075
 42   8.008487 0.87817 -12.862706 0.80525
 43   8.009837 0.90996 -12.861356 0.84294
 44   8.011187 0.93544 -12.860006 0.88592
 45   8.012537 0.95034 -12.858656 0.91313
 46   8.013887 0.96714 -12.857306 0.95443
 47   8.015237 0.98669 -12.855956 0.96438
 48   8.016587 0.98854 -12.854606 0.97848
 49   8.017937 0.98913 -12.853256 0.99312
 50   8.019287 1.00000 -12.851906 0.98574
 51   8.020637 0.99925 -12.850556 0.98495
 52   8.021987 0.99595 -12.849206 0.99374
 53   8.023337 0.99294 -12.847856 1.00000
 54   8.024687 0.97868 -12.846506 0.98917
 55   8.026037 0.97648 -12.845156 0.96904
 56   8.027387 0.95479 -12.843806 0.94427
 57   8.028737 0.93796 -12.842456 0.93660
 58   8.030087 0.91106 -12.841106 0.90591
 59   8.031437 0.87893 -12.839756 0.86154
 60   8.032787 0.85255 -12.838406 0.82665
 61   8.034137 0.82261 -12.837056 0.77760
 62   8.035487 0.76896 -12.835706 0.73016
 63   8.036837 0.71652 -12.834356 0.67822
 64   8.038187 0.66290 -12.833006 0.61691
 65   8.039537 0.57668 -12.831656 0.54805
 66   8.040887 0.47463 -12.830306 0.48164
 67   8.042237 0.37517 -12.828956 0.41136
 68   8.043587 0.27006 -12.827606 0.33985
 69   8.044937 0.16368 -12.826256 0.27707
 70   8.046287 0.08987 -12.824906 0.22807
 71   8.047637 0.03728 -12.823556 0.18480
 72   8.048987 0.00567 -12.822206 0.15094
 73   8.050337 0.00000 -12.820856 0.11972
 74   8.051687 0.00000 -12.819506 0.09135
 75   8.053037 0.00000 -12.818156 0.06892
 76   8.054387 0.00000 -12.816806 0.04917
 77   8.055737 0.00000 -12.815456 0.03241
 78   8.057087 0.00000 -12.814106 0.01709
 79   8.058437 0.00000 -12.812756 0.00764
 80   8.059787 0.00000 -12.811406 0.00180
 81   8.061137 0.00000 -12.810056 0.00000
 82   8.062487 0.00000 -12.808706 0.00000
 83   8.063837 0.00000 -12.807356 0.00000
 84   8.065187 0.00000 -12.806006 0.00000
 85   8.066537 0.00000 -12.804656 0.00000
 86   8.067887 0.00000 -12.803306 0.00000
 87   8.069237 0.00000 -12.801956 0.00000
 88   8.070587 0.00000 -12.800606 0.00000
 89   8.071937 0.00000 -12.799256 0.00000
 90   8.073287 0.00000 -12.797906 0.00000
 91   8.074637 0.00000 -12.796556 0.00000
 92   8.075987 0.00000 -12.795206 0.00000
 93   8.077337 0.00000 -12.793856 0.00000
 94   8.078687 0.00000 -12.792506 0.00000
 95   8.080037 0.00000 -12.791156 0.00000
 96   8.081387 0.00000 -12.789806 0.00000
 97   8.082737 0.00000 -12.788456 0.00000
 98   8.084087 0.00000 -12.787106 0.00000
 99   8.085437 0.00000 -12.785756 0.00000
100   8.086787 0.00000 -12.784406 0.00000
