  1   5.690326 0.00000 -10.528813 0.00000
  2   5.691676 0.00000 -10.527463 0.00000
  3   5.693026 0.00000 -10.526113 0.00000
  4   5.694376 0.00000 -10.524763 0.00000
  5   5.695726 0.00000 -10.523413 0.00000
  6   5.697076 0.00000 -10.522063 0.00000
  7   5.698426 0.00000 -10.520713 0.00000
  8   5.699776 0.00000 -10.519363 0.00000
  9   5.701126 0.00000 -10.518013 0.00000
 10   5.702476 0.00000 -10.516663 0.00000
 11   5.703826 0.00000 -10.515313 0.00000
 12   5.705176 0.00000 -10.513963 0.00000
 13   5.706526 0.00000 -10.512613 0.00000
 14   5.707876 0.00000 -10.511263 0.00000
 15   5.709226 0.00000 -10.509913 0.00000
 16   5.710576 0.00000 -10.508563 0.00000
 17   5.711926 0.00000 -10.507213 0.00000
 18   5.713276 0.00000 -10.505863 0.00000
 19   5.714626 0.00000 -10.504513 0.00000
 20   5.715976 0.00000 -10.503163 0.00000
 21   5.717326 0.00000 -10.501813 0.00000
 22   5.718676 0.00000 -10.500463 0.00032
 23   5.720026 0.00000 -10.499113 0.00395
 24   5.721376 0.00000 -10.497763 0.01247
 25   5.722726 0.00000 -10.496413 0.02408
 26   5.724076 0.00000 -10.495063 0.04103
 27   5.725426 0.00000 -10.493713 0.06107
 28   5.726776 0.00000 -10.492363 0.08682
 29   5.728126 0.00000 -10.491013 0.11330
 30   5.729476 0.00000 -10.489663 0.15032
 31   5.730826 0.00000 -10.488313 0.18684
 32   5.732176 0.01022 -10.486963 0.23834
 33   5.733526 0.15621 -10.485613 0.29985
 34   5.734876 0.33443 -10.484263 0.37312
 35   5.736226 0.45994 -10.482913 0.44619
 36   5.737576 0.55262 -10.481563 0.51358
 37   5.738926 0.63331 -10.480213 0.56804
 38   5.740276 0.71052 -10.478863 0.62709
 39   5.741626 0.75424 -10.477513 0.69249
 40   5.742976 0.80126 -10.476163 0.74727
 41   5.744326 0.84103 -10.474813 0.78876
 42   5.745676 0.88107 -10.473463 0.83251
 43   5.747026 0.90737 -10.472113 0.88641
 44   5.748376 0.92552 -10.470763 0.91406
 45   5.749726 0.94728 -10.469413 0.94642
 46   5.751076 0.95888 -10.468063 0.95353
 47   5.752426 0.98970 -10.466713 0.97814
 48   5.753776 0.98741 -10.465363 0.98675
 49   5.755126 0.99512 -10.464013 0.98947
 50   5.756476 0.99227 -10.462663 0.98871
 51   5.757826 0.99955 -10.461313 0.99163
 52   5.759176 1.00000 -10.459963 1.00000
 53   5.760526 0.98626 -10.458613 0.98736
 54   5.761876 0.99667 -10.457263 0.97373
 55   5.763226 0.96904 -10.455913 0.96937
 56   5.764576 0.95357 -10.454563 0.95040
 57   5.765926 0.94350 -10.453213 0.90949
 58   5.767276 0.90534 -10.451863 0.88228
 59   5.768626 0.88666 -10.450513 0.84796
 60   5.769976 0.85787 -10.449163 0.80228
 61   5.771326 0.82158 -10.447813 0.75432
 62   5.772676 0.77208 -10.446463 0.70443
 63   5.774026 0.71716 -10.445113 0.65137
 64   5.775376 0.66424 -10.443763 0.57755
 65   5.776726 0.59481 -10.442413 0.52710
 66   5.778076 0.50617 -10.441063 0.46114
 67   5.779426 0.36376 -10.439713 0.38448
 68   5.780776 0.20354 -10.438363 0.30708
 69   5.782126 0.04888 -10.437013 0.24811
 70   5.783476 0.00226 -10.435663 0.19562
 71   5.784826 0.00000 -10.434313 0.15237
 72   5.786176 0.00000 -10.432963 0.11599
 73   5.787526 0.00000 -10.431613 0.08811
 74   5.788876 0.00000 -10.430263 0.05940
 75   5.790226 0.00000 -10.428913 0.03988
 76   5.791576 0.00000 -10.427563 0.02110
 77   5.792926 0.00000 -10.426213 0.00933
 78   5.794276 0.00000 -10.424863 0.00132
 79   5.795626 0.00000 -10.423513 0.00000
 80   5.796976 0.00000 -10.422163 0.00000
 81   5.798326 0.00000 -10.420813 0.00000
 82   5.799676 0.00000 -10.419463 0.00000
 83   5.801026 0.00000 -10.418113 0.00000
 84   5.802376 0.00000 -10.416763 0.00000
 85   5.803726 0.00000 -10.415413 0.00000
 86   5.805076 0.00000 -10.414063 0.00000
 87   5.806426 0.00000 -10.412713 0.00000
 88   5.807776 0.00000 -10.411363 0.00000
 89   5.809126 0.00000 -10.410013 0.00000
 90   5.810476 0.00000 -10.408663 0.00000
 91   5.811826 0.00000 -10.407313 0.00000
 92   5.813176 0.00000 -10.405963 0.00000
 93   5.814526 0.00000 -10.404613 0.00000
 94   5.815876 0.00000 -10.403263 0.00000
 95   5.817226 0.00000 -10.401913 0.00000
 96   5.818576 0.00000 -10.400563 0.00000
 97   5.819926 0.00000 -10.399213 0.00000
 98   5.821276 0.00000 -10.397863 0.00000
 99   5.822626 0.00000 -10.396513 0.00000
100   5.823976 0.00000 -10.395163 0.00000
