  1 -13.497666 0.00000  -8.690538 0.00000
  2 -13.496316 0.00000  -8.689188 0.00000
  3 -13.494966 0.00000  -8.687838 0.00000
  4 -13.493616 0.00000  -8.686488 0.00000
  5 -13.492266 0.00000  -8.685138 0.00000
  6 -13.490916 0.00000  -8.683788 0.00000
  7 -13.489566 0.00000  -8.682438 0.00000
  8 -13.488216 0.00000  -8.681088 0.00000
  9 -13.486866 0.00000  -8.679738 0.00000
 10 -13.485516 0.00000  -8.678388 0.00000
 11 -13.484166 0.00000  -8.677038 0.00000
 12 -13.482816 0.00000  -8.675688 0.00000
 13 -13.481466 0.00000  -8.674338 0.00000
 14 -13.480116 0.00000  -8.672988 0.00000
 15 -13.478766 0.00000  -8.671638 0.00000
 16 -13.477416 0.00000  -8.670288 0.00000
 17 -13.476066 0.00000  -8.668938 0.00000
 18 -13.474716 0.00000  -8.667588 0.00000
 19 -13.473366 0.00000  -8.666238 0.00000
 20 -13.472016 0.00000  -8.664888 0.00000
 21 -13.470666 0.00000  -8.663538 0.00000
 22 -13.469316 0.00000  -8.662188 0.00000
 23 -13.467966 0.00000  -8.660838 0.00000
 24 -13.466616 0.00000  -8.659488 0.00000
 25 -13.465266 0.00000  -8.658138 0.00000
 26 -13.463916 0.00007  -8.656788 0.00000
 27 -13.462566 0.00049  -8.655438 0.00000
 28 -13.461216 0.00195  -8.654088 0.00000
 29 -13.459866 0.00276  -8.652738 0.00000
 30 -13.458516 0.00496  -8.651388 0.00000
 31 -13.457166 0.00977  -8.650038 0.00335
 32 -13.455816 0.02316  -8.648688 0.05323
 33 -13.454466 0.04998  -8.647338 0.15468
 34 -13.453116 0.09968  -8.645988 0.27235
 35 -13.451766 0.18989  -8.644638 0.41316
 36 -13.450416 0.29891  -8.643288 0.53202
 37 -13.449066 0.45206  -8.641938 0.62357
 38 -13.447716 0.57901  -8.640588 0.69257
 39 -13.446366 0.67752  -8.639238 0.75739
 40 -13.445016 0.74437  -8.637888 0.80293
 41 -13.443666 0.79347  -8.636538 0.84220
 42 -13.442316 0.84855  -8.635188 0.88071
 43 -13.440966 0.86988  -8.633838 0.90233
 44 -13.439616 0.91971  -8.632488 0.93964
 45 -13.438266 0.93348  -8.631138 0.95548
 46 -13.436916 0.96292  -8.629788 0.97154
 47 -13.435566 0.98270  -8.628438 0.97809
 48 -13.434216 0.98610  -8.627088 0.98672
 49 -13.432866 0.99668  -8.625738 0.99464
 50 -13.431516 1.00000  -8.624388 0.98967
 51 -13.430166 0.99545  -8.623038 1.00000
 52 -13.428816 0.98776  -8.621688 0.99166
 53 -13.427466 0.97139  -8.620338 0.99310
 54 -13.426116 0.96385  -8.618988 0.98207
 55 -13.424766 0.94467  -8.617638 0.97304
 56 -13.423416 0.91656  -8.616288 0.96530
 57 -13.422066 0.89907  -8.614938 0.95159
 58 -13.420716 0.84467  -8.613588 0.92080
 59 -13.419366 0.80849  -8.612238 0.90426
 60 -13.418016 0.75700  -8.610888 0.86791
 61 -13.416666 0.68624  -8.609538 0.83312
 62 -13.415316 0.61120  -8.608188 0.78627
 63 -13.413966 0.53130  -8.606838 0.74269
 64 -13.412616 0.42407  -8.605488 0.67700
 65 -13.411266 0.28476  -8.604138 0.59703
 66 -13.409916 0.15618  -8.602788 0.50458
 67 -13.408566 0.05262  -8.601438 0.35760
 68 -13.407216 0.00313  -8.600088 0.23353
 69 -13.405866 0.00000  -8.598738 0.11382
 70 -13.404516 0.00000  -8.597388 0.03941
 71 -13.403166 0.00000  -8.596038 0.00661
 72 -13.401816 0.00000  -8.594688 0.00193
 73 -13.400466 0.00000  -8.593338 0.00054
 74 -13.399116 0.00000  -8.591988 0.00000
 75 -13.397766 0.00000  -8.590638 0.00000
 76 -13.396416 0.00000  -8.589288 0.00000
 77 -13.395066 0.00000  -8.587938 0.00000
 78 -13.393716 0.00000  -8.586588 0.00000
 79 -13.392366 0.00000  -8.585238 0.00000
 80 -13.391016 0.00000  -8.583888 0.00000
 81 -13.389666 0.00000  -8.582538 0.00000
 82 -13.388316 0.00000  -8.581188 0.00000
 83 -13.386966 0.00000  -8.579838 0.00000
 84 -13.385616 0.00000  -8.578488 0.00000
 85 -13.384266 0.00000  -8.577138 0.00000
 86 -13.382916 0.00000  -8.575788 0.00000
 87 -13.381566 0.00000  -8.574438 0.00000
 88 -13.380216 0.00000  -8.573088 0.00000
 89 -13.378866 0.00000  -8.571738 0.00000
 90 -13.377516 0.00000  -8.570388 0.00000
 91 -13.376166 0.00000  -8.569038 0.00000
 92 -13.374816 0.00000  -8.567688 0.00000
 93 -13.373466 0.00000  -8.566338 0.00000
 94 -13.372116 0.00000  -8.564988 0.00000
 95 -13.370766 0.00000  -8.563638 0.00000
 96 -13.369416 0.00000  -8.562288 0.00000
 97 -13.368066 0.00000  -8.560938 0.00000
 98 -13.366716 0.00000  -8.559588 0.00000
 99 -13.365366 0.00000  -8.558238 0.00000
100 -13.364016 0.00000  -8.556888 0.00000
