  1 -12.040028 0.00000   1.632829 0.00000
  2 -12.038678 0.00000   1.634179 0.00000
  3 -12.037328 0.00000   1.635529 0.00000
  4 -12.035978 0.00000   1.636879 0.00000
  5 -12.034628 0.00000   1.638229 0.00000
  6 -12.033278 0.00000   1.639579 0.00000
  7 -12.031928 0.00000   1.640929 0.00000
  8 -12.030578 0.00000   1.642279 0.00000
  9 -12.029228 0.00000   1.643629 0.00000
 10 -12.027878 0.00000   1.644979 0.00000
 11 -12.026528 0.00000   1.646329 0.00000
 12 -12.025178 0.00000   1.647679 0.00000
 13 -12.023828 0.00000   1.649029 0.00000
 14 -12.022478 0.00000   1.650379 0.00000
 15 -12.021128 0.00000   1.651729 0.00000
 16 -12.019778 0.00000   1.653079 0.00000
 17 -12.018428 0.00000   1.654429 0.00000
 18 -12.017078 0.00000   1.655779 0.00000
 19 -12.015728 0.00000   1.657129 0.00000
 20 -12.014378 0.00000   1.658479 0.00000
 21 -12.013028 0.00000   1.659829 0.00000
 22 -12.011678 0.00000   1.661179 0.00000
 23 -12.010328 0.00000   1.662529 0.00000
 24 -12.008978 0.00000   1.663879 0.00000
 25 -12.007628 0.00007   1.665229 0.00000
 26 -12.006278 0.00077   1.666579 0.00000
 27 -12.004928 0.00210   1.667929 0.00080
 28 -12.003578 0.00396   1.669279 0.01013
 29 -12.002228 0.00663   1.670629 0.04391
 30 -12.000878 0.01329   1.671979 0.09450
 31 -11.999528 0.02039   1.673329 0.15044
 32 -11.998178 0.03143   1.674679 0.23054
 33 -11.996828 0.06390   1.676029 0.32746
 34 -11.995478 0.14319   1.677379 0.44553
 35 -11.994128 0.23923   1.678729 0.54252
 36 -11.992778 0.36428   1.680079 0.64491
 37 -11.991428 0.47679   1.681429 0.71449
 38 -11.990078 0.59050   1.682779 0.76190
 39 -11.988728 0.68412   1.684129 0.83087
 40 -11.987378 0.74928   1.685479 0.85505
 41 -11.986028 0.79234   1.686829 0.88284
 42 -11.984678 0.85906   1.688179 0.91535
 43 -11.983328 0.88289   1.689529 0.94626
 44 -11.981978 0.92952   1.690879 0.95079
 45 -11.980628 0.93110   1.692229 0.97555
 46 -11.979278 0.96246   1.693579 0.97403
 47 -11.977928 0.98327   1.694929 0.98245
 48 -11.976578 0.98634   1.696279 0.99453
 49 -11.975228 0.99535   1.697629 0.99666
 50 -11.973878 0.99899   1.698979 1.00000
 51 -11.972528 1.00000   1.700329 0.98363
 52 -11.971178 0.99324   1.701679 0.98537
 53 -11.969828 0.98300   1.703029 0.96718
 54 -11.968478 0.97312   1.704379 0.95971
 55 -11.967128 0.94315   1.705729 0.93649
 56 -11.965778 0.92437   1.707079 0.91557
 57 -11.964428 0.88557   1.708429 0.88461
 58 -11.963078 0.84604   1.709779 0.84611
 59 -11.961728 0.80509   1.711129 0.81743
 60 -11.960378 0.75792   1.712479 0.76516
 61 -11.959028 0.69679   1.713829 0.70593
 62 -11.957678 0.62653   1.715179 0.63235
 63 -11.956328 0.52502   1.716529 0.54346
 64 -11.954978 0.41118   1.717879 0.44851
 65 -11.953628 0.29259   1.719229 0.35791
 66 -11.952278 0.18605   1.720579 0.25126
 67 -11.950928 0.09634   1.721929 0.15853
 68 -11.949578 0.04242   1.723279 0.08200
 69 -11.948228 0.00668   1.724629 0.03340
 70 -11.946878 0.00000   1.725979 0.00654
 71 -11.945528 0.00000   1.727329 0.00055
 72 -11.944178 0.00000   1.728679 0.00000
 73 -11.942828 0.00000   1.730029 0.00000
 74 -11.941478 0.00000   1.731379 0.00000
 75 -11.940128 0.00000   1.732729 0.00000
 76 -11.938778 0.00000   1.734079 0.00000
 77 -11.937428 0.00000   1.735429 0.00000
 78 -11.936078 0.00000   1.736779 0.00000
 79 -11.934728 0.00000   1.738129 0.00000
 80 -11.933378 0.00000   1.739479 0.00000
 81 -11.932028 0.00000   1.740829 0.00000
 82 -11.930678 0.00000   1.742179 0.00000
 83 -11.929328 0.00000   1.743529 0.00000
 84 -11.927978 0.00000   1.744879 0.00000
 85 -11.926628 0.00000   1.746229 0.00000
 86 -11.925278 0.00000   1.747579 0.00000
 87 -11.923928 0.00000   1.748929 0.00000
 88 -11.922578 0.00000   1.750279 0.00000
 89 -11.921228 0.00000   1.751629 0.00000
 90 -11.919878 0.00000   1.752979 0.00000
 91 -11.918528 0.00000   1.754329 0.00000
 92 -11.917178 0.00000   1.755679 0.00000
 93 -11.915828 0.00000   1.757029 0.00000
 94 -11.914478 0.00000   1.758379 0.00000
 95 -11.913128 0.00000   1.759729 0.00000
 96 -11.911778 0.00000   1.761079 0.00000
 97 -11.910428 0.00000   1.762429 0.00000
 98 -11.909078 0.00000   1.763779 0.00000
 99 -11.907728 0.00000   1.765129 0.00000
100 -11.906378 0.00000   1.766479 0.00000
