  1 -11.061348 0.00000  -8.567940 0.00000
  2 -11.059998 0.00000  -8.566590 0.00000
  3 -11.058648 0.00000  -8.565240 0.00000
  4 -11.057298 0.00000  -8.563890 0.00000
  5 -11.055948 0.00000  -8.562540 0.00000
  6 -11.054598 0.00000  -8.561190 0.00000
  7 -11.053248 0.00000  -8.559840 0.00000
  8 -11.051898 0.00000  -8.558490 0.00000
  9 -11.050548 0.00000  -8.557140 0.00000
 10 -11.049198 0.00000  -8.555790 0.00000
 11 -11.047848 0.00000  -8.554440 0.00000
 12 -11.046498 0.00000  -8.553090 0.00000
 13 -11.045148 0.00000  -8.551740 0.00000
 14 -11.043798 0.00000  -8.550390 0.00000
 15 -11.042448 0.00000  -8.549040 0.00000
 16 -11.041098 0.00000  -8.547690 0.00000
 17 -11.039748 0.00000  -8.546340 0.00000
 18 -11.038398 0.00000  -8.544990 0.00000
 19 -11.037048 0.00000  -8.543640 0.00000
 20 -11.035698 0.00000  -8.542290 0.00000
 21 -11.034348 0.00000  -8.540940 0.00000
 22 -11.032998 0.00000  -8.539590 0.00000
 23 -11.031648 0.00000  -8.538240 0.00000
 24 -11.030298 0.00000  -8.536890 0.00000
 25 -11.028948 0.00000  -8.535540 0.00000
 26 -11.027598 0.00000  -8.534190 0.00000
 27 -11.026248 0.00000  -8.532840 0.00000
 28 -11.024898 0.00027  -8.531490 0.00014
 29 -11.023548 0.00131  -8.530140 0.00517
 30 -11.022198 0.00325  -8.528790 0.01485
 31 -11.020848 0.00664  -8.527440 0.03392
 32 -11.019498 0.01913  -8.526090 0.07411
 33 -11.018148 0.04601  -8.524740 0.18086
 34 -11.016798 0.10170  -8.523390 0.30904
 35 -11.015448 0.21588  -8.522040 0.42577
 36 -11.014098 0.38073  -8.520690 0.53418
 37 -11.012748 0.52769  -8.519340 0.62552
 38 -11.011398 0.63193  -8.517990 0.69691
 39 -11.010048 0.70378  -8.516640 0.75122
 40 -11.008698 0.77181  -8.515290 0.80220
 41 -11.007348 0.81142  -8.513940 0.84459
 42 -11.005998 0.85109  -8.512590 0.87955
 43 -11.004648 0.90266  -8.511240 0.90516
 44 -11.003298 0.91835  -8.509890 0.93273
 45 -11.001948 0.94783  -8.508540 0.95433
 46 -11.000598 0.96368  -8.507190 0.96574
 47 -10.999248 0.97032  -8.505840 0.97472
 48 -10.997898 0.98714  -8.504490 0.97622
 49 -10.996548 0.99074  -8.503140 0.99271
 50 -10.995198 1.00000  -8.501790 1.00000
 51 -10.993848 0.99381  -8.500440 0.99028
 52 -10.992498 0.98712  -8.499090 0.99661
 53 -10.991148 0.97528  -8.497740 0.99271
 54 -10.989798 0.96804  -8.496390 0.97379
 55 -10.988448 0.94664  -8.495040 0.96865
 56 -10.987098 0.92613  -8.493690 0.95405
 57 -10.985748 0.88394  -8.492340 0.93614
 58 -10.984398 0.85827  -8.490990 0.89777
 59 -10.983048 0.81722  -8.489640 0.89472
 60 -10.981698 0.75620  -8.488290 0.85261
 61 -10.980348 0.69352  -8.486940 0.81906
 62 -10.978998 0.61576  -8.485590 0.77232
 63 -10.977648 0.53336  -8.484240 0.71920
 64 -10.976298 0.43295  -8.482890 0.64639
 65 -10.974948 0.30120  -8.481540 0.57002
 66 -10.973598 0.14134  -8.480190 0.47460
 67 -10.972248 0.02824  -8.478840 0.35045
 68 -10.970898 0.00057  -8.477490 0.20461
 69 -10.969548 0.00000  -8.476140 0.10359
 70 -10.968198 0.00000  -8.474790 0.04733
 71 -10.966848 0.00000  -8.473440 0.01310
 72 -10.965498 0.00000  -8.472090 0.00014
 73 -10.964148 0.00000  -8.470740 0.00000
 74 -10.962798 0.00000  -8.469390 0.00000
 75 -10.961448 0.00000  -8.468040 0.00000
 76 -10.960098 0.00000  -8.466690 0.00000
 77 -10.958748 0.00000  -8.465340 0.00000
 78 -10.957398 0.00000  -8.463990 0.00000
 79 -10.956048 0.00000  -8.462640 0.00000
 80 -10.954698 0.00000  -8.461290 0.00000
 81 -10.953348 0.00000  -8.459940 0.00000
 82 -10.951998 0.00000  -8.458590 0.00000
 83 -10.950648 0.00000  -8.457240 0.00000
 84 -10.949298 0.00000  -8.455890 0.00000
 85 -10.947948 0.00000  -8.454540 0.00000
 86 -10.946598 0.00000  -8.453190 0.00000
 87 -10.945248 0.00000  -8.451840 0.00000
 88 -10.943898 0.00000  -8.450490 0.00000
 89 -10.942548 0.00000  -8.449140 0.00000
 90 -10.941198 0.00000  -8.447790 0.00000
 91 -10.939848 0.00000  -8.446440 0.00000
 92 -10.938498 0.00000  -8.445090 0.00000
 93 -10.937148 0.00000  -8.443740 0.00000
 94 -10.935798 0.00000  -8.442390 0.00000
 95 -10.934448 0.00000  -8.441040 0.00000
 96 -10.933098 0.00000  -8.439690 0.00000
 97 -10.931748 0.00000  -8.438340 0.00000
 98 -10.930398 0.00000  -8.436990 0.00000
 99 -10.929048 0.00000  -8.435640 0.00000
100 -10.927698 0.00000  -8.434290 0.00000
