  1 -12.526127 0.00000  -3.262322 0.00000
  2 -12.524777 0.00000  -3.260972 0.00000
  3 -12.523427 0.00000  -3.259622 0.00000
  4 -12.522077 0.00000  -3.258272 0.00000
  5 -12.520727 0.00000  -3.256922 0.00000
  6 -12.519377 0.00000  -3.255572 0.00000
  7 -12.518027 0.00000  -3.254222 0.00000
  8 -12.516677 0.00000  -3.252872 0.00000
  9 -12.515327 0.00000  -3.251522 0.00000
 10 -12.513977 0.00000  -3.250172 0.00000
 11 -12.512627 0.00000  -3.248822 0.00000
 12 -12.511277 0.00000  -3.247472 0.00000
 13 -12.509927 0.00000  -3.246122 0.00000
 14 -12.508577 0.00000  -3.244772 0.00000
 15 -12.507227 0.00000  -3.243422 0.00000
 16 -12.505877 0.00000  -3.242072 0.00000
 17 -12.504527 0.00000  -3.240722 0.00000
 18 -12.503177 0.00000  -3.239372 0.00000
 19 -12.501827 0.00000  -3.238022 0.00000
 20 -12.500477 0.00000  -3.236672 0.00000
 21 -12.499127 0.00000  -3.235322 0.00000
 22 -12.497777 0.00000  -3.233972 0.00000
 23 -12.496427 0.00000  -3.232622 0.00000
 24 -12.495077 0.00000  -3.231272 0.00000
 25 -12.493727 0.00017  -3.229922 0.00000
 26 -12.492377 0.00077  -3.228572 0.00000
 27 -12.491027 0.00232  -3.227222 0.00000
 28 -12.489677 0.00428  -3.225872 0.00000
 29 -12.488327 0.00603  -3.224522 0.00047
 30 -12.486977 0.01155  -3.223172 0.01795
 31 -12.485627 0.01454  -3.221822 0.07669
 32 -12.484277 0.02504  -3.220472 0.15608
 33 -12.482927 0.04289  -3.219122 0.25334
 34 -12.481577 0.10404  -3.217772 0.38671
 35 -12.480227 0.22127  -3.216422 0.49628
 36 -12.478877 0.35821  -3.215072 0.60153
 37 -12.477527 0.50146  -3.213722 0.68162
 38 -12.476177 0.61588  -3.212372 0.73911
 39 -12.474827 0.70033  -3.211022 0.79175
 40 -12.473477 0.75744  -3.209672 0.82770
 41 -12.472127 0.81376  -3.208322 0.86830
 42 -12.470777 0.85267  -3.206972 0.90461
 43 -12.469427 0.89171  -3.205622 0.91780
 44 -12.468077 0.92267  -3.204272 0.95341
 45 -12.466727 0.95478  -3.202922 0.95960
 46 -12.465377 0.96937  -3.201572 0.96904
 47 -12.464027 0.98712  -3.200222 0.97810
 48 -12.462677 1.00000  -3.198872 0.98888
 49 -12.461327 0.99961  -3.197522 0.99696
 50 -12.459977 0.99414  -3.196172 1.00000
 51 -12.458627 0.99617  -3.194822 0.99072
 52 -12.457277 0.99958  -3.193472 0.98883
 53 -12.455927 0.98168  -3.192122 0.97693
 54 -12.454577 0.97124  -3.190772 0.96960
 55 -12.453227 0.95184  -3.189422 0.95990
 56 -12.451877 0.91928  -3.188072 0.93744
 57 -12.450527 0.89725  -3.186722 0.91456
 58 -12.449177 0.84889  -3.185372 0.89798
 59 -12.447827 0.81480  -3.184022 0.85392
 60 -12.446477 0.76239  -3.182672 0.81956
 61 -12.445127 0.69071  -3.181322 0.76377
 62 -12.443777 0.61232  -3.179972 0.71139
 63 -12.442427 0.52628  -3.178622 0.64679
 64 -12.441077 0.41179  -3.177272 0.55700
 65 -12.439727 0.26370  -3.175922 0.44818
 66 -12.438377 0.14621  -3.174572 0.33638
 67 -12.437027 0.06215  -3.173222 0.22920
 68 -12.435677 0.01832  -3.171872 0.12072
 69 -12.434327 0.00089  -3.170522 0.05108
 70 -12.432977 0.00000  -3.169172 0.01388
 71 -12.431627 0.00000  -3.167822 0.00371
 72 -12.430277 0.00000  -3.166472 0.00159
 73 -12.428927 0.00000  -3.165122 0.00006
 74 -12.427577 0.00000  -3.163772 0.00000
 75 -12.426227 0.00000  -3.162422 0.00000
 76 -12.424877 0.00000  -3.161072 0.00000
 77 -12.423527 0.00000  -3.159722 0.00000
 78 -12.422177 0.00000  -3.158372 0.00000
 79 -12.420827 0.00000  -3.157022 0.00000
 80 -12.419477 0.00000  -3.155672 0.00000
 81 -12.418127 0.00000  -3.154322 0.00000
 82 -12.416777 0.00000  -3.152972 0.00000
 83 -12.415427 0.00000  -3.151622 0.00000
 84 -12.414077 0.00000  -3.150272 0.00000
 85 -12.412727 0.00000  -3.148922 0.00000
 86 -12.411377 0.00000  -3.147572 0.00000
 87 -12.410027 0.00000  -3.146222 0.00000
 88 -12.408677 0.00000  -3.144872 0.00000
 89 -12.407327 0.00000  -3.143522 0.00000
 90 -12.405977 0.00000  -3.142172 0.00000
 91 -12.404627 0.00000  -3.140822 0.00000
 92 -12.403277 0.00000  -3.139472 0.00000
 93 -12.401927 0.00000  -3.138122 0.00000
 94 -12.400577 0.00000  -3.136772 0.00000
 95 -12.399227 0.00000  -3.135422 0.00000
 96 -12.397877 0.00000  -3.134072 0.00000
 97 -12.396527 0.00000  -3.132722 0.00000
 98 -12.395177 0.00000  -3.131372 0.00000
 99 -12.393827 0.00000  -3.130022 0.00000
100 -12.392477 0.00000  -3.128672 0.00000
