  1  10.851875 0.00000  13.474699 0.00000
  2  10.853225 0.00000  13.476049 0.00000
  3  10.854575 0.00000  13.477399 0.00000
  4  10.855925 0.00000  13.478749 0.00000
  5  10.857275 0.00000  13.480099 0.00000
  6  10.858625 0.00000  13.481449 0.00000
  7  10.859975 0.00000  13.482799 0.00000
  8  10.861325 0.00000  13.484149 0.00000
  9  10.862675 0.00000  13.485499 0.00000
 10  10.864025 0.00000  13.486849 0.00000
 11  10.865375 0.00000  13.488199 0.00000
 12  10.866725 0.00000  13.489549 0.00000
 13  10.868075 0.00000  13.490899 0.00000
 14  10.869425 0.00000  13.492249 0.00000
 15  10.870775 0.00000  13.493599 0.00000
 16  10.872125 0.00000  13.494949 0.00000
 17  10.873475 0.00000  13.496299 0.00000
 18  10.874825 0.00000  13.497649 0.00000
 19  10.876175 0.00000  13.498999 0.00000
 20  10.877525 0.00000  13.500349 0.00000
 21  10.878875 0.00000  13.501699 0.00006
 22  10.880225 0.00000  13.503049 0.00220
 23  10.881575 0.00000  13.504399 0.00753
 24  10.882925 0.00000  13.505749 0.01766
 25  10.884275 0.00000  13.507099 0.02812
 26  10.885625 0.00000  13.508449 0.04058
 27  10.886975 0.00003  13.509799 0.06429
 28  10.888325 0.00222  13.511149 0.11018
 29  10.889675 0.01852  13.512499 0.18878
 30  10.891025 0.07276  13.513849 0.26616
 31  10.892375 0.14801  13.515199 0.35140
 32  10.893725 0.23971  13.516549 0.42453
 33  10.895075 0.33839  13.517899 0.50813
 34  10.896425 0.44803  13.519249 0.60503
 35  10.897775 0.52949  13.520599 0.68721
 36  10.899125 0.60491  13.521949 0.75448
 37  10.900475 0.67173  13.523299 0.81624
 38  10.901825 0.73321  13.524649 0.85995
 39  10.903175 0.77976  13.525999 0.89096
 40  10.904525 0.82808  13.527349 0.91442
 41  10.905875 0.86474  13.528699 0.94377
 42  10.907225 0.88912  13.530049 0.96653
 43  10.908575 0.91691  13.531399 0.97330
 44  10.909925 0.93943  13.532749 0.98466
 45  10.911275 0.96174  13.534099 0.99255
 46  10.912625 0.96496  13.535449 1.00000
 47  10.913975 0.97609  13.536799 0.99197
 48  10.915325 1.00000  13.538149 0.98943
 49  10.916675 0.99879  13.539499 0.99609
 50  10.918025 0.98805  13.540849 0.97526
 51  10.919375 0.99852  13.542199 0.97054
 52  10.920725 0.99133  13.543549 0.95141
 53  10.922075 0.98893  13.544899 0.93359
 54  10.923425 0.96727  13.546249 0.90530
 55  10.924775 0.96378  13.547599 0.87598
 56  10.926125 0.94709  13.548949 0.83724
 57  10.927475 0.92161  13.550299 0.79270
 58  10.928825 0.90851  13.551649 0.73964
 59  10.930175 0.87859  13.552999 0.68104
 60  10.931525 0.84143  13.554349 0.60333
 61  10.932875 0.80734  13.555699 0.51390
 62  10.934225 0.75872  13.557049 0.41402
 63  10.935575 0.71812  13.558399 0.31751
 64  10.936925 0.64974  13.559749 0.24669
 65  10.938275 0.56011  13.561099 0.18435
 66  10.939625 0.45687  13.562449 0.12002
 67  10.940975 0.33301  13.563799 0.06993
 68  10.942325 0.22820  13.565149 0.02867
 69  10.943675 0.14683  13.566499 0.00435
 70  10.945025 0.09126  13.567849 0.00000
 71  10.946375 0.06081  13.569199 0.00000
 72  10.947725 0.04137  13.570549 0.00000
 73  10.949075 0.02415  13.571899 0.00000
 74  10.950425 0.01240  13.573249 0.00000
 75  10.951775 0.00541  13.574599 0.00000
 76  10.953125 0.00115  13.575949 0.00000
 77  10.954475 0.00003  13.577299 0.00000
 78  10.955825 0.00000  13.578649 0.00000
 79  10.957175 0.00000  13.579999 0.00000
 80  10.958525 0.00000  13.581349 0.00000
 81  10.959875 0.00000  13.582699 0.00000
 82  10.961225 0.00000  13.584049 0.00000
 83  10.962575 0.00000  13.585399 0.00000
 84  10.963925 0.00000  13.586749 0.00000
 85  10.965275 0.00000  13.588099 0.00000
 86  10.966625 0.00000  13.589449 0.00000
 87  10.967975 0.00000  13.590799 0.00000
 88  10.969325 0.00000  13.592149 0.00000
 89  10.970675 0.00000  13.593499 0.00000
 90  10.972025 0.00000  13.594849 0.00000
 91  10.973375 0.00000  13.596199 0.00000
 92  10.974725 0.00000  13.597549 0.00000
 93  10.976075 0.00000  13.598899 0.00000
 94  10.977425 0.00000  13.600249 0.00000
 95  10.978775 0.00000  13.601599 0.00000
 96  10.980125 0.00000  13.602949 0.00000
 97  10.981475 0.00000  13.604299 0.00000
 98  10.982825 0.00000  13.605649 0.00000
 99  10.984175 0.00000  13.606999 0.00000
100  10.985525 0.00000  13.608349 0.00000
