  1 -12.536308 0.00000  10.293261 0.00000
  2 -12.534958 0.00000  10.294611 0.00000
  3 -12.533608 0.00000  10.295961 0.00000
  4 -12.532258 0.00000  10.297311 0.00000
  5 -12.530908 0.00000  10.298661 0.00000
  6 -12.529558 0.00000  10.300011 0.00000
  7 -12.528208 0.00000  10.301361 0.00000
  8 -12.526858 0.00000  10.302711 0.00000
  9 -12.525508 0.00000  10.304061 0.00000
 10 -12.524158 0.00000  10.305411 0.00000
 11 -12.522808 0.00000  10.306761 0.00000
 12 -12.521458 0.00000  10.308111 0.00000
 13 -12.520108 0.00000  10.309461 0.00000
 14 -12.518758 0.00000  10.310811 0.00000
 15 -12.517408 0.00000  10.312161 0.00000
 16 -12.516058 0.00000  10.313511 0.00000
 17 -12.514708 0.00000  10.314861 0.00000
 18 -12.513358 0.00000  10.316211 0.00000
 19 -12.512008 0.00000  10.317561 0.00000
 20 -12.510658 0.00000  10.318911 0.00000
 21 -12.509308 0.00000  10.320261 0.00000
 22 -12.507958 0.00000  10.321611 0.00000
 23 -12.506608 0.00000  10.322961 0.00000
 24 -12.505258 0.00000  10.324311 0.00000
 25 -12.503908 0.00000  10.325661 0.00025
 26 -12.502558 0.00000  10.327011 0.01570
 27 -12.501208 0.00000  10.328361 0.04811
 28 -12.499858 0.00000  10.329711 0.09783
 29 -12.498508 0.00010  10.331061 0.17076
 30 -12.497158 0.00324  10.332411 0.24064
 31 -12.495808 0.00950  10.333761 0.31820
 32 -12.494458 0.02358  10.335111 0.40577
 33 -12.493108 0.04616  10.336461 0.50222
 34 -12.491758 0.07605  10.337811 0.59356
 35 -12.490408 0.17604  10.339161 0.66372
 36 -12.489058 0.29443  10.340511 0.73928
 37 -12.487708 0.40489  10.341861 0.79014
 38 -12.486358 0.51496  10.343211 0.84163
 39 -12.485008 0.62125  10.344561 0.88437
 40 -12.483658 0.69455  10.345911 0.92291
 41 -12.482308 0.76015  10.347261 0.93755
 42 -12.480958 0.82472  10.348611 0.96231
 43 -12.479608 0.86107  10.349961 0.97064
 44 -12.478258 0.89440  10.351311 0.97956
 45 -12.476908 0.92166  10.352661 0.98109
 46 -12.475558 0.94289  10.354011 0.99542
 47 -12.474208 0.96309  10.355361 1.00000
 48 -12.472858 0.98321  10.356711 0.99645
 49 -12.471508 0.98537  10.358061 0.98780
 50 -12.470158 0.98466  10.359411 0.98777
 51 -12.468808 1.00000  10.360761 0.96265
 52 -12.467458 0.98680  10.362111 0.96359
 53 -12.466108 0.97853  10.363461 0.94748
 54 -12.464758 0.97087  10.364811 0.91512
 55 -12.463408 0.95555  10.366161 0.88800
 56 -12.462058 0.93239  10.367511 0.87452
 57 -12.460708 0.91435  10.368861 0.81432
 58 -12.459358 0.87788  10.370211 0.76366
 59 -12.458008 0.82696  10.371561 0.70695
 60 -12.456658 0.78052  10.372911 0.62196
 61 -12.455308 0.72523  10.374261 0.53691
 62 -12.453958 0.66059  10.375611 0.44013
 63 -12.452608 0.56605  10.376961 0.35372
 64 -12.451258 0.46074  10.378311 0.26868
 65 -12.449908 0.32535  10.379661 0.19533
 66 -12.448558 0.21776  10.381011 0.12717
 67 -12.447208 0.13623  10.382361 0.07881
 68 -12.445858 0.06420  10.383711 0.04060
 69 -12.444508 0.01551  10.385061 0.01478
 70 -12.443158 0.00000  10.386411 0.00097
 71 -12.441808 0.00000  10.387761 0.00000
 72 -12.440458 0.00000  10.389111 0.00000
 73 -12.439108 0.00000  10.390461 0.00000
 74 -12.437758 0.00000  10.391811 0.00000
 75 -12.436408 0.00000  10.393161 0.00000
 76 -12.435058 0.00000  10.394511 0.00000
 77 -12.433708 0.00000  10.395861 0.00000
 78 -12.432358 0.00000  10.397211 0.00000
 79 -12.431008 0.00000  10.398561 0.00000
 80 -12.429658 0.00000  10.399911 0.00000
 81 -12.428308 0.00000  10.401261 0.00000
 82 -12.426958 0.00000  10.402611 0.00000
 83 -12.425608 0.00000  10.403961 0.00000
 84 -12.424258 0.00000  10.405311 0.00000
 85 -12.422908 0.00000  10.406661 0.00000
 86 -12.421558 0.00000  10.408011 0.00000
 87 -12.420208 0.00000  10.409361 0.00000
 88 -12.418858 0.00000  10.410711 0.00000
 89 -12.417508 0.00000  10.412061 0.00000
 90 -12.416158 0.00000  10.413411 0.00000
 91 -12.414808 0.00000  10.414761 0.00000
 92 -12.413458 0.00000  10.416111 0.00000
 93 -12.412108 0.00000  10.417461 0.00000
 94 -12.410758 0.00000  10.418811 0.00000
 95 -12.409408 0.00000  10.420161 0.00000
 96 -12.408058 0.00000  10.421511 0.00000
 97 -12.406708 0.00000  10.422861 0.00000
 98 -12.405358 0.00000  10.424211 0.00000
 99 -12.404008 0.00000  10.425561 0.00000
100 -12.402658 0.00000  10.426911 0.00000
