  1 -11.550856 0.00000   0.651548 0.00000
  2 -11.549506 0.00000   0.652898 0.00000
  3 -11.548156 0.00000   0.654248 0.00000
  4 -11.546806 0.00000   0.655598 0.00000
  5 -11.545456 0.00000   0.656948 0.00000
  6 -11.544106 0.00000   0.658298 0.00000
  7 -11.542756 0.00000   0.659648 0.00000
  8 -11.541406 0.00000   0.660998 0.00000
  9 -11.540056 0.00000   0.662348 0.00000
 10 -11.538706 0.00000   0.663698 0.00000
 11 -11.537356 0.00000   0.665048 0.00000
 12 -11.536006 0.00000   0.666398 0.00000
 13 -11.534656 0.00000   0.667748 0.00000
 14 -11.533306 0.00000   0.669098 0.00000
 15 -11.531956 0.00000   0.670448 0.00000
 16 -11.530606 0.00000   0.671798 0.00000
 17 -11.529256 0.00000   0.673148 0.00000
 18 -11.527906 0.00000   0.674498 0.00000
 19 -11.526556 0.00000   0.675848 0.00000
 20 -11.525206 0.00000   0.677198 0.00000
 21 -11.523856 0.00000   0.678548 0.00000
 22 -11.522506 0.00000   0.679898 0.00000
 23 -11.521156 0.00000   0.681248 0.00000
 24 -11.519806 0.00000   0.682598 0.00000
 25 -11.518456 0.00005   0.683948 0.00000
 26 -11.517106 0.00070   0.685298 0.00000
 27 -11.515756 0.00196   0.686648 0.00000
 28 -11.514406 0.00405   0.687998 0.00105
 29 -11.513056 0.00703   0.689348 0.01795
 30 -11.511706 0.01120   0.690698 0.06328
 31 -11.510356 0.02049   0.692048 0.13022
 32 -11.509006 0.03151   0.693398 0.20618
 33 -11.507656 0.06779   0.694748 0.32027
 34 -11.506306 0.14799   0.696098 0.43627
 35 -11.504956 0.24933   0.697448 0.54906
 36 -11.503606 0.37267   0.698798 0.63076
 37 -11.502256 0.49119   0.700148 0.70261
 38 -11.500906 0.59985   0.701498 0.76699
 39 -11.499556 0.68313   0.702848 0.80578
 40 -11.498206 0.75775   0.704198 0.84654
 41 -11.496856 0.81568   0.705548 0.88549
 42 -11.495506 0.85446   0.706898 0.91116
 43 -11.494156 0.88679   0.708248 0.93959
 44 -11.492806 0.92193   0.709598 0.95569
 45 -11.491456 0.94448   0.710948 0.97053
 46 -11.490106 0.96568   0.712298 0.97367
 47 -11.488756 0.98162   0.713648 0.97334
 48 -11.487406 0.98508   0.714998 0.99319
 49 -11.486056 0.99759   0.716348 0.99203
 50 -11.484706 1.00000   0.717698 1.00000
 51 -11.483356 0.99183   0.719048 0.99934
 52 -11.482006 0.98786   0.720398 0.97987
 53 -11.480656 0.98820   0.721748 0.97350
 54 -11.479306 0.96494   0.723098 0.96981
 55 -11.477956 0.94813   0.724448 0.94020
 56 -11.476606 0.92196   0.725798 0.91163
 57 -11.475256 0.88662   0.727148 0.88323
 58 -11.473906 0.85583   0.728498 0.85434
 59 -11.472556 0.80413   0.729848 0.82434
 60 -11.471206 0.75631   0.731198 0.78345
 61 -11.469856 0.70096   0.732548 0.73319
 62 -11.468506 0.61559   0.733898 0.65670
 63 -11.467156 0.53052   0.735248 0.56853
 64 -11.465806 0.41081   0.736598 0.47308
 65 -11.464456 0.29047   0.737948 0.36483
 66 -11.463106 0.18715   0.739298 0.26485
 67 -11.461756 0.09488   0.740648 0.15539
 68 -11.460406 0.04142   0.741998 0.07728
 69 -11.459056 0.00670   0.743348 0.02859
 70 -11.457706 0.00000   0.744698 0.00527
 71 -11.456356 0.00000   0.746048 0.00063
 72 -11.455006 0.00000   0.747398 0.00000
 73 -11.453656 0.00000   0.748748 0.00000
 74 -11.452306 0.00000   0.750098 0.00000
 75 -11.450956 0.00000   0.751448 0.00000
 76 -11.449606 0.00000   0.752798 0.00000
 77 -11.448256 0.00000   0.754148 0.00000
 78 -11.446906 0.00000   0.755498 0.00000
 79 -11.445556 0.00000   0.756848 0.00000
 80 -11.444206 0.00000   0.758198 0.00000
 81 -11.442856 0.00000   0.759548 0.00000
 82 -11.441506 0.00000   0.760898 0.00000
 83 -11.440156 0.00000   0.762248 0.00000
 84 -11.438806 0.00000   0.763598 0.00000
 85 -11.437456 0.00000   0.764948 0.00000
 86 -11.436106 0.00000   0.766298 0.00000
 87 -11.434756 0.00000   0.767648 0.00000
 88 -11.433406 0.00000   0.768998 0.00000
 89 -11.432056 0.00000   0.770348 0.00000
 90 -11.430706 0.00000   0.771698 0.00000
 91 -11.429356 0.00000   0.773048 0.00000
 92 -11.428006 0.00000   0.774398 0.00000
 93 -11.426656 0.00000   0.775748 0.00000
 94 -11.425306 0.00000   0.777098 0.00000
 95 -11.423956 0.00000   0.778448 0.00000
 96 -11.422606 0.00000   0.779798 0.00000
 97 -11.421256 0.00000   0.781148 0.00000
 98 -11.419906 0.00000   0.782498 0.00000
 99 -11.418556 0.00000   0.783848 0.00000
100 -11.417206 0.00000   0.785198 0.00000
