  1 -11.060227 0.00000  -5.937973 0.00000
  2 -11.058877 0.00000  -5.936623 0.00000
  3 -11.057527 0.00000  -5.935273 0.00000
  4 -11.056177 0.00000  -5.933923 0.00000
  5 -11.054827 0.00000  -5.932573 0.00000
  6 -11.053477 0.00000  -5.931223 0.00000
  7 -11.052127 0.00000  -5.929873 0.00000
  8 -11.050777 0.00000  -5.928523 0.00000
  9 -11.049427 0.00000  -5.927173 0.00000
 10 -11.048077 0.00000  -5.925823 0.00000
 11 -11.046727 0.00000  -5.924473 0.00000
 12 -11.045377 0.00000  -5.923123 0.00000
 13 -11.044027 0.00000  -5.921773 0.00000
 14 -11.042677 0.00000  -5.920423 0.00000
 15 -11.041327 0.00000  -5.919073 0.00000
 16 -11.039977 0.00000  -5.917723 0.00000
 17 -11.038627 0.00000  -5.916373 0.00000
 18 -11.037277 0.00000  -5.915023 0.00000
 19 -11.035927 0.00000  -5.913673 0.00000
 20 -11.034577 0.00000  -5.912323 0.00000
 21 -11.033227 0.00000  -5.910973 0.00000
 22 -11.031877 0.00000  -5.909623 0.00000
 23 -11.030527 0.00000  -5.908273 0.00000
 24 -11.029177 0.00000  -5.906923 0.00000
 25 -11.027827 0.00000  -5.905573 0.00000
 26 -11.026477 0.00002  -5.904223 0.00000
 27 -11.025127 0.00052  -5.902873 0.00000
 28 -11.023777 0.00161  -5.901523 0.00000
 29 -11.022427 0.00317  -5.900173 0.00048
 30 -11.021077 0.00663  -5.898823 0.00554
 31 -11.019727 0.01091  -5.897473 0.01863
 32 -11.018377 0.01794  -5.896123 0.06555
 33 -11.017027 0.03472  -5.894773 0.19698
 34 -11.015677 0.08839  -5.893423 0.36078
 35 -11.014327 0.23247  -5.892073 0.49830
 36 -11.012977 0.40623  -5.890723 0.59317
 37 -11.011627 0.53206  -5.889373 0.66210
 38 -11.010277 0.62935  -5.888023 0.72936
 39 -11.008927 0.70200  -5.886673 0.78149
 40 -11.007577 0.76772  -5.885323 0.83271
 41 -11.006227 0.81335  -5.883973 0.86432
 42 -11.004877 0.86279  -5.882623 0.89786
 43 -11.003527 0.89276  -5.881273 0.92049
 44 -11.002177 0.92099  -5.879923 0.94613
 45 -11.000827 0.94888  -5.878573 0.96403
 46 -10.999477 0.96486  -5.877223 0.97478
 47 -10.998127 0.97033  -5.875873 0.98748
 48 -10.996777 0.99324  -5.874523 1.00000
 49 -10.995427 0.99762  -5.873173 0.99161
 50 -10.994077 1.00000  -5.871823 0.99519
 51 -10.992727 0.99352  -5.870473 0.99741
 52 -10.991377 0.98921  -5.869123 0.99316
 53 -10.990027 0.97644  -5.867773 0.99530
 54 -10.988677 0.96098  -5.866423 0.97177
 55 -10.987327 0.94118  -5.865073 0.97360
 56 -10.985977 0.91456  -5.863723 0.95798
 57 -10.984627 0.88882  -5.862373 0.92525
 58 -10.983277 0.85609  -5.861023 0.90631
 59 -10.981927 0.81263  -5.859673 0.88323
 60 -10.980577 0.75352  -5.858323 0.83854
 61 -10.979227 0.70002  -5.856973 0.80946
 62 -10.977877 0.61988  -5.855623 0.75557
 63 -10.976527 0.53124  -5.854273 0.69185
 64 -10.975177 0.41700  -5.852923 0.62807
 65 -10.973827 0.27885  -5.851573 0.54004
 66 -10.972477 0.12516  -5.850223 0.42293
 67 -10.971127 0.04513  -5.848873 0.27024
 68 -10.969777 0.00656  -5.847523 0.11550
 69 -10.968427 0.00000  -5.846173 0.02510
 70 -10.967077 0.00000  -5.844823 0.00214
 71 -10.965727 0.00000  -5.843473 0.00028
 72 -10.964377 0.00000  -5.842123 0.00000
 73 -10.963027 0.00000  -5.840773 0.00000
 74 -10.961677 0.00000  -5.839423 0.00000
 75 -10.960327 0.00000  -5.838073 0.00000
 76 -10.958977 0.00000  -5.836723 0.00000
 77 -10.957627 0.00000  -5.835373 0.00000
 78 -10.956277 0.00000  -5.834023 0.00000
 79 -10.954927 0.00000  -5.832673 0.00000
 80 -10.953577 0.00000  -5.831323 0.00000
 81 -10.952227 0.00000  -5.829973 0.00000
 82 -10.950877 0.00000  -5.828623 0.00000
 83 -10.949527 0.00000  -5.827273 0.00000
 84 -10.948177 0.00000  -5.825923 0.00000
 85 -10.946827 0.00000  -5.824573 0.00000
 86 -10.945477 0.00000  -5.823223 0.00000
 87 -10.944127 0.00000  -5.821873 0.00000
 88 -10.942777 0.00000  -5.820523 0.00000
 89 -10.941427 0.00000  -5.819173 0.00000
 90 -10.940077 0.00000  -5.817823 0.00000
 91 -10.938727 0.00000  -5.816473 0.00000
 92 -10.937377 0.00000  -5.815123 0.00000
 93 -10.936027 0.00000  -5.813773 0.00000
 94 -10.934677 0.00000  -5.812423 0.00000
 95 -10.933327 0.00000  -5.811073 0.00000
 96 -10.931977 0.00000  -5.809723 0.00000
 97 -10.930627 0.00000  -5.808373 0.00000
 98 -10.929277 0.00000  -5.807023 0.00000
 99 -10.927927 0.00000  -5.805673 0.00000
100 -10.926577 0.00000  -5.804323 0.00000
