  1 -11.061152 0.00000   2.702479 0.00000
  2 -11.059802 0.00000   2.703829 0.00000
  3 -11.058452 0.00000   2.705179 0.00000
  4 -11.057102 0.00000   2.706529 0.00000
  5 -11.055752 0.00000   2.707879 0.00000
  6 -11.054402 0.00000   2.709229 0.00000
  7 -11.053052 0.00000   2.710579 0.00000
  8 -11.051702 0.00000   2.711929 0.00000
  9 -11.050352 0.00000   2.713279 0.00000
 10 -11.049002 0.00000   2.714629 0.00000
 11 -11.047652 0.00000   2.715979 0.00000
 12 -11.046302 0.00000   2.717329 0.00000
 13 -11.044952 0.00000   2.718679 0.00000
 14 -11.043602 0.00000   2.720029 0.00000
 15 -11.042252 0.00000   2.721379 0.00000
 16 -11.040902 0.00000   2.722729 0.00000
 17 -11.039552 0.00000   2.724079 0.00000
 18 -11.038202 0.00000   2.725429 0.00000
 19 -11.036852 0.00000   2.726779 0.00000
 20 -11.035502 0.00000   2.728129 0.00000
 21 -11.034152 0.00000   2.729479 0.00000
 22 -11.032802 0.00000   2.730829 0.00000
 23 -11.031452 0.00000   2.732179 0.00000
 24 -11.030102 0.00000   2.733529 0.00000
 25 -11.028752 0.00000   2.734879 0.00000
 26 -11.027402 0.00025   2.736229 0.00000
 27 -11.026052 0.00117   2.737579 0.00000
 28 -11.024702 0.00284   2.738929 0.00229
 29 -11.023352 0.00616   2.740279 0.02740
 30 -11.022002 0.01030   2.741629 0.07318
 31 -11.020652 0.01831   2.742979 0.14351
 32 -11.019302 0.03280   2.744329 0.24152
 33 -11.017952 0.07405   2.745679 0.35750
 34 -11.016602 0.15556   2.747029 0.46766
 35 -11.015252 0.25603   2.748379 0.57507
 36 -11.013902 0.37842   2.749729 0.66198
 37 -11.012552 0.49428   2.751079 0.73287
 38 -11.011202 0.59409   2.752429 0.77947
 39 -11.009852 0.68319   2.753779 0.82638
 40 -11.008502 0.75771   2.755129 0.86503
 41 -11.007152 0.81156   2.756479 0.90165
 42 -11.005802 0.84875   2.757829 0.91928
 43 -11.004452 0.88329   2.759179 0.94354
 44 -11.003102 0.92183   2.760529 0.96644
 45 -11.001752 0.94373   2.761879 0.97834
 46 -11.000402 0.96663   2.763229 0.98724
 47 -10.999052 0.98980   2.764579 0.99812
 48 -10.997702 0.99020   2.765929 0.99677
 49 -10.996352 0.99082   2.767279 1.00000
 50 -10.995002 1.00000   2.768629 0.99461
 51 -10.993652 0.99798   2.769979 0.99337
 52 -10.992302 0.98962   2.771329 0.97746
 53 -10.990952 0.98060   2.772679 0.97892
 54 -10.989602 0.97266   2.774029 0.96177
 55 -10.988252 0.94677   2.775379 0.94434
 56 -10.986902 0.92520   2.776729 0.91157
 57 -10.985552 0.89811   2.778079 0.89212
 58 -10.984202 0.86439   2.779429 0.85008
 59 -10.982852 0.81560   2.780779 0.81931
 60 -10.981502 0.75253   2.782129 0.76458
 61 -10.980152 0.70566   2.783479 0.70328
 62 -10.978802 0.63617   2.784829 0.63795
 63 -10.977452 0.52999   2.786179 0.53993
 64 -10.976102 0.42000   2.787529 0.43783
 65 -10.974752 0.30394   2.788879 0.32578
 66 -10.973402 0.19594   2.790229 0.21713
 67 -10.972052 0.10673   2.791579 0.11437
 68 -10.970702 0.04644   2.792929 0.05724
 69 -10.969352 0.00791   2.794279 0.01945
 70 -10.968002 0.00000   2.795629 0.00113
 71 -10.966652 0.00000   2.796979 0.00000
 72 -10.965302 0.00000   2.798329 0.00000
 73 -10.963952 0.00000   2.799679 0.00000
 74 -10.962602 0.00000   2.801029 0.00000
 75 -10.961252 0.00000   2.802379 0.00000
 76 -10.959902 0.00000   2.803729 0.00000
 77 -10.958552 0.00000   2.805079 0.00000
 78 -10.957202 0.00000   2.806429 0.00000
 79 -10.955852 0.00000   2.807779 0.00000
 80 -10.954502 0.00000   2.809129 0.00000
 81 -10.953152 0.00000   2.810479 0.00000
 82 -10.951802 0.00000   2.811829 0.00000
 83 -10.950452 0.00000   2.813179 0.00000
 84 -10.949102 0.00000   2.814529 0.00000
 85 -10.947752 0.00000   2.815879 0.00000
 86 -10.946402 0.00000   2.817229 0.00000
 87 -10.945052 0.00000   2.818579 0.00000
 88 -10.943702 0.00000   2.819929 0.00000
 89 -10.942352 0.00000   2.821279 0.00000
 90 -10.941002 0.00000   2.822629 0.00000
 91 -10.939652 0.00000   2.823979 0.00000
 92 -10.938302 0.00000   2.825329 0.00000
 93 -10.936952 0.00000   2.826679 0.00000
 94 -10.935602 0.00000   2.828029 0.00000
 95 -10.934252 0.00000   2.829379 0.00000
 96 -10.932902 0.00000   2.830729 0.00000
 97 -10.931552 0.00000   2.832079 0.00000
 98 -10.930202 0.00000   2.833429 0.00000
 99 -10.928852 0.00000   2.834779 0.00000
100 -10.927502 0.00000   2.836129 0.00000
