  1 -12.530141 0.00000   5.800440 0.00000
  2 -12.528791 0.00000   5.801790 0.00000
  3 -12.527441 0.00000   5.803140 0.00000
  4 -12.526091 0.00000   5.804490 0.00000
  5 -12.524741 0.00000   5.805840 0.00000
  6 -12.523391 0.00000   5.807190 0.00000
  7 -12.522041 0.00000   5.808540 0.00000
  8 -12.520691 0.00000   5.809890 0.00000
  9 -12.519341 0.00000   5.811240 0.00000
 10 -12.517991 0.00000   5.812590 0.00000
 11 -12.516641 0.00000   5.813940 0.00000
 12 -12.515291 0.00000   5.815290 0.00000
 13 -12.513941 0.00000   5.816640 0.00000
 14 -12.512591 0.00000   5.817990 0.00000
 15 -12.511241 0.00000   5.819340 0.00000
 16 -12.509891 0.00000   5.820690 0.00000
 17 -12.508541 0.00000   5.822040 0.00000
 18 -12.507191 0.00000   5.823390 0.00000
 19 -12.505841 0.00000   5.824740 0.00000
 20 -12.504491 0.00000   5.826090 0.00000
 21 -12.503141 0.00000   5.827440 0.00000
 22 -12.501791 0.00000   5.828790 0.00000
 23 -12.500441 0.00000   5.830140 0.00000
 24 -12.499091 0.00000   5.831490 0.00000
 25 -12.497741 0.00000   5.832840 0.00000
 26 -12.496391 0.00005   5.834190 0.00169
 27 -12.495041 0.00072   5.835540 0.01851
 28 -12.493691 0.00195   5.836890 0.05449
 29 -12.492341 0.00417   5.838240 0.09318
 30 -12.490991 0.00810   5.839590 0.14212
 31 -12.489641 0.01372   5.840940 0.22267
 32 -12.488291 0.02678   5.842290 0.30762
 33 -12.486941 0.05314   5.843640 0.41014
 34 -12.485591 0.12342   5.844990 0.50782
 35 -12.484241 0.21359   5.846340 0.60144
 36 -12.482891 0.33548   5.847690 0.69213
 37 -12.481541 0.45313   5.849040 0.74469
 38 -12.480191 0.55566   5.850390 0.79703
 39 -12.478841 0.65539   5.851740 0.84686
 40 -12.477491 0.73250   5.853090 0.87739
 41 -12.476141 0.79418   5.854440 0.91655
 42 -12.474791 0.84039   5.855790 0.93346
 43 -12.473441 0.87690   5.857140 0.96518
 44 -12.472091 0.90561   5.858490 0.97126
 45 -12.470741 0.94343   5.859840 0.98505
 46 -12.469391 0.96098   5.861190 0.99342
 47 -12.468041 0.97228   5.862540 0.99345
 48 -12.466691 0.98680   5.863890 0.99784
 49 -12.465341 0.99023   5.865240 1.00000
 50 -12.463991 0.99324   5.866590 0.99497
 51 -12.462641 0.99114   5.867940 0.98715
 52 -12.461291 1.00000   5.869290 0.97751
 53 -12.459941 0.98949   5.870640 0.96615
 54 -12.458591 0.98159   5.871990 0.94697
 55 -12.457241 0.95019   5.873340 0.91514
 56 -12.455891 0.92886   5.874690 0.89043
 57 -12.454541 0.89741   5.876040 0.86034
 58 -12.453191 0.86128   5.877390 0.81884
 59 -12.451841 0.82608   5.878740 0.77014
 60 -12.450491 0.77303   5.880090 0.70454
 61 -12.449141 0.71199   5.881440 0.63261
 62 -12.447791 0.62804   5.882790 0.54640
 63 -12.446441 0.54451   5.884140 0.46206
 64 -12.445091 0.42713   5.885490 0.37758
 65 -12.443741 0.31499   5.886840 0.27468
 66 -12.442391 0.20572   5.888190 0.18882
 67 -12.441041 0.10720   5.889540 0.10951
 68 -12.439691 0.04952   5.890890 0.05726
 69 -12.438341 0.00824   5.892240 0.02371
 70 -12.436991 0.00000   5.893590 0.00334
 71 -12.435641 0.00000   5.894940 0.00000
 72 -12.434291 0.00000   5.896290 0.00000
 73 -12.432941 0.00000   5.897640 0.00000
 74 -12.431591 0.00000   5.898990 0.00000
 75 -12.430241 0.00000   5.900340 0.00000
 76 -12.428891 0.00000   5.901690 0.00000
 77 -12.427541 0.00000   5.903040 0.00000
 78 -12.426191 0.00000   5.904390 0.00000
 79 -12.424841 0.00000   5.905740 0.00000
 80 -12.423491 0.00000   5.907090 0.00000
 81 -12.422141 0.00000   5.908440 0.00000
 82 -12.420791 0.00000   5.909790 0.00000
 83 -12.419441 0.00000   5.911140 0.00000
 84 -12.418091 0.00000   5.912490 0.00000
 85 -12.416741 0.00000   5.913840 0.00000
 86 -12.415391 0.00000   5.915190 0.00000
 87 -12.414041 0.00000   5.916540 0.00000
 88 -12.412691 0.00000   5.917890 0.00000
 89 -12.411341 0.00000   5.919240 0.00000
 90 -12.409991 0.00000   5.920590 0.00000
 91 -12.408641 0.00000   5.921940 0.00000
 92 -12.407291 0.00000   5.923290 0.00000
 93 -12.405941 0.00000   5.924640 0.00000
 94 -12.404591 0.00000   5.925990 0.00000
 95 -12.403241 0.00000   5.927340 0.00000
 96 -12.401891 0.00000   5.928690 0.00000
 97 -12.400541 0.00000   5.930040 0.00000
 98 -12.399191 0.00000   5.931390 0.00000
 99 -12.397841 0.00000   5.932740 0.00000
100 -12.396491 0.00000   5.934090 0.00000
