  1 -11.061889 0.00000  -9.420109 0.00000
  2 -11.060539 0.00000  -9.418759 0.00000
  3 -11.059189 0.00000  -9.417409 0.00000
  4 -11.057839 0.00000  -9.416059 0.00000
  5 -11.056489 0.00000  -9.414709 0.00000
  6 -11.055139 0.00000  -9.413359 0.00000
  7 -11.053789 0.00000  -9.412009 0.00000
  8 -11.052439 0.00000  -9.410659 0.00000
  9 -11.051089 0.00000  -9.409309 0.00000
 10 -11.049739 0.00000  -9.407959 0.00000
 11 -11.048389 0.00000  -9.406609 0.00000
 12 -11.047039 0.00000  -9.405259 0.00000
 13 -11.045689 0.00000  -9.403909 0.00000
 14 -11.044339 0.00000  -9.402559 0.00000
 15 -11.042989 0.00000  -9.401209 0.00000
 16 -11.041639 0.00000  -9.399859 0.00000
 17 -11.040289 0.00000  -9.398509 0.00000
 18 -11.038939 0.00000  -9.397159 0.00000
 19 -11.037589 0.00000  -9.395809 0.00000
 20 -11.036239 0.00000  -9.394459 0.00000
 21 -11.034889 0.00000  -9.393109 0.00000
 22 -11.033539 0.00000  -9.391759 0.00000
 23 -11.032189 0.00000  -9.390409 0.00000
 24 -11.030839 0.00000  -9.389059 0.00000
 25 -11.029489 0.00000  -9.387709 0.00000
 26 -11.028139 0.00000  -9.386359 0.00000
 27 -11.026789 0.00000  -9.385009 0.00000
 28 -11.025439 0.00020  -9.383659 0.00071
 29 -11.024089 0.00110  -9.382309 0.00611
 30 -11.022739 0.00254  -9.380959 0.01912
 31 -11.021389 0.00706  -9.379609 0.04005
 32 -11.020039 0.02440  -9.378259 0.08638
 33 -11.018689 0.05511  -9.376909 0.17912
 34 -11.017339 0.11412  -9.375559 0.31073
 35 -11.015989 0.22183  -9.374209 0.42017
 36 -11.014639 0.37065  -9.372859 0.51437
 37 -11.013289 0.52289  -9.371509 0.60366
 38 -11.011939 0.62511  -9.370159 0.67491
 39 -11.010589 0.70911  -9.368809 0.75654
 40 -11.009239 0.77194  -9.367459 0.80407
 41 -11.007889 0.81787  -9.366109 0.84312
 42 -11.006539 0.85746  -9.364759 0.87706
 43 -11.005189 0.89262  -9.363409 0.90777
 44 -11.003839 0.92348  -9.362059 0.93258
 45 -11.002489 0.95327  -9.360709 0.95558
 46 -11.001139 0.97156  -9.359359 0.97254
 47 -10.999789 0.98570  -9.358009 0.99366
 48 -10.998439 0.99568  -9.356659 0.99455
 49 -10.997089 0.99895  -9.355309 0.99275
 50 -10.995739 1.00000  -9.353959 1.00000
 51 -10.994389 0.99686  -9.352609 0.99158
 52 -10.993039 0.98872  -9.351259 0.99640
 53 -10.991689 0.99424  -9.349909 0.98641
 54 -10.990339 0.97143  -9.348559 0.98892
 55 -10.988989 0.94441  -9.347209 0.97608
 56 -10.987639 0.92810  -9.345859 0.96923
 57 -10.986289 0.89294  -9.344509 0.94916
 58 -10.984939 0.85155  -9.343159 0.92244
 59 -10.983589 0.82433  -9.341809 0.89435
 60 -10.982239 0.76388  -9.340459 0.86581
 61 -10.980889 0.70128  -9.339109 0.82314
 62 -10.979539 0.62401  -9.337759 0.78557
 63 -10.978189 0.52831  -9.336409 0.72760
 64 -10.976839 0.44338  -9.335059 0.66894
 65 -10.975489 0.31321  -9.333709 0.58573
 66 -10.974139 0.16521  -9.332359 0.48366
 67 -10.972789 0.03179  -9.331009 0.37499
 68 -10.971439 0.00000  -9.329659 0.23287
 69 -10.970089 0.00000  -9.328309 0.13122
 70 -10.968739 0.00000  -9.326959 0.07365
 71 -10.967389 0.00000  -9.325609 0.03494
 72 -10.966039 0.00000  -9.324259 0.00951
 73 -10.964689 0.00000  -9.322909 0.00006
 74 -10.963339 0.00000  -9.321559 0.00000
 75 -10.961989 0.00000  -9.320209 0.00000
 76 -10.960639 0.00000  -9.318859 0.00000
 77 -10.959289 0.00000  -9.317509 0.00000
 78 -10.957939 0.00000  -9.316159 0.00000
 79 -10.956589 0.00000  -9.314809 0.00000
 80 -10.955239 0.00000  -9.313459 0.00000
 81 -10.953889 0.00000  -9.312109 0.00000
 82 -10.952539 0.00000  -9.310759 0.00000
 83 -10.951189 0.00000  -9.309409 0.00000
 84 -10.949839 0.00000  -9.308059 0.00000
 85 -10.948489 0.00000  -9.306709 0.00000
 86 -10.947139 0.00000  -9.305359 0.00000
 87 -10.945789 0.00000  -9.304009 0.00000
 88 -10.944439 0.00000  -9.302659 0.00000
 89 -10.943089 0.00000  -9.301309 0.00000
 90 -10.941739 0.00000  -9.299959 0.00000
 91 -10.940389 0.00000  -9.298609 0.00000
 92 -10.939039 0.00000  -9.297259 0.00000
 93 -10.937689 0.00000  -9.295909 0.00000
 94 -10.936339 0.00000  -9.294559 0.00000
 95 -10.934989 0.00000  -9.293209 0.00000
 96 -10.933639 0.00000  -9.291859 0.00000
 97 -10.932289 0.00000  -9.290509 0.00000
 98 -10.930939 0.00000  -9.289159 0.00000
 99 -10.929589 0.00000  -9.287809 0.00000
100 -10.928239 0.00000  -9.286459 0.00000
