  1 -11.550402 0.00000  -1.311430 0.00000
  2 -11.549052 0.00000  -1.310080 0.00000
  3 -11.547702 0.00000  -1.308730 0.00000
  4 -11.546352 0.00000  -1.307380 0.00000
  5 -11.545002 0.00000  -1.306030 0.00000
  6 -11.543652 0.00000  -1.304680 0.00000
  7 -11.542302 0.00000  -1.303330 0.00000
  8 -11.540952 0.00000  -1.301980 0.00000
  9 -11.539602 0.00000  -1.300630 0.00000
 10 -11.538252 0.00000  -1.299280 0.00000
 11 -11.536902 0.00000  -1.297930 0.00000
 12 -11.535552 0.00000  -1.296580 0.00000
 13 -11.534202 0.00000  -1.295230 0.00000
 14 -11.532852 0.00000  -1.293880 0.00000
 15 -11.531502 0.00000  -1.292530 0.00000
 16 -11.530152 0.00000  -1.291180 0.00000
 17 -11.528802 0.00000  -1.289830 0.00000
 18 -11.527452 0.00000  -1.288480 0.00000
 19 -11.526102 0.00000  -1.287130 0.00000
 20 -11.524752 0.00000  -1.285780 0.00000
 21 -11.523402 0.00000  -1.284430 0.00000
 22 -11.522052 0.00000  -1.283080 0.00000
 23 -11.520702 0.00000  -1.281730 0.00000
 24 -11.519352 0.00000  -1.280380 0.00000
 25 -11.518002 0.00002  -1.279030 0.00000
 26 -11.516652 0.00067  -1.277680 0.00000
 27 -11.515302 0.00183  -1.276330 0.00000
 28 -11.513952 0.00383  -1.274980 0.00000
 29 -11.512602 0.00675  -1.273630 0.00179
 30 -11.511252 0.01140  -1.272280 0.03074
 31 -11.509902 0.01917  -1.270930 0.09057
 32 -11.508552 0.02798  -1.269580 0.17165
 33 -11.507202 0.05675  -1.268230 0.28526
 34 -11.505852 0.13453  -1.266880 0.41615
 35 -11.504502 0.24356  -1.265530 0.53244
 36 -11.503152 0.38160  -1.264180 0.61884
 37 -11.501802 0.50354  -1.262830 0.69263
 38 -11.500452 0.60942  -1.261480 0.75186
 39 -11.499102 0.69593  -1.260130 0.80064
 40 -11.497752 0.75966  -1.258780 0.83934
 41 -11.496402 0.80370  -1.257430 0.87653
 42 -11.495052 0.85542  -1.256080 0.89389
 43 -11.493702 0.88588  -1.254730 0.92441
 44 -11.492352 0.92385  -1.253380 0.94450
 45 -11.491002 0.94080  -1.252030 0.96321
 46 -11.489652 0.96913  -1.250680 0.97770
 47 -11.488302 0.97989  -1.249330 0.97221
 48 -11.486952 0.98075  -1.247980 1.00000
 49 -11.485602 0.98983  -1.246630 0.99387
 50 -11.484252 1.00000  -1.245280 0.98615
 51 -11.482902 0.99607  -1.243930 0.97905
 52 -11.481552 0.98365  -1.242580 0.98819
 53 -11.480202 0.98454  -1.241230 0.97792
 54 -11.478852 0.96061  -1.239880 0.96280
 55 -11.477502 0.94461  -1.238530 0.94486
 56 -11.476152 0.91663  -1.237180 0.92439
 57 -11.474802 0.89595  -1.235830 0.90882
 58 -11.473452 0.85055  -1.234480 0.87182
 59 -11.472102 0.80305  -1.233130 0.83186
 60 -11.470752 0.74700  -1.231780 0.79568
 61 -11.469402 0.69126  -1.230430 0.74957
 62 -11.468052 0.61331  -1.229080 0.68055
 63 -11.466702 0.52358  -1.227730 0.61970
 64 -11.465352 0.40701  -1.226380 0.51828
 65 -11.464002 0.28183  -1.225030 0.40522
 66 -11.462652 0.16882  -1.223680 0.29398
 67 -11.461302 0.08100  -1.222330 0.17794
 68 -11.459952 0.03033  -1.220980 0.08574
 69 -11.458602 0.00292  -1.219630 0.03071
 70 -11.457252 0.00000  -1.218280 0.00522
 71 -11.455902 0.00000  -1.216930 0.00083
 72 -11.454552 0.00000  -1.215580 0.00003
 73 -11.453202 0.00000  -1.214230 0.00000
 74 -11.451852 0.00000  -1.212880 0.00000
 75 -11.450502 0.00000  -1.211530 0.00000
 76 -11.449152 0.00000  -1.210180 0.00000
 77 -11.447802 0.00000  -1.208830 0.00000
 78 -11.446452 0.00000  -1.207480 0.00000
 79 -11.445102 0.00000  -1.206130 0.00000
 80 -11.443752 0.00000  -1.204780 0.00000
 81 -11.442402 0.00000  -1.203430 0.00000
 82 -11.441052 0.00000  -1.202080 0.00000
 83 -11.439702 0.00000  -1.200730 0.00000
 84 -11.438352 0.00000  -1.199380 0.00000
 85 -11.437002 0.00000  -1.198030 0.00000
 86 -11.435652 0.00000  -1.196680 0.00000
 87 -11.434302 0.00000  -1.195330 0.00000
 88 -11.432952 0.00000  -1.193980 0.00000
 89 -11.431602 0.00000  -1.192630 0.00000
 90 -11.430252 0.00000  -1.191280 0.00000
 91 -11.428902 0.00000  -1.189930 0.00000
 92 -11.427552 0.00000  -1.188580 0.00000
 93 -11.426202 0.00000  -1.187230 0.00000
 94 -11.424852 0.00000  -1.185880 0.00000
 95 -11.423502 0.00000  -1.184530 0.00000
 96 -11.422152 0.00000  -1.183180 0.00000
 97 -11.420802 0.00000  -1.181830 0.00000
 98 -11.419452 0.00000  -1.180480 0.00000
 99 -11.418102 0.00000  -1.179130 0.00000
100 -11.416752 0.00000  -1.177780 0.00000
