  1 -13.011590 0.00000  -1.384431 0.00000
  2 -13.010240 0.00000  -1.383081 0.00000
  3 -13.008890 0.00000  -1.381731 0.00000
  4 -13.007540 0.00000  -1.380381 0.00000
  5 -13.006190 0.00000  -1.379031 0.00000
  6 -13.004840 0.00000  -1.377681 0.00000
  7 -13.003490 0.00000  -1.376331 0.00000
  8 -13.002140 0.00000  -1.374981 0.00000
  9 -13.000790 0.00000  -1.373631 0.00000
 10 -12.999440 0.00000  -1.372281 0.00000
 11 -12.998090 0.00000  -1.370931 0.00000
 12 -12.996740 0.00000  -1.369581 0.00000
 13 -12.995390 0.00000  -1.368231 0.00000
 14 -12.994040 0.00000  -1.366881 0.00000
 15 -12.992690 0.00000  -1.365531 0.00000
 16 -12.991340 0.00000  -1.364181 0.00000
 17 -12.989990 0.00000  -1.362831 0.00000
 18 -12.988640 0.00000  -1.361481 0.00000
 19 -12.987290 0.00000  -1.360131 0.00000
 20 -12.985940 0.00000  -1.358781 0.00000
 21 -12.984590 0.00000  -1.357431 0.00000
 22 -12.983240 0.00000  -1.356081 0.00000
 23 -12.981890 0.00000  -1.354731 0.00000
 24 -12.980540 0.00000  -1.353381 0.00000
 25 -12.979190 0.00044  -1.352031 0.00000
 26 -12.977840 0.00125  -1.350681 0.00000
 27 -12.976490 0.00307  -1.349331 0.00008
 28 -12.975140 0.00545  -1.347981 0.00385
 29 -12.973790 0.00836  -1.346631 0.02996
 30 -12.972440 0.01369  -1.345281 0.07622
 31 -12.971090 0.01940  -1.343931 0.13373
 32 -12.969740 0.02642  -1.342581 0.20182
 33 -12.968390 0.04827  -1.341231 0.29503
 34 -12.967040 0.11965  -1.339881 0.39281
 35 -12.965690 0.21975  -1.338531 0.50317
 36 -12.964340 0.34947  -1.337181 0.59863
 37 -12.962990 0.47991  -1.335831 0.68022
 38 -12.961640 0.58408  -1.334481 0.73734
 39 -12.960290 0.67677  -1.333131 0.79011
 40 -12.958940 0.74410  -1.331781 0.83908
 41 -12.957590 0.79733  -1.330431 0.86899
 42 -12.956240 0.84690  -1.329081 0.90405
 43 -12.954890 0.88239  -1.327731 0.92223
 44 -12.953540 0.91822  -1.326381 0.94330
 45 -12.952190 0.94572  -1.325031 0.96134
 46 -12.950840 0.96517  -1.323681 0.97278
 47 -12.949490 0.97760  -1.322331 0.97727
 48 -12.948140 0.99149  -1.320981 1.00000
 49 -12.946790 0.98572  -1.319631 0.98642
 50 -12.945440 0.99313  -1.318281 0.98850
 51 -12.944090 1.00000  -1.316931 0.98753
 52 -12.942740 0.98921  -1.315581 0.99180
 53 -12.941390 0.98403  -1.314231 0.97675
 54 -12.940040 0.96215  -1.312881 0.95964
 55 -12.938690 0.93898  -1.311531 0.93891
 56 -12.937340 0.92019  -1.310181 0.91874
 57 -12.935990 0.88813  -1.308831 0.90105
 58 -12.934640 0.84592  -1.307481 0.86757
 59 -12.933290 0.80169  -1.306131 0.83853
 60 -12.931940 0.75320  -1.304781 0.79169
 61 -12.930590 0.68867  -1.303431 0.73748
 62 -12.929240 0.61290  -1.302081 0.67310
 63 -12.927890 0.52038  -1.300731 0.59508
 64 -12.926540 0.40088  -1.299381 0.49877
 65 -12.925190 0.27753  -1.298031 0.40118
 66 -12.923840 0.16571  -1.296681 0.31000
 67 -12.922490 0.07567  -1.295331 0.21710
 68 -12.921140 0.02816  -1.293981 0.13201
 69 -12.919790 0.00314  -1.292631 0.06339
 70 -12.918440 0.00000  -1.291281 0.02331
 71 -12.917090 0.00000  -1.289931 0.00579
 72 -12.915740 0.00000  -1.288581 0.00222
 73 -12.914390 0.00000  -1.287231 0.00053
 74 -12.913040 0.00000  -1.285881 0.00000
 75 -12.911690 0.00000  -1.284531 0.00000
 76 -12.910340 0.00000  -1.283181 0.00000
 77 -12.908990 0.00000  -1.281831 0.00000
 78 -12.907640 0.00000  -1.280481 0.00000
 79 -12.906290 0.00000  -1.279131 0.00000
 80 -12.904940 0.00000  -1.277781 0.00000
 81 -12.903590 0.00000  -1.276431 0.00000
 82 -12.902240 0.00000  -1.275081 0.00000
 83 -12.900890 0.00000  -1.273731 0.00000
 84 -12.899540 0.00000  -1.272381 0.00000
 85 -12.898190 0.00000  -1.271031 0.00000
 86 -12.896840 0.00000  -1.269681 0.00000
 87 -12.895490 0.00000  -1.268331 0.00000
 88 -12.894140 0.00000  -1.266981 0.00000
 89 -12.892790 0.00000  -1.265631 0.00000
 90 -12.891440 0.00000  -1.264281 0.00000
 91 -12.890090 0.00000  -1.262931 0.00000
 92 -12.888740 0.00000  -1.261581 0.00000
 93 -12.887390 0.00000  -1.260231 0.00000
 94 -12.886040 0.00000  -1.258881 0.00000
 95 -12.884690 0.00000  -1.257531 0.00000
 96 -12.883340 0.00000  -1.256181 0.00000
 97 -12.881990 0.00000  -1.254831 0.00000
 98 -12.880640 0.00000  -1.253481 0.00000
 99 -12.879290 0.00000  -1.252131 0.00000
100 -12.877940 0.00000  -1.250781 0.00000
