  1 -12.527576 0.00000  -7.776168 0.00000
  2 -12.526226 0.00000  -7.774818 0.00000
  3 -12.524876 0.00000  -7.773468 0.00000
  4 -12.523526 0.00000  -7.772118 0.00000
  5 -12.522176 0.00000  -7.770768 0.00000
  6 -12.520826 0.00000  -7.769418 0.00000
  7 -12.519476 0.00000  -7.768068 0.00000
  8 -12.518126 0.00000  -7.766718 0.00000
  9 -12.516776 0.00000  -7.765368 0.00000
 10 -12.515426 0.00000  -7.764018 0.00000
 11 -12.514076 0.00000  -7.762668 0.00000
 12 -12.512726 0.00000  -7.761318 0.00000
 13 -12.511376 0.00000  -7.759968 0.00000
 14 -12.510026 0.00000  -7.758618 0.00000
 15 -12.508676 0.00000  -7.757268 0.00000
 16 -12.507326 0.00000  -7.755918 0.00000
 17 -12.505976 0.00000  -7.754568 0.00000
 18 -12.504626 0.00000  -7.753218 0.00000
 19 -12.503276 0.00000  -7.751868 0.00000
 20 -12.501926 0.00000  -7.750518 0.00000
 21 -12.500576 0.00000  -7.749168 0.00000
 22 -12.499226 0.00000  -7.747818 0.00000
 23 -12.497876 0.00000  -7.746468 0.00000
 24 -12.496526 0.00000  -7.745118 0.00000
 25 -12.495176 0.00000  -7.743768 0.00000
 26 -12.493826 0.00017  -7.742418 0.00000
 27 -12.492476 0.00039  -7.741068 0.00000
 28 -12.491126 0.00128  -7.739718 0.00000
 29 -12.489776 0.00283  -7.738368 0.00000
 30 -12.488426 0.00514  -7.737018 0.00051
 31 -12.487076 0.00996  -7.735668 0.00593
 32 -12.485726 0.02017  -7.734318 0.05209
 33 -12.484376 0.04153  -7.732968 0.16560
 34 -12.483026 0.09342  -7.731618 0.30243
 35 -12.481676 0.19606  -7.730268 0.45096
 36 -12.480326 0.34388  -7.728918 0.57167
 37 -12.478976 0.50914  -7.727568 0.64044
 38 -12.477626 0.61023  -7.726218 0.71292
 39 -12.476276 0.68946  -7.724868 0.75996
 40 -12.474926 0.76482  -7.723518 0.81997
 41 -12.473576 0.80184  -7.722168 0.85626
 42 -12.472226 0.86163  -7.720818 0.88765
 43 -12.470876 0.88700  -7.719468 0.91541
 44 -12.469526 0.91662  -7.718118 0.93946
 45 -12.468176 0.94103  -7.716768 0.96714
 46 -12.466826 0.96019  -7.715418 0.97080
 47 -12.465476 0.98937  -7.714068 0.98208
 48 -12.464126 0.98379  -7.712718 0.99345
 49 -12.462776 0.99678  -7.711368 0.99774
 50 -12.461426 0.98836  -7.710018 0.99878
 51 -12.460076 1.00000  -7.708668 1.00000
 52 -12.458726 0.98883  -7.707318 0.99870
 53 -12.457376 0.98610  -7.705968 0.98869
 54 -12.456026 0.97109  -7.704618 0.98191
 55 -12.454676 0.93881  -7.703268 0.97692
 56 -12.453326 0.92772  -7.701918 0.96405
 57 -12.451976 0.89379  -7.700568 0.94190
 58 -12.450626 0.85691  -7.699218 0.91607
 59 -12.449276 0.80490  -7.697868 0.89378
 60 -12.447926 0.75594  -7.696518 0.86738
 61 -12.446576 0.68847  -7.695168 0.82632
 62 -12.445226 0.61481  -7.693818 0.77737
 63 -12.443876 0.52747  -7.692468 0.72216
 64 -12.442526 0.42414  -7.691118 0.66264
 65 -12.441176 0.28395  -7.689768 0.58526
 66 -12.439826 0.13406  -7.688418 0.47736
 67 -12.438476 0.03659  -7.687068 0.33189
 68 -12.437126 0.00175  -7.685718 0.18582
 69 -12.435776 0.00000  -7.684368 0.07424
 70 -12.434426 0.00000  -7.683018 0.01361
 71 -12.433076 0.00000  -7.681668 0.00275
 72 -12.431726 0.00000  -7.680318 0.00057
 73 -12.430376 0.00000  -7.678968 0.00000
 74 -12.429026 0.00000  -7.677618 0.00000
 75 -12.427676 0.00000  -7.676268 0.00000
 76 -12.426326 0.00000  -7.674918 0.00000
 77 -12.424976 0.00000  -7.673568 0.00000
 78 -12.423626 0.00000  -7.672218 0.00000
 79 -12.422276 0.00000  -7.670868 0.00000
 80 -12.420926 0.00000  -7.669518 0.00000
 81 -12.419576 0.00000  -7.668168 0.00000
 82 -12.418226 0.00000  -7.666818 0.00000
 83 -12.416876 0.00000  -7.665468 0.00000
 84 -12.415526 0.00000  -7.664118 0.00000
 85 -12.414176 0.00000  -7.662768 0.00000
 86 -12.412826 0.00000  -7.661418 0.00000
 87 -12.411476 0.00000  -7.660068 0.00000
 88 -12.410126 0.00000  -7.658718 0.00000
 89 -12.408776 0.00000  -7.657368 0.00000
 90 -12.407426 0.00000  -7.656018 0.00000
 91 -12.406076 0.00000  -7.654668 0.00000
 92 -12.404726 0.00000  -7.653318 0.00000
 93 -12.403376 0.00000  -7.651968 0.00000
 94 -12.402026 0.00000  -7.650618 0.00000
 95 -12.400676 0.00000  -7.649268 0.00000
 96 -12.399326 0.00000  -7.647918 0.00000
 97 -12.397976 0.00000  -7.646568 0.00000
 98 -12.396626 0.00000  -7.645218 0.00000
 99 -12.395276 0.00000  -7.643868 0.00000
100 -12.393926 0.00000  -7.642518 0.00000
