  1 -12.039151 0.00000  -4.167630 0.00000
  2 -12.037801 0.00000  -4.166280 0.00000
  3 -12.036451 0.00000  -4.164930 0.00000
  4 -12.035101 0.00000  -4.163580 0.00000
  5 -12.033751 0.00000  -4.162230 0.00000
  6 -12.032401 0.00000  -4.160880 0.00000
  7 -12.031051 0.00000  -4.159530 0.00000
  8 -12.029701 0.00000  -4.158180 0.00000
  9 -12.028351 0.00000  -4.156830 0.00000
 10 -12.027001 0.00000  -4.155480 0.00000
 11 -12.025651 0.00000  -4.154130 0.00000
 12 -12.024301 0.00000  -4.152780 0.00000
 13 -12.022951 0.00000  -4.151430 0.00000
 14 -12.021601 0.00000  -4.150080 0.00000
 15 -12.020251 0.00000  -4.148730 0.00000
 16 -12.018901 0.00000  -4.147380 0.00000
 17 -12.017551 0.00000  -4.146030 0.00000
 18 -12.016201 0.00000  -4.144680 0.00000
 19 -12.014851 0.00000  -4.143330 0.00000
 20 -12.013501 0.00000  -4.141980 0.00000
 21 -12.012151 0.00000  -4.140630 0.00000
 22 -12.010801 0.00000  -4.139280 0.00000
 23 -12.009451 0.00000  -4.137930 0.00000
 24 -12.008101 0.00000  -4.136580 0.00000
 25 -12.006751 0.00002  -4.135230 0.00000
 26 -12.005401 0.00042  -4.133880 0.00000
 27 -12.004051 0.00130  -4.132530 0.00000
 28 -12.002701 0.00305  -4.131180 0.00000
 29 -12.001351 0.00588  -4.129830 0.00000
 30 -12.000001 0.00944  -4.128480 0.00095
 31 -11.998651 0.01537  -4.127130 0.03294
 32 -11.997301 0.02252  -4.125780 0.12269
 33 -11.995951 0.03811  -4.124430 0.23573
 34 -11.994601 0.09489  -4.123080 0.37970
 35 -11.993251 0.22550  -4.121730 0.50283
 36 -11.991901 0.37155  -4.120380 0.59906
 37 -11.990551 0.50893  -4.119030 0.67413
 38 -11.989201 0.62287  -4.117680 0.72972
 39 -11.987851 0.69277  -4.116330 0.77828
 40 -11.986501 0.76179  -4.114980 0.82898
 41 -11.985151 0.80556  -4.113630 0.85955
 42 -11.983801 0.85013  -4.112280 0.89563
 43 -11.982451 0.89167  -4.110930 0.92781
 44 -11.981101 0.92016  -4.109580 0.94177
 45 -11.979751 0.94908  -4.108230 0.95375
 46 -11.978401 0.96206  -4.106880 0.97465
 47 -11.977051 0.97541  -4.105530 0.97329
 48 -11.975701 0.97851  -4.104180 0.98188
 49 -11.974351 0.99157  -4.102830 1.00000
 50 -11.973001 1.00000  -4.101480 0.98805
 51 -11.971651 0.99904  -4.100130 0.98285
 52 -11.970301 0.97310  -4.098780 0.98452
 53 -11.968951 0.98117  -4.097430 0.97590
 54 -11.967601 0.96437  -4.096080 0.97490
 55 -11.966251 0.94502  -4.094730 0.95697
 56 -11.964901 0.92004  -4.093380 0.94388
 57 -11.963551 0.88889  -4.092030 0.91461
 58 -11.962201 0.84315  -4.090680 0.89243
 59 -11.960851 0.80084  -4.089330 0.85644
 60 -11.959501 0.75594  -4.087980 0.82114
 61 -11.958151 0.69174  -4.086630 0.77753
 62 -11.956801 0.61234  -4.085280 0.72811
 63 -11.955451 0.52299  -4.083930 0.66843
 64 -11.954101 0.41153  -4.082580 0.58783
 65 -11.952751 0.26167  -4.081230 0.48822
 66 -11.951401 0.13971  -4.079880 0.35599
 67 -11.950051 0.05530  -4.078530 0.21924
 68 -11.948701 0.01242  -4.077180 0.10868
 69 -11.947351 0.00005  -4.075830 0.03939
 70 -11.946001 0.00000  -4.074480 0.00834
 71 -11.944651 0.00000  -4.073130 0.00258
 72 -11.943301 0.00000  -4.071780 0.00067
 73 -11.941951 0.00000  -4.070430 0.00000
 74 -11.940601 0.00000  -4.069080 0.00000
 75 -11.939251 0.00000  -4.067730 0.00000
 76 -11.937901 0.00000  -4.066380 0.00000
 77 -11.936551 0.00000  -4.065030 0.00000
 78 -11.935201 0.00000  -4.063680 0.00000
 79 -11.933851 0.00000  -4.062330 0.00000
 80 -11.932501 0.00000  -4.060980 0.00000
 81 -11.931151 0.00000  -4.059630 0.00000
 82 -11.929801 0.00000  -4.058280 0.00000
 83 -11.928451 0.00000  -4.056930 0.00000
 84 -11.927101 0.00000  -4.055580 0.00000
 85 -11.925751 0.00000  -4.054230 0.00000
 86 -11.924401 0.00000  -4.052880 0.00000
 87 -11.923051 0.00000  -4.051530 0.00000
 88 -11.921701 0.00000  -4.050180 0.00000
 89 -11.920351 0.00000  -4.048830 0.00000
 90 -11.919001 0.00000  -4.047480 0.00000
 91 -11.917651 0.00000  -4.046130 0.00000
 92 -11.916301 0.00000  -4.044780 0.00000
 93 -11.914951 0.00000  -4.043430 0.00000
 94 -11.913601 0.00000  -4.042080 0.00000
 95 -11.912251 0.00000  -4.040730 0.00000
 96 -11.910901 0.00000  -4.039380 0.00000
 97 -11.909551 0.00000  -4.038030 0.00000
 98 -11.908201 0.00000  -4.036680 0.00000
 99 -11.906851 0.00000  -4.035330 0.00000
100 -11.905501 0.00000  -4.033980 0.00000
