  1 -12.039939 0.00000  -6.875101 0.00000
  2 -12.038589 0.00000  -6.873751 0.00000
  3 -12.037239 0.00000  -6.872401 0.00000
  4 -12.035889 0.00000  -6.871051 0.00000
  5 -12.034539 0.00000  -6.869701 0.00000
  6 -12.033189 0.00000  -6.868351 0.00000
  7 -12.031839 0.00000  -6.867001 0.00000
  8 -12.030489 0.00000  -6.865651 0.00000
  9 -12.029139 0.00000  -6.864301 0.00000
 10 -12.027789 0.00000  -6.862951 0.00000
 11 -12.026439 0.00000  -6.861601 0.00000
 12 -12.025089 0.00000  -6.860251 0.00000
 13 -12.023739 0.00000  -6.858901 0.00000
 14 -12.022389 0.00000  -6.857551 0.00000
 15 -12.021039 0.00000  -6.856201 0.00000
 16 -12.019689 0.00000  -6.854851 0.00000
 17 -12.018339 0.00000  -6.853501 0.00000
 18 -12.016989 0.00000  -6.852151 0.00000
 19 -12.015639 0.00000  -6.850801 0.00000
 20 -12.014289 0.00000  -6.849451 0.00000
 21 -12.012939 0.00000  -6.848101 0.00000
 22 -12.011589 0.00000  -6.846751 0.00000
 23 -12.010239 0.00000  -6.845401 0.00000
 24 -12.008889 0.00000  -6.844051 0.00000
 25 -12.007539 0.00000  -6.842701 0.00000
 26 -12.006189 0.00007  -6.841351 0.00000
 27 -12.004839 0.00037  -6.840001 0.00000
 28 -12.003489 0.00200  -6.838651 0.00000
 29 -12.002139 0.00344  -6.837301 0.00000
 30 -12.000789 0.00658  -6.835951 0.00135
 31 -11.999439 0.01006  -6.834601 0.01054
 32 -11.998089 0.01829  -6.833251 0.05409
 33 -11.996739 0.03730  -6.831901 0.18118
 34 -11.995389 0.08195  -6.830551 0.33137
 35 -11.994039 0.20817  -6.829201 0.47226
 36 -11.992689 0.37254  -6.827851 0.57749
 37 -11.991339 0.51575  -6.826501 0.65657
 38 -11.989989 0.62810  -6.825151 0.71867
 39 -11.988639 0.69969  -6.823801 0.77160
 40 -11.987289 0.75717  -6.822451 0.81905
 41 -11.985939 0.81482  -6.821101 0.85604
 42 -11.984589 0.86332  -6.819751 0.89075
 43 -11.983239 0.89375  -6.818401 0.91703
 44 -11.981889 0.92218  -6.817051 0.94227
 45 -11.980539 0.94977  -6.815701 0.95847
 46 -11.979189 0.96967  -6.814351 0.96715
 47 -11.977839 0.98598  -6.813001 0.97966
 48 -11.976489 0.98880  -6.811651 0.99448
 49 -11.975139 0.99842  -6.810301 0.99414
 50 -11.973789 0.99877  -6.808951 1.00000
 51 -11.972439 0.99995  -6.807601 0.99090
 52 -11.971089 1.00000  -6.806251 0.99969
 53 -11.969739 0.98210  -6.804901 0.98121
 54 -11.968389 0.97083  -6.803551 0.98490
 55 -11.967039 0.94445  -6.802201 0.96456
 56 -11.965689 0.92586  -6.800851 0.95895
 57 -11.964339 0.89022  -6.799501 0.93391
 58 -11.962989 0.85360  -6.798151 0.91596
 59 -11.961639 0.80987  -6.796801 0.88500
 60 -11.960289 0.75714  -6.795451 0.84970
 61 -11.958939 0.70029  -6.794101 0.81423
 62 -11.957589 0.61735  -6.792751 0.76949
 63 -11.956239 0.52954  -6.791401 0.69951
 64 -11.954889 0.41677  -6.790051 0.64251
 65 -11.953539 0.28308  -6.788701 0.55971
 66 -11.952189 0.12617  -6.787351 0.45240
 67 -11.950839 0.03671  -6.786001 0.30044
 68 -11.949489 0.00267  -6.784651 0.15112
 69 -11.948139 0.00000  -6.783301 0.04877
 70 -11.946789 0.00000  -6.781951 0.00634
 71 -11.945439 0.00000  -6.780601 0.00161
 72 -11.944089 0.00000  -6.779251 0.00031
 73 -11.942739 0.00000  -6.777901 0.00000
 74 -11.941389 0.00000  -6.776551 0.00000
 75 -11.940039 0.00000  -6.775201 0.00000
 76 -11.938689 0.00000  -6.773851 0.00000
 77 -11.937339 0.00000  -6.772501 0.00000
 78 -11.935989 0.00000  -6.771151 0.00000
 79 -11.934639 0.00000  -6.769801 0.00000
 80 -11.933289 0.00000  -6.768451 0.00000
 81 -11.931939 0.00000  -6.767101 0.00000
 82 -11.930589 0.00000  -6.765751 0.00000
 83 -11.929239 0.00000  -6.764401 0.00000
 84 -11.927889 0.00000  -6.763051 0.00000
 85 -11.926539 0.00000  -6.761701 0.00000
 86 -11.925189 0.00000  -6.760351 0.00000
 87 -11.923839 0.00000  -6.759001 0.00000
 88 -11.922489 0.00000  -6.757651 0.00000
 89 -11.921139 0.00000  -6.756301 0.00000
 90 -11.919789 0.00000  -6.754951 0.00000
 91 -11.918439 0.00000  -6.753601 0.00000
 92 -11.917089 0.00000  -6.752251 0.00000
 93 -11.915739 0.00000  -6.750901 0.00000
 94 -11.914389 0.00000  -6.749551 0.00000
 95 -11.913039 0.00000  -6.748201 0.00000
 96 -11.911689 0.00000  -6.746851 0.00000
 97 -11.910339 0.00000  -6.745501 0.00000
 98 -11.908989 0.00000  -6.744151 0.00000
 99 -11.907639 0.00000  -6.742801 0.00000
100 -11.906289 0.00000  -6.741451 0.00000
