  1 -11.059872 0.00000  -4.119847 0.00000
  2 -11.058522 0.00000  -4.118497 0.00000
  3 -11.057172 0.00000  -4.117147 0.00000
  4 -11.055822 0.00000  -4.115797 0.00000
  5 -11.054472 0.00000  -4.114447 0.00000
  6 -11.053122 0.00000  -4.113097 0.00000
  7 -11.051772 0.00000  -4.111747 0.00000
  8 -11.050422 0.00000  -4.110397 0.00000
  9 -11.049072 0.00000  -4.109047 0.00000
 10 -11.047722 0.00000  -4.107697 0.00000
 11 -11.046372 0.00000  -4.106347 0.00000
 12 -11.045022 0.00000  -4.104997 0.00000
 13 -11.043672 0.00000  -4.103647 0.00000
 14 -11.042322 0.00000  -4.102297 0.00000
 15 -11.040972 0.00000  -4.100947 0.00000
 16 -11.039622 0.00000  -4.099597 0.00000
 17 -11.038272 0.00000  -4.098247 0.00000
 18 -11.036922 0.00000  -4.096897 0.00000
 19 -11.035572 0.00000  -4.095547 0.00000
 20 -11.034222 0.00000  -4.094197 0.00000
 21 -11.032872 0.00000  -4.092847 0.00000
 22 -11.031522 0.00000  -4.091497 0.00000
 23 -11.030172 0.00000  -4.090147 0.00000
 24 -11.028822 0.00000  -4.088797 0.00000
 25 -11.027472 0.00000  -4.087447 0.00000
 26 -11.026122 0.00015  -4.086097 0.00000
 27 -11.024772 0.00102  -4.084747 0.00000
 28 -11.023422 0.00266  -4.083397 0.00000
 29 -11.022072 0.00589  -4.082047 0.00003
 30 -11.020722 0.00845  -4.080697 0.00196
 31 -11.019372 0.01354  -4.079347 0.02051
 32 -11.018022 0.02254  -4.077997 0.10136
 33 -11.016672 0.03908  -4.076647 0.23833
 34 -11.015322 0.11206  -4.075297 0.39177
 35 -11.013972 0.23937  -4.073947 0.52259
 36 -11.012622 0.39911  -4.072597 0.61185
 37 -11.011272 0.52655  -4.071247 0.68624
 38 -11.009922 0.63292  -4.069897 0.75081
 39 -11.008572 0.70693  -4.068547 0.79223
 40 -11.007222 0.76572  -4.067197 0.83584
 41 -11.005872 0.82217  -4.065847 0.87240
 42 -11.004522 0.85780  -4.064497 0.90128
 43 -11.003172 0.89497  -4.063147 0.93206
 44 -11.001822 0.92230  -4.061797 0.96136
 45 -11.000472 0.94514  -4.060447 0.96941
 46 -10.999122 0.96131  -4.059097 0.97907
 47 -10.997772 0.98236  -4.057747 0.98894
 48 -10.996422 0.99521  -4.056397 1.00000
 49 -10.995072 1.00000  -4.055047 0.99756
 50 -10.993722 0.99697  -4.053697 0.99924
 51 -10.992372 0.99416  -4.052347 0.99315
 52 -10.991022 0.99528  -4.050997 0.99363
 53 -10.989672 0.98765  -4.049647 0.98962
 54 -10.988322 0.97314  -4.048297 0.98976
 55 -10.986972 0.94477  -4.046947 0.96467
 56 -10.985622 0.91525  -4.045597 0.94665
 57 -10.984272 0.88605  -4.044247 0.92895
 58 -10.982922 0.84802  -4.042897 0.89690
 59 -10.981572 0.81353  -4.041547 0.86525
 60 -10.980222 0.76878  -4.040197 0.83169
 61 -10.978872 0.68954  -4.038847 0.79338
 62 -10.977522 0.62276  -4.037497 0.73238
 63 -10.976172 0.53040  -4.036147 0.67047
 64 -10.974822 0.42117  -4.034797 0.60248
 65 -10.973472 0.27115  -4.033447 0.50536
 66 -10.972122 0.14466  -4.032097 0.36124
 67 -10.970772 0.05876  -4.030747 0.20698
 68 -10.969422 0.01573  -4.029397 0.08404
 69 -10.968072 0.00015  -4.028047 0.02071
 70 -10.966722 0.00000  -4.026697 0.00283
 71 -10.965372 0.00000  -4.025347 0.00067
 72 -10.964022 0.00000  -4.023997 0.00000
 73 -10.962672 0.00000  -4.022647 0.00000
 74 -10.961322 0.00000  -4.021297 0.00000
 75 -10.959972 0.00000  -4.019947 0.00000
 76 -10.958622 0.00000  -4.018597 0.00000
 77 -10.957272 0.00000  -4.017247 0.00000
 78 -10.955922 0.00000  -4.015897 0.00000
 79 -10.954572 0.00000  -4.014547 0.00000
 80 -10.953222 0.00000  -4.013197 0.00000
 81 -10.951872 0.00000  -4.011847 0.00000
 82 -10.950522 0.00000  -4.010497 0.00000
 83 -10.949172 0.00000  -4.009147 0.00000
 84 -10.947822 0.00000  -4.007797 0.00000
 85 -10.946472 0.00000  -4.006447 0.00000
 86 -10.945122 0.00000  -4.005097 0.00000
 87 -10.943772 0.00000  -4.003747 0.00000
 88 -10.942422 0.00000  -4.002397 0.00000
 89 -10.941072 0.00000  -4.001047 0.00000
 90 -10.939722 0.00000  -3.999697 0.00000
 91 -10.938372 0.00000  -3.998347 0.00000
 92 -10.937022 0.00000  -3.996997 0.00000
 93 -10.935672 0.00000  -3.995647 0.00000
 94 -10.934322 0.00000  -3.994297 0.00000
 95 -10.932972 0.00000  -3.992947 0.00000
 96 -10.931622 0.00000  -3.991597 0.00000
 97 -10.930272 0.00000  -3.990247 0.00000
 98 -10.928922 0.00000  -3.988897 0.00000
 99 -10.927572 0.00000  -3.987547 0.00000
100 -10.926222 0.00000  -3.986197 0.00000
