  1 -10.575560 0.00000  10.388726 0.00000
  2 -10.574210 0.00000  10.390076 0.00000
  3 -10.572860 0.00000  10.391426 0.00000
  4 -10.571510 0.00000  10.392776 0.00000
  5 -10.570160 0.00000  10.394126 0.00000
  6 -10.568810 0.00000  10.395476 0.00000
  7 -10.567460 0.00000  10.396826 0.00000
  8 -10.566110 0.00000  10.398176 0.00000
  9 -10.564760 0.00000  10.399526 0.00000
 10 -10.563410 0.00000  10.400876 0.00000
 11 -10.562060 0.00000  10.402226 0.00000
 12 -10.560710 0.00000  10.403576 0.00000
 13 -10.559360 0.00000  10.404926 0.00000
 14 -10.558010 0.00000  10.406276 0.00000
 15 -10.556660 0.00000  10.407626 0.00000
 16 -10.555310 0.00000  10.408976 0.00000
 17 -10.553960 0.00000  10.410326 0.00000
 18 -10.552610 0.00000  10.411676 0.00000
 19 -10.551260 0.00000  10.413026 0.00000
 20 -10.549910 0.00000  10.414376 0.00000
 21 -10.548560 0.00000  10.415726 0.00000
 22 -10.547210 0.00000  10.417076 0.00000
 23 -10.545860 0.00000  10.418426 0.00000
 24 -10.544510 0.00000  10.419776 0.00000
 25 -10.543160 0.00000  10.421126 0.00061
 26 -10.541810 0.00000  10.422476 0.00554
 27 -10.540460 0.00000  10.423826 0.01399
 28 -10.539110 0.00000  10.425176 0.04523
 29 -10.537760 0.00030  10.426526 0.10805
 30 -10.536410 0.00365  10.427876 0.18947
 31 -10.535060 0.01015  10.429226 0.29650
 32 -10.533710 0.02543  10.430576 0.39866
 33 -10.532360 0.04653  10.431926 0.48588
 34 -10.531010 0.08854  10.433276 0.59424
 35 -10.529660 0.19253  10.434626 0.67015
 36 -10.528310 0.31530  10.435976 0.74123
 37 -10.526960 0.45189  10.437326 0.79494
 38 -10.525610 0.57234  10.438676 0.84320
 39 -10.524260 0.67142  10.440026 0.88074
 40 -10.522910 0.73699  10.441376 0.91093
 41 -10.521560 0.79327  10.442726 0.93536
 42 -10.520210 0.83663  10.444076 0.95648
 43 -10.518860 0.87053  10.445426 0.96411
 44 -10.517510 0.91064  10.446776 0.98149
 45 -10.516160 0.93689  10.448126 0.98422
 46 -10.514810 0.96137  10.449476 0.97678
 47 -10.513460 0.97770  10.450826 0.99774
 48 -10.512110 0.98495  10.452176 1.00000
 49 -10.510760 0.99575  10.453526 0.98904
 50 -10.509410 0.99725  10.454876 0.97877
 51 -10.508060 0.99235  10.456226 0.97526
 52 -10.506710 1.00000  10.457576 0.96521
 53 -10.505360 0.98085  10.458926 0.94224
 54 -10.504010 0.97257  10.460276 0.92536
 55 -10.502660 0.95989  10.461626 0.90120
 56 -10.501310 0.93882  10.462976 0.87168
 57 -10.499960 0.91599  10.464326 0.83576
 58 -10.498610 0.88013  10.465676 0.79480
 59 -10.497260 0.83975  10.467026 0.72708
 60 -10.495910 0.79519  10.468376 0.66398
 61 -10.494560 0.73016  10.469726 0.58570
 62 -10.493210 0.66473  10.471076 0.47151
 63 -10.491860 0.57911  10.472426 0.35291
 64 -10.490510 0.47857  10.473776 0.25339
 65 -10.489160 0.35073  10.475126 0.16969
 66 -10.487810 0.21791  10.476476 0.10103
 67 -10.486460 0.12002  10.477826 0.05277
 68 -10.485110 0.03893  10.479176 0.02308
 69 -10.483760 0.00083  10.480526 0.00273
 70 -10.482410 0.00000  10.481876 0.00000
 71 -10.481060 0.00000  10.483226 0.00000
 72 -10.479710 0.00000  10.484576 0.00000
 73 -10.478360 0.00000  10.485926 0.00000
 74 -10.477010 0.00000  10.487276 0.00000
 75 -10.475660 0.00000  10.488626 0.00000
 76 -10.474310 0.00000  10.489976 0.00000
 77 -10.472960 0.00000  10.491326 0.00000
 78 -10.471610 0.00000  10.492676 0.00000
 79 -10.470260 0.00000  10.494026 0.00000
 80 -10.468910 0.00000  10.495376 0.00000
 81 -10.467560 0.00000  10.496726 0.00000
 82 -10.466210 0.00000  10.498076 0.00000
 83 -10.464860 0.00000  10.499426 0.00000
 84 -10.463510 0.00000  10.500776 0.00000
 85 -10.462160 0.00000  10.502126 0.00000
 86 -10.460810 0.00000  10.503476 0.00000
 87 -10.459460 0.00000  10.504826 0.00000
 88 -10.458110 0.00000  10.506176 0.00000
 89 -10.456760 0.00000  10.507526 0.00000
 90 -10.455410 0.00000  10.508876 0.00000
 91 -10.454060 0.00000  10.510226 0.00000
 92 -10.452710 0.00000  10.511576 0.00000
 93 -10.451360 0.00000  10.512926 0.00000
 94 -10.450010 0.00000  10.514276 0.00000
 95 -10.448660 0.00000  10.515626 0.00000
 96 -10.447310 0.00000  10.516976 0.00000
 97 -10.445960 0.00000  10.518326 0.00000
 98 -10.444610 0.00000  10.519676 0.00000
 99 -10.443260 0.00000  10.521026 0.00000
100 -10.441910 0.00000  10.522376 0.00000
