  1 -12.526709 0.00000  -6.010222 0.00000
  2 -12.525359 0.00000  -6.008872 0.00000
  3 -12.524009 0.00000  -6.007522 0.00000
  4 -12.522659 0.00000  -6.006172 0.00000
  5 -12.521309 0.00000  -6.004822 0.00000
  6 -12.519959 0.00000  -6.003472 0.00000
  7 -12.518609 0.00000  -6.002122 0.00000
  8 -12.517259 0.00000  -6.000772 0.00000
  9 -12.515909 0.00000  -5.999422 0.00000
 10 -12.514559 0.00000  -5.998072 0.00000
 11 -12.513209 0.00000  -5.996722 0.00000
 12 -12.511859 0.00000  -5.995372 0.00000
 13 -12.510509 0.00000  -5.994022 0.00000
 14 -12.509159 0.00000  -5.992672 0.00000
 15 -12.507809 0.00000  -5.991322 0.00000
 16 -12.506459 0.00000  -5.989972 0.00000
 17 -12.505109 0.00000  -5.988622 0.00000
 18 -12.503759 0.00000  -5.987272 0.00000
 19 -12.502409 0.00000  -5.985922 0.00000
 20 -12.501059 0.00000  -5.984572 0.00000
 21 -12.499709 0.00000  -5.983222 0.00000
 22 -12.498359 0.00000  -5.981872 0.00000
 23 -12.497009 0.00000  -5.980522 0.00000
 24 -12.495659 0.00000  -5.979172 0.00000
 25 -12.494309 0.00002  -5.977822 0.00000
 26 -12.492959 0.00030  -5.976472 0.00000
 27 -12.491609 0.00101  -5.975122 0.00000
 28 -12.490259 0.00232  -5.973772 0.00000
 29 -12.488909 0.00478  -5.972422 0.00000
 30 -12.487559 0.00782  -5.971072 0.00006
 31 -12.486209 0.01255  -5.969722 0.01102
 32 -12.484859 0.01787  -5.968372 0.08046
 33 -12.483509 0.03886  -5.967022 0.20147
 34 -12.482159 0.08156  -5.965672 0.34528
 35 -12.480809 0.20641  -5.964322 0.47937
 36 -12.479459 0.35994  -5.962972 0.58009
 37 -12.478109 0.50823  -5.961622 0.65878
 38 -12.476759 0.61667  -5.960272 0.72362
 39 -12.475409 0.69786  -5.958922 0.77027
 40 -12.474059 0.75651  -5.957572 0.82389
 41 -12.472709 0.81336  -5.956222 0.85557
 42 -12.471359 0.85624  -5.954872 0.89246
 43 -12.470009 0.88935  -5.953522 0.91428
 44 -12.468659 0.92426  -5.952172 0.93785
 45 -12.467309 0.95146  -5.950822 0.95722
 46 -12.465959 0.97446  -5.949472 0.97578
 47 -12.464609 0.98262  -5.948122 0.97836
 48 -12.463259 0.99112  -5.946772 0.99055
 49 -12.461909 0.99295  -5.945422 0.98747
 50 -12.460559 1.00000  -5.944072 0.99277
 51 -12.459209 0.99902  -5.942722 1.00000
 52 -12.457859 0.98854  -5.941372 0.98402
 53 -12.456509 0.98410  -5.940022 0.98083
 54 -12.455159 0.97017  -5.938672 0.98284
 55 -12.453809 0.94978  -5.937322 0.96002
 56 -12.452459 0.92670  -5.935972 0.94713
 57 -12.451109 0.89524  -5.934622 0.93583
 58 -12.449759 0.85510  -5.933272 0.90777
 59 -12.448409 0.81161  -5.931922 0.87626
 60 -12.447059 0.75498  -5.930572 0.83693
 61 -12.445709 0.69182  -5.929222 0.79270
 62 -12.444359 0.62041  -5.927872 0.75695
 63 -12.443009 0.52456  -5.926522 0.69856
 64 -12.441659 0.41896  -5.925172 0.63005
 65 -12.440309 0.26536  -5.923822 0.54037
 66 -12.438959 0.12808  -5.922472 0.42013
 67 -12.437609 0.04292  -5.921122 0.27021
 68 -12.436259 0.00528  -5.919772 0.14092
 69 -12.434909 0.00000  -5.918422 0.04883
 70 -12.433559 0.00000  -5.917072 0.00973
 71 -12.432209 0.00000  -5.915722 0.00362
 72 -12.430859 0.00000  -5.914372 0.00081
 73 -12.429509 0.00000  -5.913022 0.00003
 74 -12.428159 0.00000  -5.911672 0.00000
 75 -12.426809 0.00000  -5.910322 0.00000
 76 -12.425459 0.00000  -5.908972 0.00000
 77 -12.424109 0.00000  -5.907622 0.00000
 78 -12.422759 0.00000  -5.906272 0.00000
 79 -12.421409 0.00000  -5.904922 0.00000
 80 -12.420059 0.00000  -5.903572 0.00000
 81 -12.418709 0.00000  -5.902222 0.00000
 82 -12.417359 0.00000  -5.900872 0.00000
 83 -12.416009 0.00000  -5.899522 0.00000
 84 -12.414659 0.00000  -5.898172 0.00000
 85 -12.413309 0.00000  -5.896822 0.00000
 86 -12.411959 0.00000  -5.895472 0.00000
 87 -12.410609 0.00000  -5.894122 0.00000
 88 -12.409259 0.00000  -5.892772 0.00000
 89 -12.407909 0.00000  -5.891422 0.00000
 90 -12.406559 0.00000  -5.890072 0.00000
 91 -12.405209 0.00000  -5.888722 0.00000
 92 -12.403859 0.00000  -5.887372 0.00000
 93 -12.402509 0.00000  -5.886022 0.00000
 94 -12.401159 0.00000  -5.884672 0.00000
 95 -12.399809 0.00000  -5.883322 0.00000
 96 -12.398459 0.00000  -5.881972 0.00000
 97 -12.397109 0.00000  -5.880622 0.00000
 98 -12.395759 0.00000  -5.879272 0.00000
 99 -12.394409 0.00000  -5.877922 0.00000
100 -12.393059 0.00000  -5.876572 0.00000
