  1 -12.541287 0.00000  12.666069 0.00000
  2 -12.539937 0.00000  12.667419 0.00000
  3 -12.538587 0.00000  12.668769 0.00000
  4 -12.537237 0.00000  12.670119 0.00000
  5 -12.535887 0.00000  12.671469 0.00000
  6 -12.534537 0.00000  12.672819 0.00000
  7 -12.533187 0.00000  12.674169 0.00000
  8 -12.531837 0.00000  12.675519 0.00000
  9 -12.530487 0.00000  12.676869 0.00000
 10 -12.529137 0.00000  12.678219 0.00000
 11 -12.527787 0.00000  12.679569 0.00000
 12 -12.526437 0.00000  12.680919 0.00000
 13 -12.525087 0.00000  12.682269 0.00000
 14 -12.523737 0.00000  12.683619 0.00000
 15 -12.522387 0.00000  12.684969 0.00000
 16 -12.521037 0.00000  12.686319 0.00000
 17 -12.519687 0.00000  12.687669 0.00000
 18 -12.518337 0.00000  12.689019 0.00000
 19 -12.516987 0.00000  12.690369 0.00000
 20 -12.515637 0.00000  12.691719 0.00000
 21 -12.514287 0.00000  12.693069 0.00000
 22 -12.512937 0.00000  12.694419 0.00000
 23 -12.511587 0.00000  12.695769 0.00000
 24 -12.510237 0.00000  12.697119 0.00107
 25 -12.508887 0.00000  12.698469 0.02193
 26 -12.507537 0.00000  12.699819 0.06343
 27 -12.506187 0.00000  12.701169 0.11922
 28 -12.504837 0.00059  12.702519 0.18409
 29 -12.503487 0.00417  12.703869 0.24803
 30 -12.502137 0.01282  12.705219 0.31459
 31 -12.500787 0.02225  12.706569 0.38374
 32 -12.499437 0.03825  12.707919 0.45506
 33 -12.498087 0.06000  12.709269 0.53890
 34 -12.496737 0.09739  12.710619 0.62260
 35 -12.495387 0.16041  12.711969 0.70348
 36 -12.494037 0.25543  12.713319 0.76827
 37 -12.492687 0.36523  12.714669 0.82423
 38 -12.491337 0.46953  12.716019 0.86364
 39 -12.489987 0.56616  12.717369 0.90601
 40 -12.488637 0.67699  12.718719 0.93355
 41 -12.487287 0.75110  12.720069 0.95456
 42 -12.485937 0.79606  12.721419 0.96530
 43 -12.484587 0.85222  12.722769 0.98151
 44 -12.483237 0.89166  12.724119 1.00000
 45 -12.481887 0.91080  12.725469 0.99087
 46 -12.480537 0.94532  12.726819 0.99927
 47 -12.479187 0.95346  12.728169 0.99941
 48 -12.477837 0.98044  12.729519 0.99580
 49 -12.476487 0.97785  12.730869 0.99436
 50 -12.475137 0.99529  12.732219 0.97536
 51 -12.473787 1.00000  12.733569 0.96806
 52 -12.472437 0.99090  12.734919 0.95160
 53 -12.471087 0.98572  12.736269 0.93494
 54 -12.469737 0.96811  12.737619 0.91202
 55 -12.468387 0.94300  12.738969 0.87176
 56 -12.467037 0.93632  12.740319 0.83356
 57 -12.465687 0.90867  12.741669 0.78747
 58 -12.464337 0.87466  12.743019 0.71817
 59 -12.462987 0.83340  12.744369 0.63117
 60 -12.461637 0.78359  12.745719 0.54237
 61 -12.460287 0.72476  12.747069 0.46143
 62 -12.458937 0.65445  12.748419 0.39217
 63 -12.457587 0.57486  12.749769 0.32496
 64 -12.456237 0.47387  12.751119 0.26418
 65 -12.454887 0.36348  12.752469 0.19737
 66 -12.453537 0.25893  12.753819 0.13408
 67 -12.452187 0.17459  12.755169 0.08449
 68 -12.450837 0.10642  12.756519 0.04674
 69 -12.449487 0.04619  12.757869 0.01835
 70 -12.448137 0.00974  12.759219 0.00220
 71 -12.446787 0.00000  12.760569 0.00000
 72 -12.445437 0.00000  12.761919 0.00000
 73 -12.444087 0.00000  12.763269 0.00000
 74 -12.442737 0.00000  12.764619 0.00000
 75 -12.441387 0.00000  12.765969 0.00000
 76 -12.440037 0.00000  12.767319 0.00000
 77 -12.438687 0.00000  12.768669 0.00000
 78 -12.437337 0.00000  12.770019 0.00000
 79 -12.435987 0.00000  12.771369 0.00000
 80 -12.434637 0.00000  12.772719 0.00000
 81 -12.433287 0.00000  12.774069 0.00000
 82 -12.431937 0.00000  12.775419 0.00000
 83 -12.430587 0.00000  12.776769 0.00000
 84 -12.429237 0.00000  12.778119 0.00000
 85 -12.427887 0.00000  12.779469 0.00000
 86 -12.426537 0.00000  12.780819 0.00000
 87 -12.425187 0.00000  12.782169 0.00000
 88 -12.423837 0.00000  12.783519 0.00000
 89 -12.422487 0.00000  12.784869 0.00000
 90 -12.421137 0.00000  12.786219 0.00000
 91 -12.419787 0.00000  12.787569 0.00000
 92 -12.418437 0.00000  12.788919 0.00000
 93 -12.417087 0.00000  12.790269 0.00000
 94 -12.415737 0.00000  12.791619 0.00000
 95 -12.414387 0.00000  12.792969 0.00000
 96 -12.413037 0.00000  12.794319 0.00000
 97 -12.411687 0.00000  12.795669 0.00000
 98 -12.410337 0.00000  12.797019 0.00000
 99 -12.408987 0.00000  12.798369 0.00000
100 -12.407637 0.00000  12.799719 0.00000
