  1 -12.527662 0.00000   2.630361 0.00000
  2 -12.526312 0.00000   2.631711 0.00000
  3 -12.524962 0.00000   2.633061 0.00000
  4 -12.523612 0.00000   2.634411 0.00000
  5 -12.522262 0.00000   2.635761 0.00000
  6 -12.520912 0.00000   2.637111 0.00000
  7 -12.519562 0.00000   2.638461 0.00000
  8 -12.518212 0.00000   2.639811 0.00000
  9 -12.516862 0.00000   2.641161 0.00000
 10 -12.515512 0.00000   2.642511 0.00000
 11 -12.514162 0.00000   2.643861 0.00000
 12 -12.512812 0.00000   2.645211 0.00000
 13 -12.511462 0.00000   2.646561 0.00000
 14 -12.510112 0.00000   2.647911 0.00000
 15 -12.508762 0.00000   2.649261 0.00000
 16 -12.507412 0.00000   2.650611 0.00000
 17 -12.506062 0.00000   2.651961 0.00000
 18 -12.504712 0.00000   2.653311 0.00000
 19 -12.503362 0.00000   2.654661 0.00000
 20 -12.502012 0.00000   2.656011 0.00000
 21 -12.500662 0.00000   2.657361 0.00000
 22 -12.499312 0.00000   2.658711 0.00000
 23 -12.497962 0.00000   2.660061 0.00000
 24 -12.496612 0.00000   2.661411 0.00000
 25 -12.495262 0.00000   2.662761 0.00000
 26 -12.493912 0.00059   2.664111 0.00022
 27 -12.492562 0.00232   2.665461 0.00649
 28 -12.491212 0.00423   2.666811 0.02961
 29 -12.489862 0.00766   2.668161 0.07134
 30 -12.488512 0.01189   2.669511 0.11665
 31 -12.487162 0.01965   2.670861 0.17293
 32 -12.485812 0.03020   2.672211 0.25689
 33 -12.484462 0.06245   2.673561 0.35266
 34 -12.483112 0.14038   2.674911 0.45323
 35 -12.481762 0.23426   2.676261 0.55720
 36 -12.480412 0.35222   2.677611 0.64759
 37 -12.479062 0.46877   2.678961 0.71766
 38 -12.477712 0.57598   2.680311 0.77797
 39 -12.476362 0.67130   2.681661 0.81953
 40 -12.475012 0.74144   2.683011 0.86123
 41 -12.473662 0.80170   2.684361 0.89519
 42 -12.472312 0.84739   2.685711 0.92811
 43 -12.470962 0.87937   2.687061 0.94244
 44 -12.469612 0.91513   2.688411 0.96088
 45 -12.468262 0.94182   2.689761 0.98347
 46 -12.466912 0.95927   2.691111 0.97793
 47 -12.465562 0.98193   2.692461 1.00000
 48 -12.464212 0.98809   2.693811 0.99681
 49 -12.462862 1.00000   2.695161 0.99734
 50 -12.461512 0.99651   2.696511 0.99667
 51 -12.460162 0.99629   2.697861 0.98830
 52 -12.458812 0.98769   2.699211 0.98189
 53 -12.457462 0.97435   2.700561 0.97058
 54 -12.456112 0.97872   2.701911 0.95572
 55 -12.454762 0.94879   2.703261 0.93909
 56 -12.453412 0.92351   2.704611 0.91089
 57 -12.452062 0.90488   2.705961 0.88895
 58 -12.450712 0.86187   2.707311 0.84734
 59 -12.449362 0.80184   2.708661 0.80441
 60 -12.448012 0.76307   2.710011 0.75540
 61 -12.446662 0.69819   2.711361 0.68391
 62 -12.445312 0.62605   2.712711 0.60281
 63 -12.443962 0.52391   2.714061 0.51425
 64 -12.442612 0.41178   2.715411 0.42849
 65 -12.441262 0.29511   2.716761 0.34587
 66 -12.439912 0.19297   2.718111 0.24918
 67 -12.438562 0.09930   2.719461 0.16184
 68 -12.437212 0.04587   2.720811 0.08837
 69 -12.435862 0.00806   2.722161 0.03776
 70 -12.434512 0.00000   2.723511 0.00970
 71 -12.433162 0.00000   2.724861 0.00053
 72 -12.431812 0.00000   2.726211 0.00003
 73 -12.430462 0.00000   2.727561 0.00000
 74 -12.429112 0.00000   2.728911 0.00000
 75 -12.427762 0.00000   2.730261 0.00000
 76 -12.426412 0.00000   2.731611 0.00000
 77 -12.425062 0.00000   2.732961 0.00000
 78 -12.423712 0.00000   2.734311 0.00000
 79 -12.422362 0.00000   2.735661 0.00000
 80 -12.421012 0.00000   2.737011 0.00000
 81 -12.419662 0.00000   2.738361 0.00000
 82 -12.418312 0.00000   2.739711 0.00000
 83 -12.416962 0.00000   2.741061 0.00000
 84 -12.415612 0.00000   2.742411 0.00000
 85 -12.414262 0.00000   2.743761 0.00000
 86 -12.412912 0.00000   2.745111 0.00000
 87 -12.411562 0.00000   2.746461 0.00000
 88 -12.410212 0.00000   2.747811 0.00000
 89 -12.408862 0.00000   2.749161 0.00000
 90 -12.407512 0.00000   2.750511 0.00000
 91 -12.406162 0.00000   2.751861 0.00000
 92 -12.404812 0.00000   2.753211 0.00000
 93 -12.403462 0.00000   2.754561 0.00000
 94 -12.402112 0.00000   2.755911 0.00000
 95 -12.400762 0.00000   2.757261 0.00000
 96 -12.399412 0.00000   2.758611 0.00000
 97 -12.398062 0.00000   2.759961 0.00000
 98 -12.396712 0.00000   2.761311 0.00000
 99 -12.395362 0.00000   2.762661 0.00000
100 -12.394012 0.00000   2.764011 0.00000
