  1 -10.567941 0.00000  -5.914553 0.00000
  2 -10.566591 0.00000  -5.913203 0.00000
  3 -10.565241 0.00000  -5.911853 0.00000
  4 -10.563891 0.00000  -5.910503 0.00000
  5 -10.562541 0.00000  -5.909153 0.00000
  6 -10.561191 0.00000  -5.907803 0.00000
  7 -10.559841 0.00000  -5.906453 0.00000
  8 -10.558491 0.00000  -5.905103 0.00000
  9 -10.557141 0.00000  -5.903753 0.00000
 10 -10.555791 0.00000  -5.902403 0.00000
 11 -10.554441 0.00000  -5.901053 0.00000
 12 -10.553091 0.00000  -5.899703 0.00000
 13 -10.551741 0.00000  -5.898353 0.00000
 14 -10.550391 0.00000  -5.897003 0.00000
 15 -10.549041 0.00000  -5.895653 0.00000
 16 -10.547691 0.00000  -5.894303 0.00000
 17 -10.546341 0.00000  -5.892953 0.00000
 18 -10.544991 0.00000  -5.891603 0.00000
 19 -10.543641 0.00000  -5.890253 0.00000
 20 -10.542291 0.00000  -5.888903 0.00000
 21 -10.540941 0.00000  -5.887553 0.00000
 22 -10.539591 0.00000  -5.886203 0.00000
 23 -10.538241 0.00000  -5.884853 0.00000
 24 -10.536891 0.00000  -5.883503 0.00000
 25 -10.535541 0.00000  -5.882153 0.00000
 26 -10.534191 0.00000  -5.880803 0.00000
 27 -10.532841 0.00020  -5.879453 0.00000
 28 -10.531491 0.00134  -5.878103 0.00000
 29 -10.530141 0.00351  -5.876753 0.00157
 30 -10.528791 0.00672  -5.875403 0.01017
 31 -10.527441 0.01189  -5.874053 0.02573
 32 -10.526091 0.01682  -5.872703 0.06680
 33 -10.524741 0.03491  -5.871353 0.19513
 34 -10.523391 0.08815  -5.870003 0.36290
 35 -10.522041 0.24665  -5.868653 0.49254
 36 -10.520691 0.41766  -5.867303 0.59294
 37 -10.519341 0.53977  -5.865953 0.66823
 38 -10.517991 0.63830  -5.864603 0.73253
 39 -10.516641 0.71280  -5.863253 0.78116
 40 -10.515291 0.76517  -5.861903 0.82510
 41 -10.513941 0.81794  -5.860553 0.86510
 42 -10.512591 0.86388  -5.859203 0.89348
 43 -10.511241 0.89224  -5.857853 0.92353
 44 -10.509891 0.92844  -5.856503 0.95157
 45 -10.508541 0.94332  -5.855153 0.96938
 46 -10.507191 0.97099  -5.853803 0.97011
 47 -10.505841 0.98358  -5.852453 0.97753
 48 -10.504491 0.98218  -5.851103 0.99410
 49 -10.503141 0.99721  -5.849753 0.98741
 50 -10.501791 0.99552  -5.848403 0.99899
 51 -10.500441 1.00000  -5.847053 1.00000
 52 -10.499091 0.99353  -5.845703 0.99396
 53 -10.497741 0.98400  -5.844353 0.97983
 54 -10.496391 0.96181  -5.843003 0.98489
 55 -10.495041 0.94563  -5.841653 0.96045
 56 -10.493691 0.92401  -5.840303 0.95193
 57 -10.492341 0.89067  -5.838953 0.92848
 58 -10.490991 0.86056  -5.837603 0.90266
 59 -10.489641 0.80680  -5.836253 0.87594
 60 -10.488291 0.76022  -5.834903 0.84527
 61 -10.486941 0.70538  -5.833553 0.79698
 62 -10.485591 0.62559  -5.832203 0.75262
 63 -10.484241 0.54039  -5.830853 0.69045
 64 -10.482891 0.42708  -5.829503 0.62135
 65 -10.481541 0.28131  -5.828153 0.52836
 66 -10.480191 0.12941  -5.826803 0.42433
 67 -10.478841 0.04374  -5.825453 0.27483
 68 -10.477491 0.00714  -5.824103 0.11434
 69 -10.476141 0.00000  -5.822753 0.02604
 70 -10.474791 0.00000  -5.821403 0.00143
 71 -10.473441 0.00000  -5.820053 0.00003
 72 -10.472091 0.00000  -5.818703 0.00000
 73 -10.470741 0.00000  -5.817353 0.00000
 74 -10.469391 0.00000  -5.816003 0.00000
 75 -10.468041 0.00000  -5.814653 0.00000
 76 -10.466691 0.00000  -5.813303 0.00000
 77 -10.465341 0.00000  -5.811953 0.00000
 78 -10.463991 0.00000  -5.810603 0.00000
 79 -10.462641 0.00000  -5.809253 0.00000
 80 -10.461291 0.00000  -5.807903 0.00000
 81 -10.459941 0.00000  -5.806553 0.00000
 82 -10.458591 0.00000  -5.805203 0.00000
 83 -10.457241 0.00000  -5.803853 0.00000
 84 -10.455891 0.00000  -5.802503 0.00000
 85 -10.454541 0.00000  -5.801153 0.00000
 86 -10.453191 0.00000  -5.799803 0.00000
 87 -10.451841 0.00000  -5.798453 0.00000
 88 -10.450491 0.00000  -5.797103 0.00000
 89 -10.449141 0.00000  -5.795753 0.00000
 90 -10.447791 0.00000  -5.794403 0.00000
 91 -10.446441 0.00000  -5.793053 0.00000
 92 -10.445091 0.00000  -5.791703 0.00000
 93 -10.443741 0.00000  -5.790353 0.00000
 94 -10.442391 0.00000  -5.789003 0.00000
 95 -10.441041 0.00000  -5.787653 0.00000
 96 -10.439691 0.00000  -5.786303 0.00000
 97 -10.438341 0.00000  -5.784953 0.00000
 98 -10.436991 0.00000  -5.783603 0.00000
 99 -10.435641 0.00000  -5.782253 0.00000
100 -10.434291 0.00000  -5.780903 0.00000
