  1 -13.022297 0.00000  10.268819 0.00000
  2 -13.020947 0.00000  10.270169 0.00000
  3 -13.019597 0.00000  10.271519 0.00000
  4 -13.018247 0.00000  10.272869 0.00000
  5 -13.016897 0.00000  10.274219 0.00000
  6 -13.015547 0.00000  10.275569 0.00000
  7 -13.014197 0.00000  10.276919 0.00000
  8 -13.012847 0.00000  10.278269 0.00000
  9 -13.011497 0.00000  10.279619 0.00000
 10 -13.010147 0.00000  10.280969 0.00000
 11 -13.008797 0.00000  10.282319 0.00000
 12 -13.007447 0.00000  10.283669 0.00000
 13 -13.006097 0.00000  10.285019 0.00000
 14 -13.004747 0.00000  10.286369 0.00000
 15 -13.003397 0.00000  10.287719 0.00000
 16 -13.002047 0.00000  10.289069 0.00000
 17 -13.000697 0.00000  10.290419 0.00000
 18 -12.999347 0.00000  10.291769 0.00000
 19 -12.997997 0.00000  10.293119 0.00000
 20 -12.996647 0.00000  10.294469 0.00000
 21 -12.995297 0.00000  10.295819 0.00000
 22 -12.993947 0.00000  10.297169 0.00000
 23 -12.992597 0.00000  10.298519 0.00000
 24 -12.991247 0.00000  10.299869 0.00000
 25 -12.989897 0.00000  10.301219 0.00598
 26 -12.988547 0.00000  10.302569 0.03464
 27 -12.987197 0.00000  10.303919 0.06561
 28 -12.985847 0.00000  10.305269 0.11607
 29 -12.984497 0.00025  10.306619 0.18319
 30 -12.983147 0.00275  10.307969 0.25319
 31 -12.981797 0.01002  10.309319 0.32814
 32 -12.980447 0.02160  10.310669 0.40905
 33 -12.979097 0.04453  10.312019 0.50299
 34 -12.977747 0.08031  10.313369 0.58273
 35 -12.976397 0.17578  10.314719 0.66666
 36 -12.975047 0.29103  10.316069 0.73550
 37 -12.973697 0.40465  10.317419 0.79282
 38 -12.972347 0.50304  10.318769 0.83925
 39 -12.970997 0.60676  10.320119 0.87287
 40 -12.969647 0.70532  10.321469 0.92015
 41 -12.968297 0.77195  10.322819 0.93383
 42 -12.966947 0.82469  10.324169 0.96186
 43 -12.965597 0.86640  10.325519 0.97498
 44 -12.964247 0.90778  10.326869 0.98046
 45 -12.962897 0.92584  10.328219 0.99116
 46 -12.961547 0.96241  10.329569 0.99060
 47 -12.960197 0.97763  10.330919 0.99680
 48 -12.958847 0.98998  10.332269 0.99586
 49 -12.957497 0.99524  10.333619 1.00000
 50 -12.956147 0.99834  10.334969 0.98060
 51 -12.954797 1.00000  10.336319 0.96469
 52 -12.953447 0.99968  10.337669 0.95652
 53 -12.952097 0.99283  10.339019 0.95174
 54 -12.950747 0.99102  10.340369 0.91751
 55 -12.949397 0.96687  10.341719 0.88768
 56 -12.948047 0.94178  10.343069 0.85224
 57 -12.946697 0.92472  10.344419 0.80061
 58 -12.945347 0.88182  10.345769 0.75899
 59 -12.943997 0.85388  10.347119 0.69488
 60 -12.942647 0.79598  10.348469 0.60616
 61 -12.941297 0.73295  10.349819 0.53810
 62 -12.939947 0.65853  10.351169 0.43935
 63 -12.938597 0.57219  10.352519 0.35047
 64 -12.937247 0.45335  10.353869 0.28060
 65 -12.935897 0.33318  10.355219 0.20804
 66 -12.934547 0.22909  10.356569 0.14435
 67 -12.933197 0.13948  10.357919 0.08541
 68 -12.931847 0.07493  10.359269 0.04707
 69 -12.930497 0.02616  10.360619 0.01985
 70 -12.929147 0.00037  10.361969 0.00209
 71 -12.927797 0.00000  10.363319 0.00000
 72 -12.926447 0.00000  10.364669 0.00000
 73 -12.925097 0.00000  10.366019 0.00000
 74 -12.923747 0.00000  10.367369 0.00000
 75 -12.922397 0.00000  10.368719 0.00000
 76 -12.921047 0.00000  10.370069 0.00000
 77 -12.919697 0.00000  10.371419 0.00000
 78 -12.918347 0.00000  10.372769 0.00000
 79 -12.916997 0.00000  10.374119 0.00000
 80 -12.915647 0.00000  10.375469 0.00000
 81 -12.914297 0.00000  10.376819 0.00000
 82 -12.912947 0.00000  10.378169 0.00000
 83 -12.911597 0.00000  10.379519 0.00000
 84 -12.910247 0.00000  10.380869 0.00000
 85 -12.908897 0.00000  10.382219 0.00000
 86 -12.907547 0.00000  10.383569 0.00000
 87 -12.906197 0.00000  10.384919 0.00000
 88 -12.904847 0.00000  10.386269 0.00000
 89 -12.903497 0.00000  10.387619 0.00000
 90 -12.902147 0.00000  10.388969 0.00000
 91 -12.900797 0.00000  10.390319 0.00000
 92 -12.899447 0.00000  10.391669 0.00000
 93 -12.898097 0.00000  10.393019 0.00000
 94 -12.896747 0.00000  10.394369 0.00000
 95 -12.895397 0.00000  10.395719 0.00000
 96 -12.894047 0.00000  10.397069 0.00000
 97 -12.892697 0.00000  10.398419 0.00000
 98 -12.891347 0.00000  10.399769 0.00000
 99 -12.889997 0.00000  10.401119 0.00000
100 -12.888647 0.00000  10.402469 0.00000
