  1 -12.040382 0.00000  -7.751690 0.00000
  2 -12.039032 0.00000  -7.750340 0.00000
  3 -12.037682 0.00000  -7.748990 0.00000
  4 -12.036332 0.00000  -7.747640 0.00000
  5 -12.034982 0.00000  -7.746290 0.00000
  6 -12.033632 0.00000  -7.744940 0.00000
  7 -12.032282 0.00000  -7.743590 0.00000
  8 -12.030932 0.00000  -7.742240 0.00000
  9 -12.029582 0.00000  -7.740890 0.00000
 10 -12.028232 0.00000  -7.739540 0.00000
 11 -12.026882 0.00000  -7.738190 0.00000
 12 -12.025532 0.00000  -7.736840 0.00000
 13 -12.024182 0.00000  -7.735490 0.00000
 14 -12.022832 0.00000  -7.734140 0.00000
 15 -12.021482 0.00000  -7.732790 0.00000
 16 -12.020132 0.00000  -7.731440 0.00000
 17 -12.018782 0.00000  -7.730090 0.00000
 18 -12.017432 0.00000  -7.728740 0.00000
 19 -12.016082 0.00000  -7.727390 0.00000
 20 -12.014732 0.00000  -7.726040 0.00000
 21 -12.013382 0.00000  -7.724690 0.00000
 22 -12.012032 0.00000  -7.723340 0.00000
 23 -12.010682 0.00000  -7.721990 0.00000
 24 -12.009332 0.00000  -7.720640 0.00000
 25 -12.007982 0.00000  -7.719290 0.00000
 26 -12.006632 0.00000  -7.717940 0.00000
 27 -12.005282 0.00035  -7.716590 0.00000
 28 -12.003932 0.00141  -7.715240 0.00000
 29 -12.002582 0.00292  -7.713890 0.00003
 30 -12.001232 0.00505  -7.712540 0.00197
 31 -11.999882 0.00869  -7.711190 0.01209
 32 -11.998532 0.01997  -7.709840 0.05240
 33 -11.997182 0.04057  -7.708490 0.16699
 34 -11.995832 0.09210  -7.707140 0.30818
 35 -11.994482 0.20029  -7.705790 0.45045
 36 -11.993132 0.36818  -7.704440 0.55874
 37 -11.991782 0.51877  -7.703090 0.64610
 38 -11.990432 0.61726  -7.701740 0.71011
 39 -11.989082 0.70355  -7.700390 0.76409
 40 -11.987732 0.76855  -7.699040 0.81184
 41 -11.986382 0.81414  -7.697690 0.85562
 42 -11.985032 0.85436  -7.696340 0.87614
 43 -11.983682 0.89619  -7.694990 0.91721
 44 -11.982332 0.92191  -7.693640 0.93920
 45 -11.980982 0.95409  -7.692290 0.94514
 46 -11.979632 0.97213  -7.690940 0.96758
 47 -11.978282 0.98461  -7.689590 0.98024
 48 -11.976932 0.98852  -7.688240 0.98390
 49 -11.975582 0.99396  -7.686890 1.00000
 50 -11.974232 1.00000  -7.685540 0.99278
 51 -11.972882 0.99998  -7.684190 0.99478
 52 -11.971532 0.99225  -7.682840 0.98853
 53 -11.970182 0.99037  -7.681490 0.98030
 54 -11.968832 0.96849  -7.680140 0.98424
 55 -11.967482 0.95230  -7.678790 0.96668
 56 -11.966132 0.91911  -7.677440 0.95901
 57 -11.964782 0.89483  -7.676090 0.93703
 58 -11.963432 0.86381  -7.674740 0.91428
 59 -11.962082 0.81196  -7.673390 0.89037
 60 -11.960732 0.75790  -7.672040 0.85886
 61 -11.959382 0.69441  -7.670690 0.81156
 62 -11.958032 0.61338  -7.669340 0.77176
 63 -11.956682 0.53197  -7.667990 0.72040
 64 -11.955332 0.42642  -7.666640 0.64914
 65 -11.953982 0.28450  -7.665290 0.57687
 66 -11.952632 0.13237  -7.663940 0.47350
 67 -11.951282 0.03527  -7.662590 0.33524
 68 -11.949932 0.00136  -7.661240 0.17680
 69 -11.948582 0.00000  -7.659890 0.06827
 70 -11.947232 0.00000  -7.658540 0.01297
 71 -11.945882 0.00000  -7.657190 0.00147
 72 -11.944532 0.00000  -7.655840 0.00023
 73 -11.943182 0.00000  -7.654490 0.00000
 74 -11.941832 0.00000  -7.653140 0.00000
 75 -11.940482 0.00000  -7.651790 0.00000
 76 -11.939132 0.00000  -7.650440 0.00000
 77 -11.937782 0.00000  -7.649090 0.00000
 78 -11.936432 0.00000  -7.647740 0.00000
 79 -11.935082 0.00000  -7.646390 0.00000
 80 -11.933732 0.00000  -7.645040 0.00000
 81 -11.932382 0.00000  -7.643690 0.00000
 82 -11.931032 0.00000  -7.642340 0.00000
 83 -11.929682 0.00000  -7.640990 0.00000
 84 -11.928332 0.00000  -7.639640 0.00000
 85 -11.926982 0.00000  -7.638290 0.00000
 86 -11.925632 0.00000  -7.636940 0.00000
 87 -11.924282 0.00000  -7.635590 0.00000
 88 -11.922932 0.00000  -7.634240 0.00000
 89 -11.921582 0.00000  -7.632890 0.00000
 90 -11.920232 0.00000  -7.631540 0.00000
 91 -11.918882 0.00000  -7.630190 0.00000
 92 -11.917532 0.00000  -7.628840 0.00000
 93 -11.916182 0.00000  -7.627490 0.00000
 94 -11.914832 0.00000  -7.626140 0.00000
 95 -11.913482 0.00000  -7.624790 0.00000
 96 -11.912132 0.00000  -7.623440 0.00000
 97 -11.910782 0.00000  -7.622090 0.00000
 98 -11.909432 0.00000  -7.620740 0.00000
 99 -11.908082 0.00000  -7.619390 0.00000
100 -11.906732 0.00000  -7.618040 0.00000
