  1 -11.060011 0.00000  -5.035641 0.00000
  2 -11.058661 0.00000  -5.034291 0.00000
  3 -11.057311 0.00000  -5.032941 0.00000
  4 -11.055961 0.00000  -5.031591 0.00000
  5 -11.054611 0.00000  -5.030241 0.00000
  6 -11.053261 0.00000  -5.028891 0.00000
  7 -11.051911 0.00000  -5.027541 0.00000
  8 -11.050561 0.00000  -5.026191 0.00000
  9 -11.049211 0.00000  -5.024841 0.00000
 10 -11.047861 0.00000  -5.023491 0.00000
 11 -11.046511 0.00000  -5.022141 0.00000
 12 -11.045161 0.00000  -5.020791 0.00000
 13 -11.043811 0.00000  -5.019441 0.00000
 14 -11.042461 0.00000  -5.018091 0.00000
 15 -11.041111 0.00000  -5.016741 0.00000
 16 -11.039761 0.00000  -5.015391 0.00000
 17 -11.038411 0.00000  -5.014041 0.00000
 18 -11.037061 0.00000  -5.012691 0.00000
 19 -11.035711 0.00000  -5.011341 0.00000
 20 -11.034361 0.00000  -5.009991 0.00000
 21 -11.033011 0.00000  -5.008641 0.00000
 22 -11.031661 0.00000  -5.007291 0.00000
 23 -11.030311 0.00000  -5.005941 0.00000
 24 -11.028961 0.00000  -5.004591 0.00000
 25 -11.027611 0.00000  -5.003241 0.00000
 26 -11.026261 0.00002  -5.001891 0.00000
 27 -11.024911 0.00069  -5.000541 0.00000
 28 -11.023561 0.00181  -4.999191 0.00000
 29 -11.022211 0.00449  -4.997841 0.00014
 30 -11.020861 0.00774  -4.996491 0.00379
 31 -11.019511 0.01359  -4.995141 0.01640
 32 -11.018161 0.02037  -4.993791 0.07507
 33 -11.016811 0.03500  -4.992441 0.22090
 34 -11.015461 0.09641  -4.991091 0.38167
 35 -11.014111 0.23746  -4.989741 0.50788
 36 -11.012761 0.39726  -4.988391 0.60238
 37 -11.011411 0.53343  -4.987041 0.67775
 38 -11.010061 0.63035  -4.985691 0.73156
 39 -11.008711 0.71307  -4.984341 0.79449
 40 -11.007361 0.76390  -4.982991 0.83611
 41 -11.006011 0.82334  -4.981641 0.86357
 42 -11.004661 0.85829  -4.980291 0.90064
 43 -11.003311 0.89451  -4.978941 0.92387
 44 -11.001961 0.92188  -4.977591 0.95479
 45 -11.000611 0.94371  -4.976241 0.96276
 46 -10.999261 0.97715  -4.974891 0.99130
 47 -10.997911 0.97881  -4.973541 0.97880
 48 -10.996561 0.99318  -4.972191 0.99607
 49 -10.995211 0.98854  -4.970841 1.00000
 50 -10.993861 0.99806  -4.969491 0.98762
 51 -10.992511 1.00000  -4.968141 0.99323
 52 -10.991161 0.98787  -4.966791 0.99680
 53 -10.989811 0.97234  -4.965441 0.99360
 54 -10.988461 0.96239  -4.964091 0.97782
 55 -10.987111 0.95053  -4.962741 0.96961
 56 -10.985761 0.92138  -4.961391 0.94271
 57 -10.984411 0.89340  -4.960041 0.92963
 58 -10.983061 0.85653  -4.958691 0.90730
 59 -10.981711 0.81121  -4.957341 0.87486
 60 -10.980361 0.75598  -4.955991 0.83956
 61 -10.979011 0.69840  -4.954641 0.78710
 62 -10.977661 0.62204  -4.953291 0.75442
 63 -10.976311 0.53348  -4.951941 0.68151
 64 -10.974961 0.41718  -4.950591 0.61344
 65 -10.973611 0.27051  -4.949241 0.51667
 66 -10.972261 0.13607  -4.947891 0.40032
 67 -10.970911 0.05021  -4.946541 0.23750
 68 -10.969561 0.01054  -4.945191 0.09354
 69 -10.968211 0.00000  -4.943841 0.02103
 70 -10.966861 0.00000  -4.942491 0.00256
 71 -10.965511 0.00000  -4.941141 0.00034
 72 -10.964161 0.00000  -4.939791 0.00000
 73 -10.962811 0.00000  -4.938441 0.00000
 74 -10.961461 0.00000  -4.937091 0.00000
 75 -10.960111 0.00000  -4.935741 0.00000
 76 -10.958761 0.00000  -4.934391 0.00000
 77 -10.957411 0.00000  -4.933041 0.00000
 78 -10.956061 0.00000  -4.931691 0.00000
 79 -10.954711 0.00000  -4.930341 0.00000
 80 -10.953361 0.00000  -4.928991 0.00000
 81 -10.952011 0.00000  -4.927641 0.00000
 82 -10.950661 0.00000  -4.926291 0.00000
 83 -10.949311 0.00000  -4.924941 0.00000
 84 -10.947961 0.00000  -4.923591 0.00000
 85 -10.946611 0.00000  -4.922241 0.00000
 86 -10.945261 0.00000  -4.920891 0.00000
 87 -10.943911 0.00000  -4.919541 0.00000
 88 -10.942561 0.00000  -4.918191 0.00000
 89 -10.941211 0.00000  -4.916841 0.00000
 90 -10.939861 0.00000  -4.915491 0.00000
 91 -10.938511 0.00000  -4.914141 0.00000
 92 -10.937161 0.00000  -4.912791 0.00000
 93 -10.935811 0.00000  -4.911441 0.00000
 94 -10.934461 0.00000  -4.910091 0.00000
 95 -10.933111 0.00000  -4.908741 0.00000
 96 -10.931761 0.00000  -4.907391 0.00000
 97 -10.930411 0.00000  -4.906041 0.00000
 98 -10.929061 0.00000  -4.904691 0.00000
 99 -10.927711 0.00000  -4.903341 0.00000
100 -10.926361 0.00000  -4.901991 0.00000
