  1 -13.011791 0.00000  -0.410710 0.00000
  2 -13.010441 0.00000  -0.409360 0.00000
  3 -13.009091 0.00000  -0.408010 0.00000
  4 -13.007741 0.00000  -0.406660 0.00000
  5 -13.006391 0.00000  -0.405310 0.00000
  6 -13.005041 0.00000  -0.403960 0.00000
  7 -13.003691 0.00000  -0.402610 0.00000
  8 -13.002341 0.00000  -0.401260 0.00000
  9 -13.000991 0.00000  -0.399910 0.00000
 10 -12.999641 0.00000  -0.398560 0.00000
 11 -12.998291 0.00000  -0.397210 0.00000
 12 -12.996941 0.00000  -0.395860 0.00000
 13 -12.995591 0.00000  -0.394510 0.00000
 14 -12.994241 0.00000  -0.393160 0.00000
 15 -12.992891 0.00000  -0.391810 0.00000
 16 -12.991541 0.00000  -0.390460 0.00000
 17 -12.990191 0.00000  -0.389110 0.00000
 18 -12.988841 0.00000  -0.387760 0.00000
 19 -12.987491 0.00000  -0.386410 0.00000
 20 -12.986141 0.00000  -0.385060 0.00000
 21 -12.984791 0.00000  -0.383710 0.00000
 22 -12.983441 0.00000  -0.382360 0.00000
 23 -12.982091 0.00000  -0.381010 0.00000
 24 -12.980741 0.00000  -0.379660 0.00000
 25 -12.979391 0.00034  -0.378310 0.00000
 26 -12.978041 0.00132  -0.376960 0.00000
 27 -12.976691 0.00274  -0.375610 0.00078
 28 -12.975341 0.00578  -0.374260 0.01172
 29 -12.973991 0.00894  -0.372910 0.04770
 30 -12.972641 0.01291  -0.371560 0.09479
 31 -12.971291 0.01884  -0.370210 0.15005
 32 -12.969941 0.02912  -0.368860 0.21609
 33 -12.968591 0.05132  -0.367510 0.31182
 34 -12.967241 0.12181  -0.366160 0.40482
 35 -12.965891 0.22055  -0.364810 0.52280
 36 -12.964541 0.34748  -0.363460 0.60799
 37 -12.963191 0.47537  -0.362110 0.69574
 38 -12.961841 0.58479  -0.360760 0.75650
 39 -12.960491 0.67172  -0.359410 0.79809
 40 -12.959141 0.74249  -0.358060 0.83895
 41 -12.957791 0.79513  -0.356710 0.87886
 42 -12.956441 0.84691  -0.355360 0.91615
 43 -12.955091 0.88637  -0.354010 0.94203
 44 -12.953741 0.90275  -0.352660 0.95805
 45 -12.952391 0.94354  -0.351310 0.97351
 46 -12.951041 0.96728  -0.349960 0.97697
 47 -12.949691 0.97249  -0.348610 0.98292
 48 -12.948341 0.98577  -0.347260 0.99813
 49 -12.946991 0.99385  -0.345910 0.99528
 50 -12.945641 0.99231  -0.344560 0.99654
 51 -12.944291 1.00000  -0.343210 1.00000
 52 -12.942941 0.98175  -0.341860 0.99140
 53 -12.941591 0.98300  -0.340510 0.98613
 54 -12.940241 0.96120  -0.339160 0.95593
 55 -12.938891 0.93680  -0.337810 0.94772
 56 -12.937541 0.91846  -0.336460 0.92955
 57 -12.936191 0.88002  -0.335110 0.90881
 58 -12.934841 0.84872  -0.333760 0.86993
 59 -12.933491 0.80639  -0.332410 0.83236
 60 -12.932141 0.74907  -0.331060 0.78628
 61 -12.930791 0.68563  -0.329710 0.72566
 62 -12.929441 0.61068  -0.328360 0.65996
 63 -12.928091 0.51809  -0.327010 0.56732
 64 -12.926741 0.40198  -0.325660 0.48337
 65 -12.925391 0.27873  -0.324310 0.38640
 66 -12.924041 0.17024  -0.322960 0.30035
 67 -12.922691 0.08443  -0.321610 0.21053
 68 -12.921341 0.03464  -0.320260 0.13135
 69 -12.919991 0.00404  -0.318910 0.06406
 70 -12.918641 0.00000  -0.317560 0.02375
 71 -12.917291 0.00000  -0.316210 0.00497
 72 -12.915941 0.00000  -0.314860 0.00140
 73 -12.914591 0.00000  -0.313510 0.00036
 74 -12.913241 0.00000  -0.312160 0.00000
 75 -12.911891 0.00000  -0.310810 0.00000
 76 -12.910541 0.00000  -0.309460 0.00000
 77 -12.909191 0.00000  -0.308110 0.00000
 78 -12.907841 0.00000  -0.306760 0.00000
 79 -12.906491 0.00000  -0.305410 0.00000
 80 -12.905141 0.00000  -0.304060 0.00000
 81 -12.903791 0.00000  -0.302710 0.00000
 82 -12.902441 0.00000  -0.301360 0.00000
 83 -12.901091 0.00000  -0.300010 0.00000
 84 -12.899741 0.00000  -0.298660 0.00000
 85 -12.898391 0.00000  -0.297310 0.00000
 86 -12.897041 0.00000  -0.295960 0.00000
 87 -12.895691 0.00000  -0.294610 0.00000
 88 -12.894341 0.00000  -0.293260 0.00000
 89 -12.892991 0.00000  -0.291910 0.00000
 90 -12.891641 0.00000  -0.290560 0.00000
 91 -12.890291 0.00000  -0.289210 0.00000
 92 -12.888941 0.00000  -0.287860 0.00000
 93 -12.887591 0.00000  -0.286510 0.00000
 94 -12.886241 0.00000  -0.285160 0.00000
 95 -12.884891 0.00000  -0.283810 0.00000
 96 -12.883541 0.00000  -0.282460 0.00000
 97 -12.882191 0.00000  -0.281110 0.00000
 98 -12.880841 0.00000  -0.279760 0.00000
 99 -12.879491 0.00000  -0.278410 0.00000
100 -12.878141 0.00000  -0.277060 0.00000
