  1 -11.557628 0.00000   9.187850 0.00000
  2 -11.556278 0.00000   9.189200 0.00000
  3 -11.554928 0.00000   9.190550 0.00000
  4 -11.553578 0.00000   9.191900 0.00000
  5 -11.552228 0.00000   9.193250 0.00000
  6 -11.550878 0.00000   9.194600 0.00000
  7 -11.549528 0.00000   9.195950 0.00000
  8 -11.548178 0.00000   9.197300 0.00000
  9 -11.546828 0.00000   9.198650 0.00000
 10 -11.545478 0.00000   9.200000 0.00000
 11 -11.544128 0.00000   9.201350 0.00000
 12 -11.542778 0.00000   9.202700 0.00000
 13 -11.541428 0.00000   9.204050 0.00000
 14 -11.540078 0.00000   9.205400 0.00000
 15 -11.538728 0.00000   9.206750 0.00000
 16 -11.537378 0.00000   9.208100 0.00000
 17 -11.536028 0.00000   9.209450 0.00000
 18 -11.534678 0.00000   9.210800 0.00000
 19 -11.533328 0.00000   9.212150 0.00000
 20 -11.531978 0.00000   9.213500 0.00000
 21 -11.530628 0.00000   9.214850 0.00000
 22 -11.529278 0.00000   9.216200 0.00000
 23 -11.527928 0.00000   9.217550 0.00000
 24 -11.526578 0.00000   9.218900 0.00000
 25 -11.525228 0.00000   9.220250 0.00000
 26 -11.523878 0.00000   9.221600 0.00000
 27 -11.522528 0.00000   9.222950 0.00749
 28 -11.521178 0.00000   9.224300 0.04723
 29 -11.519828 0.00010   9.225650 0.10588
 30 -11.518478 0.00248   9.227000 0.18176
 31 -11.517128 0.00952   9.228350 0.27871
 32 -11.515778 0.02231   9.229700 0.38410
 33 -11.514428 0.04467   9.231050 0.48586
 34 -11.513078 0.08929   9.232400 0.57338
 35 -11.511728 0.20175   9.233750 0.65946
 36 -11.510378 0.31918   9.235100 0.72632
 37 -11.509028 0.44386   9.236450 0.79280
 38 -11.507678 0.56231   9.237800 0.83461
 39 -11.506328 0.64733   9.239150 0.87908
 40 -11.504978 0.73253   9.240500 0.90670
 41 -11.503628 0.78982   9.241850 0.92263
 42 -11.502278 0.83139   9.243200 0.95136
 43 -11.500928 0.87638   9.244550 0.97979
 44 -11.499578 0.91183   9.245900 0.97821
 45 -11.498228 0.93396   9.247250 0.99740
 46 -11.496878 0.94549   9.248600 0.99956
 47 -11.495528 0.96988   9.249950 0.99798
 48 -11.494178 0.99296   9.251300 0.99212
 49 -11.492828 0.99063   9.252650 1.00000
 50 -11.491478 1.00000   9.254000 0.99458
 51 -11.490128 0.99844   9.255350 0.98098
 52 -11.488778 0.99011   9.256700 0.96342
 53 -11.487428 0.98052   9.258050 0.94923
 54 -11.486078 0.97737   9.259400 0.93046
 55 -11.484728 0.95602   9.260750 0.90698
 56 -11.483378 0.93128   9.262100 0.88251
 57 -11.482028 0.90677   9.263450 0.84650
 58 -11.480678 0.88025   9.264800 0.80032
 59 -11.479328 0.83292   9.266150 0.73979
 60 -11.477978 0.78682   9.267500 0.67320
 61 -11.476628 0.72963   9.268850 0.59362
 62 -11.475278 0.65284   9.270200 0.48807
 63 -11.473928 0.57007   9.271550 0.38332
 64 -11.472578 0.45936   9.272900 0.28076
 65 -11.471228 0.32984   9.274250 0.19537
 66 -11.469878 0.20706   9.275600 0.11871
 67 -11.468528 0.11499   9.276950 0.06839
 68 -11.467178 0.04291   9.278300 0.03089
 69 -11.465828 0.00260   9.279650 0.00780
 70 -11.464478 0.00000   9.281000 0.00008
 71 -11.463128 0.00000   9.282350 0.00000
 72 -11.461778 0.00000   9.283700 0.00000
 73 -11.460428 0.00000   9.285050 0.00000
 74 -11.459078 0.00000   9.286400 0.00000
 75 -11.457728 0.00000   9.287750 0.00000
 76 -11.456378 0.00000   9.289100 0.00000
 77 -11.455028 0.00000   9.290450 0.00000
 78 -11.453678 0.00000   9.291800 0.00000
 79 -11.452328 0.00000   9.293150 0.00000
 80 -11.450978 0.00000   9.294500 0.00000
 81 -11.449628 0.00000   9.295850 0.00000
 82 -11.448278 0.00000   9.297200 0.00000
 83 -11.446928 0.00000   9.298550 0.00000
 84 -11.445578 0.00000   9.299900 0.00000
 85 -11.444228 0.00000   9.301250 0.00000
 86 -11.442878 0.00000   9.302600 0.00000
 87 -11.441528 0.00000   9.303950 0.00000
 88 -11.440178 0.00000   9.305300 0.00000
 89 -11.438828 0.00000   9.306650 0.00000
 90 -11.437478 0.00000   9.308000 0.00000
 91 -11.436128 0.00000   9.309350 0.00000
 92 -11.434778 0.00000   9.310700 0.00000
 93 -11.433428 0.00000   9.312050 0.00000
 94 -11.432078 0.00000   9.313400 0.00000
 95 -11.430728 0.00000   9.314750 0.00000
 96 -11.429378 0.00000   9.316100 0.00000
 97 -11.428028 0.00000   9.317450 0.00000
 98 -11.426678 0.00000   9.318800 0.00000
 99 -11.425328 0.00000   9.320150 0.00000
100 -11.423978 0.00000   9.321500 0.00000
