  1 -13.011624 0.00000  -4.216685 0.00000
  2 -13.010274 0.00000  -4.215335 0.00000
  3 -13.008924 0.00000  -4.213985 0.00000
  4 -13.007574 0.00000  -4.212635 0.00000
  5 -13.006224 0.00000  -4.211285 0.00000
  6 -13.004874 0.00000  -4.209935 0.00000
  7 -13.003524 0.00000  -4.208585 0.00000
  8 -13.002174 0.00000  -4.207235 0.00000
  9 -13.000824 0.00000  -4.205885 0.00000
 10 -12.999474 0.00000  -4.204535 0.00000
 11 -12.998124 0.00000  -4.203185 0.00000
 12 -12.996774 0.00000  -4.201835 0.00000
 13 -12.995424 0.00000  -4.200485 0.00000
 14 -12.994074 0.00000  -4.199135 0.00000
 15 -12.992724 0.00000  -4.197785 0.00000
 16 -12.991374 0.00000  -4.196435 0.00000
 17 -12.990024 0.00000  -4.195085 0.00000
 18 -12.988674 0.00000  -4.193735 0.00000
 19 -12.987324 0.00000  -4.192385 0.00000
 20 -12.985974 0.00000  -4.191035 0.00000
 21 -12.984624 0.00000  -4.189685 0.00000
 22 -12.983274 0.00000  -4.188335 0.00000
 23 -12.981924 0.00000  -4.186985 0.00000
 24 -12.980574 0.00000  -4.185635 0.00000
 25 -12.979224 0.00020  -4.184285 0.00000
 26 -12.977874 0.00078  -4.182935 0.00000
 27 -12.976524 0.00213  -4.181585 0.00000
 28 -12.975174 0.00389  -4.180235 0.00000
 29 -12.973824 0.00693  -4.178885 0.00017
 30 -12.972474 0.00954  -4.177535 0.01258
 31 -12.971124 0.01415  -4.176185 0.07028
 32 -12.969774 0.02300  -4.174835 0.14244
 33 -12.968424 0.03896  -4.173485 0.24281
 34 -12.967074 0.08693  -4.172135 0.36665
 35 -12.965724 0.20469  -4.170785 0.49082
 36 -12.964374 0.34641  -4.169435 0.59969
 37 -12.963024 0.48950  -4.168085 0.66485
 38 -12.961674 0.59672  -4.166735 0.72063
 39 -12.960324 0.69206  -4.165385 0.79319
 40 -12.958974 0.75124  -4.164035 0.83937
 41 -12.957624 0.80104  -4.162685 0.87261
 42 -12.956274 0.85167  -4.161335 0.89870
 43 -12.954924 0.89286  -4.159985 0.91962
 44 -12.953574 0.92465  -4.158635 0.95122
 45 -12.952224 0.93326  -4.157285 0.96777
 46 -12.950874 0.95918  -4.155935 0.97698
 47 -12.949524 0.97629  -4.154585 1.00000
 48 -12.948174 0.99111  -4.153235 0.99319
 49 -12.946824 0.99273  -4.151885 0.99769
 50 -12.945474 1.00000  -4.150535 0.99735
 51 -12.944124 0.99055  -4.149185 0.99338
 52 -12.942774 0.99036  -4.147835 0.99645
 53 -12.941424 0.98350  -4.146485 0.99961
 54 -12.940074 0.96331  -4.145135 0.97833
 55 -12.938724 0.94308  -4.143785 0.96715
 56 -12.937374 0.92130  -4.142435 0.94920
 57 -12.936024 0.88566  -4.141085 0.91855
 58 -12.934674 0.84335  -4.139735 0.91196
 59 -12.933324 0.80605  -4.138385 0.86580
 60 -12.931974 0.74967  -4.137035 0.82406
 61 -12.930624 0.69106  -4.135685 0.78967
 62 -12.929274 0.60929  -4.134335 0.72851
 63 -12.927924 0.51813  -4.132985 0.66521
 64 -12.926574 0.40906  -4.131635 0.58232
 65 -12.925224 0.26107  -4.130285 0.47900
 66 -12.923874 0.13683  -4.128935 0.35474
 67 -12.922524 0.05597  -4.127585 0.25336
 68 -12.921174 0.01415  -4.126235 0.14954
 69 -12.919824 0.00012  -4.124885 0.06321
 70 -12.918474 0.00000  -4.123535 0.02035
 71 -12.917124 0.00000  -4.122185 0.00630
 72 -12.915774 0.00000  -4.120835 0.00250
 73 -12.914424 0.00000  -4.119485 0.00062
 74 -12.913074 0.00000  -4.118135 0.00003
 75 -12.911724 0.00000  -4.116785 0.00000
 76 -12.910374 0.00000  -4.115435 0.00000
 77 -12.909024 0.00000  -4.114085 0.00000
 78 -12.907674 0.00000  -4.112735 0.00000
 79 -12.906324 0.00000  -4.111385 0.00000
 80 -12.904974 0.00000  -4.110035 0.00000
 81 -12.903624 0.00000  -4.108685 0.00000
 82 -12.902274 0.00000  -4.107335 0.00000
 83 -12.900924 0.00000  -4.105985 0.00000
 84 -12.899574 0.00000  -4.104635 0.00000
 85 -12.898224 0.00000  -4.103285 0.00000
 86 -12.896874 0.00000  -4.101935 0.00000
 87 -12.895524 0.00000  -4.100585 0.00000
 88 -12.894174 0.00000  -4.099235 0.00000
 89 -12.892824 0.00000  -4.097885 0.00000
 90 -12.891474 0.00000  -4.096535 0.00000
 91 -12.890124 0.00000  -4.095185 0.00000
 92 -12.888774 0.00000  -4.093835 0.00000
 93 -12.887424 0.00000  -4.092485 0.00000
 94 -12.886074 0.00000  -4.091135 0.00000
 95 -12.884724 0.00000  -4.089785 0.00000
 96 -12.883374 0.00000  -4.088435 0.00000
 97 -12.882024 0.00000  -4.087085 0.00000
 98 -12.880674 0.00000  -4.085735 0.00000
 99 -12.879324 0.00000  -4.084385 0.00000
100 -12.877974 0.00000  -4.083035 0.00000
