  1 -12.039067 0.00000  -2.294053 0.00000
  2 -12.037717 0.00000  -2.292703 0.00000
  3 -12.036367 0.00000  -2.291353 0.00000
  4 -12.035017 0.00000  -2.290003 0.00000
  5 -12.033667 0.00000  -2.288653 0.00000
  6 -12.032317 0.00000  -2.287303 0.00000
  7 -12.030967 0.00000  -2.285953 0.00000
  8 -12.029617 0.00000  -2.284603 0.00000
  9 -12.028267 0.00000  -2.283253 0.00000
 10 -12.026917 0.00000  -2.281903 0.00000
 11 -12.025567 0.00000  -2.280553 0.00000
 12 -12.024217 0.00000  -2.279203 0.00000
 13 -12.022867 0.00000  -2.277853 0.00000
 14 -12.021517 0.00000  -2.276503 0.00000
 15 -12.020167 0.00000  -2.275153 0.00000
 16 -12.018817 0.00000  -2.273803 0.00000
 17 -12.017467 0.00000  -2.272453 0.00000
 18 -12.016117 0.00000  -2.271103 0.00000
 19 -12.014767 0.00000  -2.269753 0.00000
 20 -12.013417 0.00000  -2.268403 0.00000
 21 -12.012067 0.00000  -2.267053 0.00000
 22 -12.010717 0.00000  -2.265703 0.00000
 23 -12.009367 0.00000  -2.264353 0.00000
 24 -12.008017 0.00000  -2.263003 0.00000
 25 -12.006667 0.00005  -2.261653 0.00000
 26 -12.005317 0.00079  -2.260303 0.00000
 27 -12.003967 0.00183  -2.258953 0.00000
 28 -12.002617 0.00394  -2.257603 0.00000
 29 -12.001267 0.00666  -2.256253 0.00067
 30 -11.999917 0.01171  -2.254903 0.02513
 31 -11.998567 0.01720  -2.253553 0.08381
 32 -11.997217 0.02594  -2.252203 0.16323
 33 -11.995867 0.04551  -2.250853 0.27679
 34 -11.994517 0.12038  -2.249503 0.40158
 35 -11.993167 0.23156  -2.248153 0.51708
 36 -11.991817 0.38003  -2.246803 0.60743
 37 -11.990467 0.50283  -2.245453 0.68043
 38 -11.989117 0.61411  -2.244103 0.75106
 39 -11.987767 0.69707  -2.242753 0.79774
 40 -11.986417 0.75585  -2.241403 0.83838
 41 -11.985067 0.80554  -2.240053 0.87782
 42 -11.983717 0.86116  -2.238703 0.90370
 43 -11.982367 0.89474  -2.237353 0.92803
 44 -11.981017 0.92310  -2.236003 0.94979
 45 -11.979667 0.94884  -2.234653 0.95905
 46 -11.978317 0.97110  -2.233303 0.97645
 47 -11.976967 0.98654  -2.231953 0.98037
 48 -11.975617 0.98691  -2.230603 0.99652
 49 -11.974267 1.00000  -2.229253 0.99627
 50 -11.972917 0.99812  -2.227903 1.00000
 51 -11.971567 0.99923  -2.226553 0.99016
 52 -11.970217 0.97807  -2.225203 0.98602
 53 -11.968867 0.98688  -2.223853 0.98352
 54 -11.967517 0.97387  -2.222503 0.96595
 55 -11.966167 0.94657  -2.221153 0.95002
 56 -11.964817 0.92046  -2.219803 0.93729
 57 -11.963467 0.88801  -2.218453 0.90754
 58 -11.962117 0.84801  -2.217103 0.88833
 59 -11.960767 0.80703  -2.215753 0.84733
 60 -11.959417 0.76389  -2.214403 0.81269
 61 -11.958067 0.69140  -2.213053 0.75707
 62 -11.956717 0.61235  -2.211703 0.70197
 63 -11.955367 0.52711  -2.210353 0.63392
 64 -11.954017 0.40963  -2.209003 0.54116
 65 -11.952667 0.27539  -2.207653 0.42560
 66 -11.951317 0.15825  -2.206303 0.31710
 67 -11.949967 0.06903  -2.204953 0.20015
 68 -11.948617 0.02321  -2.203603 0.09982
 69 -11.947267 0.00129  -2.202253 0.04100
 70 -11.945917 0.00000  -2.200903 0.01009
 71 -11.944567 0.00000  -2.199553 0.00228
 72 -11.943217 0.00000  -2.198203 0.00033
 73 -11.941867 0.00000  -2.196853 0.00003
 74 -11.940517 0.00000  -2.195503 0.00000
 75 -11.939167 0.00000  -2.194153 0.00000
 76 -11.937817 0.00000  -2.192803 0.00000
 77 -11.936467 0.00000  -2.191453 0.00000
 78 -11.935117 0.00000  -2.190103 0.00000
 79 -11.933767 0.00000  -2.188753 0.00000
 80 -11.932417 0.00000  -2.187403 0.00000
 81 -11.931067 0.00000  -2.186053 0.00000
 82 -11.929717 0.00000  -2.184703 0.00000
 83 -11.928367 0.00000  -2.183353 0.00000
 84 -11.927017 0.00000  -2.182003 0.00000
 85 -11.925667 0.00000  -2.180653 0.00000
 86 -11.924317 0.00000  -2.179303 0.00000
 87 -11.922967 0.00000  -2.177953 0.00000
 88 -11.921617 0.00000  -2.176603 0.00000
 89 -11.920267 0.00000  -2.175253 0.00000
 90 -11.918917 0.00000  -2.173903 0.00000
 91 -11.917567 0.00000  -2.172553 0.00000
 92 -11.916217 0.00000  -2.171203 0.00000
 93 -11.914867 0.00000  -2.169853 0.00000
 94 -11.913517 0.00000  -2.168503 0.00000
 95 -11.912167 0.00000  -2.167153 0.00000
 96 -11.910817 0.00000  -2.165803 0.00000
 97 -11.909467 0.00000  -2.164453 0.00000
 98 -11.908117 0.00000  -2.163103 0.00000
 99 -11.906767 0.00000  -2.161753 0.00000
100 -11.905417 0.00000  -2.160403 0.00000
