  1 -10.075867 0.00000   4.844629 0.00000
  2 -10.074517 0.00000   4.845979 0.00000
  3 -10.073167 0.00000   4.847329 0.00000
  4 -10.071817 0.00000   4.848679 0.00000
  5 -10.070467 0.00000   4.850029 0.00000
  6 -10.069117 0.00000   4.851379 0.00000
  7 -10.067767 0.00000   4.852729 0.00000
  8 -10.066417 0.00000   4.854079 0.00000
  9 -10.065067 0.00000   4.855429 0.00000
 10 -10.063717 0.00000   4.856779 0.00000
 11 -10.062367 0.00000   4.858129 0.00000
 12 -10.061017 0.00000   4.859479 0.00000
 13 -10.059667 0.00000   4.860829 0.00000
 14 -10.058317 0.00000   4.862179 0.00000
 15 -10.056967 0.00000   4.863529 0.00000
 16 -10.055617 0.00000   4.864879 0.00000
 17 -10.054267 0.00000   4.866229 0.00000
 18 -10.052917 0.00000   4.867579 0.00000
 19 -10.051567 0.00000   4.868929 0.00000
 20 -10.050217 0.00000   4.870279 0.00000
 21 -10.048867 0.00000   4.871629 0.00000
 22 -10.047517 0.00000   4.872979 0.00000
 23 -10.046167 0.00000   4.874329 0.00000
 24 -10.044817 0.00000   4.875679 0.00000
 25 -10.043467 0.00000   4.877029 0.00000
 26 -10.042117 0.00000   4.878379 0.00000
 27 -10.040767 0.00000   4.879729 0.00000
 28 -10.039417 0.00098   4.881079 0.00019
 29 -10.038067 0.00286   4.882429 0.01910
 30 -10.036717 0.00656   4.883779 0.07507
 31 -10.035367 0.01392   4.885129 0.15523
 32 -10.034017 0.02553   4.886479 0.27900
 33 -10.032667 0.07592   4.887829 0.39823
 34 -10.031317 0.15897   4.889179 0.50666
 35 -10.029967 0.25906   4.890529 0.60959
 36 -10.028617 0.38611   4.891879 0.68218
 37 -10.027267 0.50709   4.893229 0.73708
 38 -10.025917 0.60105   4.894579 0.79406
 39 -10.024567 0.68639   4.895929 0.84578
 40 -10.023217 0.75069   4.897279 0.87854
 41 -10.021867 0.81173   4.898629 0.90841
 42 -10.020517 0.85199   4.899979 0.92942
 43 -10.019167 0.89390   4.901329 0.95507
 44 -10.017817 0.91898   4.902679 0.97426
 45 -10.016467 0.94356   4.904029 0.98761
 46 -10.015117 0.96886   4.905379 0.99292
 47 -10.013767 0.98344   4.906729 0.99298
 48 -10.012417 0.99017   4.908079 1.00000
 49 -10.011067 1.00000   4.909429 0.99670
 50 -10.009717 0.99663   4.910779 0.99997
 51 -10.008367 0.99694   4.912129 0.99331
 52 -10.007017 0.99326   4.913479 0.97855
 53 -10.005667 0.98399   4.914829 0.98078
 54 -10.004317 0.97837   4.916179 0.95232
 55 -10.002967 0.95492   4.917529 0.93126
 56 -10.001617 0.93381   4.918879 0.91273
 57 -10.000267 0.90574   4.920229 0.88099
 58  -9.998917 0.86692   4.921579 0.83535
 59  -9.997567 0.82575   4.922929 0.79736
 60  -9.996217 0.77097   4.924279 0.75257
 61  -9.994867 0.71493   4.925629 0.68769
 62  -9.993517 0.64394   4.926979 0.61000
 63  -9.992167 0.55003   4.928329 0.51407
 64  -9.990817 0.43670   4.929679 0.38964
 65  -9.989467 0.32229   4.931029 0.27484
 66  -9.988117 0.21297   4.932379 0.15529
 67  -9.986767 0.11318   4.933729 0.07994
 68  -9.985417 0.04631   4.935079 0.03548
 69  -9.984067 0.00648   4.936429 0.00705
 70  -9.982717 0.00000   4.937779 0.00006
 71  -9.981367 0.00000   4.939129 0.00000
 72  -9.980017 0.00000   4.940479 0.00000
 73  -9.978667 0.00000   4.941829 0.00000
 74  -9.977317 0.00000   4.943179 0.00000
 75  -9.975967 0.00000   4.944529 0.00000
 76  -9.974617 0.00000   4.945879 0.00000
 77  -9.973267 0.00000   4.947229 0.00000
 78  -9.971917 0.00000   4.948579 0.00000
 79  -9.970567 0.00000   4.949929 0.00000
 80  -9.969217 0.00000   4.951279 0.00000
 81  -9.967867 0.00000   4.952629 0.00000
 82  -9.966517 0.00000   4.953979 0.00000
 83  -9.965167 0.00000   4.955329 0.00000
 84  -9.963817 0.00000   4.956679 0.00000
 85  -9.962467 0.00000   4.958029 0.00000
 86  -9.961117 0.00000   4.959379 0.00000
 87  -9.959767 0.00000   4.960729 0.00000
 88  -9.958417 0.00000   4.962079 0.00000
 89  -9.957067 0.00000   4.963429 0.00000
 90  -9.955717 0.00000   4.964779 0.00000
 91  -9.954367 0.00000   4.966129 0.00000
 92  -9.953017 0.00000   4.967479 0.00000
 93  -9.951667 0.00000   4.968829 0.00000
 94  -9.950317 0.00000   4.970179 0.00000
 95  -9.948967 0.00000   4.971529 0.00000
 96  -9.947617 0.00000   4.972879 0.00000
 97  -9.946267 0.00000   4.974229 0.00000
 98  -9.944917 0.00000   4.975579 0.00000
 99  -9.943567 0.00000   4.976929 0.00000
100  -9.942217 0.00000   4.978279 0.00000
