  1 -11.559341 0.00000  10.341462 0.00000
  2 -11.557991 0.00000  10.342812 0.00000
  3 -11.556641 0.00000  10.344162 0.00000
  4 -11.555291 0.00000  10.345512 0.00000
  5 -11.553941 0.00000  10.346862 0.00000
  6 -11.552591 0.00000  10.348212 0.00000
  7 -11.551241 0.00000  10.349562 0.00000
  8 -11.549891 0.00000  10.350912 0.00000
  9 -11.548541 0.00000  10.352262 0.00000
 10 -11.547191 0.00000  10.353612 0.00000
 11 -11.545841 0.00000  10.354962 0.00000
 12 -11.544491 0.00000  10.356312 0.00000
 13 -11.543141 0.00000  10.357662 0.00000
 14 -11.541791 0.00000  10.359012 0.00000
 15 -11.540441 0.00000  10.360362 0.00000
 16 -11.539091 0.00000  10.361712 0.00000
 17 -11.537741 0.00000  10.363062 0.00000
 18 -11.536391 0.00000  10.364412 0.00000
 19 -11.535041 0.00000  10.365762 0.00000
 20 -11.533691 0.00000  10.367112 0.00000
 21 -11.532341 0.00000  10.368462 0.00000
 22 -11.530991 0.00000  10.369812 0.00000
 23 -11.529641 0.00000  10.371162 0.00000
 24 -11.528291 0.00000  10.372512 0.00000
 25 -11.526941 0.00000  10.373862 0.00000
 26 -11.525591 0.00000  10.375212 0.00077
 27 -11.524241 0.00000  10.376562 0.01943
 28 -11.522891 0.00000  10.377912 0.06749
 29 -11.521541 0.00010  10.379262 0.13271
 30 -11.520191 0.00311  10.380612 0.21905
 31 -11.518841 0.01182  10.381962 0.30661
 32 -11.517491 0.02536  10.383312 0.40569
 33 -11.516141 0.04554  10.384662 0.50043
 34 -11.514791 0.08166  10.386012 0.58975
 35 -11.513441 0.18159  10.387362 0.67985
 36 -11.512091 0.30322  10.388712 0.74518
 37 -11.510741 0.42075  10.390062 0.79692
 38 -11.509391 0.53967  10.391412 0.84885
 39 -11.508041 0.65363  10.392762 0.87580
 40 -11.506691 0.72145  10.394112 0.90609
 41 -11.505341 0.77719  10.395462 0.92801
 42 -11.503991 0.82404  10.396812 0.96006
 43 -11.502641 0.86739  10.398162 0.97427
 44 -11.501291 0.89549  10.399512 0.98090
 45 -11.499941 0.92115  10.400862 0.99058
 46 -11.498591 0.95135  10.402212 0.99356
 47 -11.497241 0.96269  10.403562 0.99002
 48 -11.495891 0.97249  10.404912 1.00000
 49 -11.494541 0.98675  10.406262 0.99685
 50 -11.493191 0.99489  10.407612 0.98057
 51 -11.491841 1.00000  10.408962 0.97087
 52 -11.490491 0.98709  10.410312 0.96578
 53 -11.489141 0.98626  10.411662 0.94553
 54 -11.487791 0.96649  10.413012 0.92798
 55 -11.486441 0.94562  10.414362 0.90316
 56 -11.485091 0.93615  10.415712 0.85463
 57 -11.483741 0.90657  10.417062 0.82738
 58 -11.482391 0.86808  10.418412 0.78393
 59 -11.481041 0.83295  10.419762 0.72965
 60 -11.479691 0.79017  10.421112 0.65113
 61 -11.478341 0.72629  10.422462 0.55885
 62 -11.476991 0.65504  10.423812 0.45690
 63 -11.475641 0.56676  10.425162 0.34541
 64 -11.474291 0.46432  10.426512 0.25493
 65 -11.472941 0.34151  10.427862 0.17895
 66 -11.471591 0.21753  10.429212 0.11265
 67 -11.470241 0.12578  10.430562 0.06473
 68 -11.468891 0.04892  10.431912 0.02905
 69 -11.467541 0.00432  10.433262 0.00616
 70 -11.466191 0.00000  10.434612 0.00019
 71 -11.464841 0.00000  10.435962 0.00000
 72 -11.463491 0.00000  10.437312 0.00000
 73 -11.462141 0.00000  10.438662 0.00000
 74 -11.460791 0.00000  10.440012 0.00000
 75 -11.459441 0.00000  10.441362 0.00000
 76 -11.458091 0.00000  10.442712 0.00000
 77 -11.456741 0.00000  10.444062 0.00000
 78 -11.455391 0.00000  10.445412 0.00000
 79 -11.454041 0.00000  10.446762 0.00000
 80 -11.452691 0.00000  10.448112 0.00000
 81 -11.451341 0.00000  10.449462 0.00000
 82 -11.449991 0.00000  10.450812 0.00000
 83 -11.448641 0.00000  10.452162 0.00000
 84 -11.447291 0.00000  10.453512 0.00000
 85 -11.445941 0.00000  10.454862 0.00000
 86 -11.444591 0.00000  10.456212 0.00000
 87 -11.443241 0.00000  10.457562 0.00000
 88 -11.441891 0.00000  10.458912 0.00000
 89 -11.440541 0.00000  10.460262 0.00000
 90 -11.439191 0.00000  10.461612 0.00000
 91 -11.437841 0.00000  10.462962 0.00000
 92 -11.436491 0.00000  10.464312 0.00000
 93 -11.435141 0.00000  10.465662 0.00000
 94 -11.433791 0.00000  10.467012 0.00000
 95 -11.432441 0.00000  10.468362 0.00000
 96 -11.431091 0.00000  10.469712 0.00000
 97 -11.429741 0.00000  10.471062 0.00000
 98 -11.428391 0.00000  10.472412 0.00000
 99 -11.427041 0.00000  10.473762 0.00000
100 -11.425691 0.00000  10.475112 0.00000
