  1 -11.064190 0.00000   6.965982 0.00000
  2 -11.062840 0.00000   6.967332 0.00000
  3 -11.061490 0.00000   6.968682 0.00000
  4 -11.060140 0.00000   6.970032 0.00000
  5 -11.058790 0.00000   6.971382 0.00000
  6 -11.057440 0.00000   6.972732 0.00000
  7 -11.056090 0.00000   6.974082 0.00000
  8 -11.054740 0.00000   6.975432 0.00000
  9 -11.053390 0.00000   6.976782 0.00000
 10 -11.052040 0.00000   6.978132 0.00000
 11 -11.050690 0.00000   6.979482 0.00000
 12 -11.049340 0.00000   6.980832 0.00000
 13 -11.047990 0.00000   6.982182 0.00000
 14 -11.046640 0.00000   6.983532 0.00000
 15 -11.045290 0.00000   6.984882 0.00000
 16 -11.043940 0.00000   6.986232 0.00000
 17 -11.042590 0.00000   6.987582 0.00000
 18 -11.041240 0.00000   6.988932 0.00000
 19 -11.039890 0.00000   6.990282 0.00000
 20 -11.038540 0.00000   6.991632 0.00000
 21 -11.037190 0.00000   6.992982 0.00000
 22 -11.035840 0.00000   6.994332 0.00000
 23 -11.034490 0.00000   6.995682 0.00000
 24 -11.033140 0.00000   6.997032 0.00000
 25 -11.031790 0.00000   6.998382 0.00000
 26 -11.030440 0.00000   6.999732 0.00000
 27 -11.029090 0.00000   7.001082 0.00011
 28 -11.027740 0.00032   7.002432 0.01420
 29 -11.026390 0.00146   7.003782 0.05980
 30 -11.025040 0.00380   7.005132 0.12210
 31 -11.023690 0.00998   7.006482 0.21251
 32 -11.022340 0.02214   7.007832 0.33157
 33 -11.020990 0.05254   7.009182 0.43725
 34 -11.019640 0.12592   7.010532 0.52897
 35 -11.018290 0.22826   7.011882 0.62458
 36 -11.016940 0.35338   7.013232 0.70293
 37 -11.015590 0.47873   7.014582 0.76421
 38 -11.014240 0.57733   7.015932 0.81217
 39 -11.012890 0.67443   7.017282 0.84891
 40 -11.011540 0.73774   7.018632 0.88267
 41 -11.010190 0.79668   7.019982 0.91544
 42 -11.008840 0.83842   7.021332 0.94321
 43 -11.007490 0.87277   7.022682 0.95857
 44 -11.006140 0.91222   7.024032 0.97124
 45 -11.004790 0.93431   7.025382 0.97485
 46 -11.003440 0.96570   7.026732 0.99057
 47 -11.002090 0.97859   7.028082 0.99654
 48 -11.000740 0.98377   7.029432 0.99112
 49 -10.999390 0.99094   7.030782 1.00000
 50 -10.998040 0.98772   7.032132 0.98201
 51 -10.996690 1.00000   7.033482 0.98908
 52 -10.995340 0.98938   7.034832 0.97474
 53 -10.993990 0.98097   7.036182 0.96035
 54 -10.992640 0.97491   7.037532 0.94264
 55 -10.991290 0.94230   7.038882 0.91801
 56 -10.989940 0.92910   7.040232 0.88598
 57 -10.988590 0.90192   7.041582 0.86514
 58 -10.987240 0.86850   7.042932 0.81606
 59 -10.985890 0.82981   7.044282 0.77271
 60 -10.984540 0.77836   7.045632 0.71238
 61 -10.983190 0.71995   7.046982 0.65173
 62 -10.981840 0.64031   7.048332 0.54575
 63 -10.980490 0.55065   7.049682 0.44325
 64 -10.979140 0.44225   7.051032 0.33406
 65 -10.977790 0.32088   7.052382 0.22575
 66 -10.976440 0.20965   7.053732 0.13472
 67 -10.975090 0.10448   7.055082 0.07116
 68 -10.973740 0.03998   7.056432 0.03271
 69 -10.972390 0.00246   7.057782 0.00861
 70 -10.971040 0.00000   7.059132 0.00014
 71 -10.969690 0.00000   7.060482 0.00000
 72 -10.968340 0.00000   7.061832 0.00000
 73 -10.966990 0.00000   7.063182 0.00000
 74 -10.965640 0.00000   7.064532 0.00000
 75 -10.964290 0.00000   7.065882 0.00000
 76 -10.962940 0.00000   7.067232 0.00000
 77 -10.961590 0.00000   7.068582 0.00000
 78 -10.960240 0.00000   7.069932 0.00000
 79 -10.958890 0.00000   7.071282 0.00000
 80 -10.957540 0.00000   7.072632 0.00000
 81 -10.956190 0.00000   7.073982 0.00000
 82 -10.954840 0.00000   7.075332 0.00000
 83 -10.953490 0.00000   7.076682 0.00000
 84 -10.952140 0.00000   7.078032 0.00000
 85 -10.950790 0.00000   7.079382 0.00000
 86 -10.949440 0.00000   7.080732 0.00000
 87 -10.948090 0.00000   7.082082 0.00000
 88 -10.946740 0.00000   7.083432 0.00000
 89 -10.945390 0.00000   7.084782 0.00000
 90 -10.944040 0.00000   7.086132 0.00000
 91 -10.942690 0.00000   7.087482 0.00000
 92 -10.941340 0.00000   7.088832 0.00000
 93 -10.939990 0.00000   7.090182 0.00000
 94 -10.938640 0.00000   7.091532 0.00000
 95 -10.937290 0.00000   7.092882 0.00000
 96 -10.935940 0.00000   7.094232 0.00000
 97 -10.934590 0.00000   7.095582 0.00000
 98 -10.933240 0.00000   7.096932 0.00000
 99 -10.931890 0.00000   7.098282 0.00000
100 -10.930540 0.00000   7.099632 0.00000
