  1 -11.066708 0.00000   9.211618 0.00000
  2 -11.065358 0.00000   9.212968 0.00000
  3 -11.064008 0.00000   9.214318 0.00000
  4 -11.062658 0.00000   9.215668 0.00000
  5 -11.061308 0.00000   9.217018 0.00000
  6 -11.059958 0.00000   9.218368 0.00000
  7 -11.058608 0.00000   9.219718 0.00000
  8 -11.057258 0.00000   9.221068 0.00000
  9 -11.055908 0.00000   9.222418 0.00000
 10 -11.054558 0.00000   9.223768 0.00000
 11 -11.053208 0.00000   9.225118 0.00000
 12 -11.051858 0.00000   9.226468 0.00000
 13 -11.050508 0.00000   9.227818 0.00000
 14 -11.049158 0.00000   9.229168 0.00000
 15 -11.047808 0.00000   9.230518 0.00000
 16 -11.046458 0.00000   9.231868 0.00000
 17 -11.045108 0.00000   9.233218 0.00000
 18 -11.043758 0.00000   9.234568 0.00000
 19 -11.042408 0.00000   9.235918 0.00000
 20 -11.041058 0.00000   9.237268 0.00000
 21 -11.039708 0.00000   9.238618 0.00000
 22 -11.038358 0.00000   9.239968 0.00000
 23 -11.037008 0.00000   9.241318 0.00000
 24 -11.035658 0.00000   9.242668 0.00000
 25 -11.034308 0.00000   9.244018 0.00000
 26 -11.032958 0.00000   9.245368 0.00003
 27 -11.031608 0.00000   9.246718 0.00400
 28 -11.030258 0.00000   9.248068 0.03591
 29 -11.028908 0.00000   9.249418 0.09447
 30 -11.027558 0.00142   9.250768 0.16786
 31 -11.026208 0.00793   9.252118 0.27345
 32 -11.024858 0.02102   9.253468 0.37905
 33 -11.023508 0.04429   9.254818 0.47711
 34 -11.022158 0.09379   9.256168 0.57478
 35 -11.020808 0.20788   9.257518 0.65435
 36 -11.019458 0.32471   9.258868 0.74145
 37 -11.018108 0.46042   9.260218 0.78144
 38 -11.016758 0.56997   9.261568 0.83154
 39 -11.015408 0.66316   9.262918 0.87034
 40 -11.014058 0.72860   9.264268 0.90752
 41 -11.012708 0.79038   9.265618 0.93904
 42 -11.011358 0.84090   9.266968 0.94508
 43 -11.010008 0.87381   9.268318 0.97185
 44 -11.008658 0.91307   9.269668 0.99343
 45 -11.007308 0.92947   9.271018 0.98645
 46 -11.005958 0.95472   9.272368 0.98565
 47 -11.004608 0.97537   9.273718 1.00000
 48 -11.003258 0.99220   9.275068 0.99802
 49 -11.001908 0.99555   9.276418 0.99377
 50 -11.000558 1.00000   9.277768 0.98835
 51 -10.999208 0.98671   9.279118 0.97080
 52 -10.997858 0.98780   9.280468 0.97919
 53 -10.996508 0.97674   9.281818 0.95703
 54 -10.995158 0.97913   9.283168 0.93089
 55 -10.993808 0.95216   9.284518 0.90934
 56 -10.992458 0.94185   9.285868 0.88306
 57 -10.991108 0.90961   9.287218 0.84638
 58 -10.989758 0.87505   9.288568 0.80559
 59 -10.988408 0.83685   9.289918 0.75117
 60 -10.987058 0.78670   9.291268 0.67643
 61 -10.985708 0.73324   9.292618 0.60878
 62 -10.984358 0.65267   9.293968 0.49963
 63 -10.983008 0.57186   9.295318 0.38758
 64 -10.981658 0.45374   9.296668 0.27384
 65 -10.980308 0.33087   9.298018 0.18229
 66 -10.978958 0.21507   9.299368 0.11158
 67 -10.977608 0.11258   9.300718 0.06218
 68 -10.976258 0.03805   9.302068 0.02815
 69 -10.974908 0.00144   9.303418 0.00624
 70 -10.973558 0.00000   9.304768 0.00000
 71 -10.972208 0.00000   9.306118 0.00000
 72 -10.970858 0.00000   9.307468 0.00000
 73 -10.969508 0.00000   9.308818 0.00000
 74 -10.968158 0.00000   9.310168 0.00000
 75 -10.966808 0.00000   9.311518 0.00000
 76 -10.965458 0.00000   9.312868 0.00000
 77 -10.964108 0.00000   9.314218 0.00000
 78 -10.962758 0.00000   9.315568 0.00000
 79 -10.961408 0.00000   9.316918 0.00000
 80 -10.960058 0.00000   9.318268 0.00000
 81 -10.958708 0.00000   9.319618 0.00000
 82 -10.957358 0.00000   9.320968 0.00000
 83 -10.956008 0.00000   9.322318 0.00000
 84 -10.954658 0.00000   9.323668 0.00000
 85 -10.953308 0.00000   9.325018 0.00000
 86 -10.951958 0.00000   9.326368 0.00000
 87 -10.950608 0.00000   9.327718 0.00000
 88 -10.949258 0.00000   9.329068 0.00000
 89 -10.947908 0.00000   9.330418 0.00000
 90 -10.946558 0.00000   9.331768 0.00000
 91 -10.945208 0.00000   9.333118 0.00000
 92 -10.943858 0.00000   9.334468 0.00000
 93 -10.942508 0.00000   9.335818 0.00000
 94 -10.941158 0.00000   9.337168 0.00000
 95 -10.939808 0.00000   9.338518 0.00000
 96 -10.938458 0.00000   9.339868 0.00000
 97 -10.937108 0.00000   9.341218 0.00000
 98 -10.935758 0.00000   9.342568 0.00000
 99 -10.934408 0.00000   9.343918 0.00000
100 -10.933058 0.00000   9.345268 0.00000
