  1 -12.039065 0.00000  -3.237968 0.00000
  2 -12.037715 0.00000  -3.236618 0.00000
  3 -12.036365 0.00000  -3.235268 0.00000
  4 -12.035015 0.00000  -3.233918 0.00000
  5 -12.033665 0.00000  -3.232568 0.00000
  6 -12.032315 0.00000  -3.231218 0.00000
  7 -12.030965 0.00000  -3.229868 0.00000
  8 -12.029615 0.00000  -3.228518 0.00000
  9 -12.028265 0.00000  -3.227168 0.00000
 10 -12.026915 0.00000  -3.225818 0.00000
 11 -12.025565 0.00000  -3.224468 0.00000
 12 -12.024215 0.00000  -3.223118 0.00000
 13 -12.022865 0.00000  -3.221768 0.00000
 14 -12.021515 0.00000  -3.220418 0.00000
 15 -12.020165 0.00000  -3.219068 0.00000
 16 -12.018815 0.00000  -3.217718 0.00000
 17 -12.017465 0.00000  -3.216368 0.00000
 18 -12.016115 0.00000  -3.215018 0.00000
 19 -12.014765 0.00000  -3.213668 0.00000
 20 -12.013415 0.00000  -3.212318 0.00000
 21 -12.012065 0.00000  -3.210968 0.00000
 22 -12.010715 0.00000  -3.209618 0.00000
 23 -12.009365 0.00000  -3.208268 0.00000
 24 -12.008015 0.00000  -3.206918 0.00000
 25 -12.006665 0.00007  -3.205568 0.00000
 26 -12.005315 0.00044  -3.204218 0.00000
 27 -12.003965 0.00197  -3.202868 0.00000
 28 -12.002615 0.00389  -3.201518 0.00000
 29 -12.001265 0.00752  -3.200168 0.00003
 30 -11.999915 0.01077  -3.198818 0.00802
 31 -11.998565 0.01639  -3.197468 0.06032
 32 -11.997215 0.02428  -3.196118 0.14514
 33 -11.995865 0.04112  -3.194768 0.25457
 34 -11.994515 0.10794  -3.193418 0.39355
 35 -11.993165 0.23045  -3.192068 0.50891
 36 -11.991815 0.37524  -3.190718 0.60909
 37 -11.990465 0.50775  -3.189368 0.67568
 38 -11.989115 0.61256  -3.188018 0.74335
 39 -11.987765 0.69807  -3.186668 0.79181
 40 -11.986415 0.76198  -3.185318 0.83749
 41 -11.985065 0.80638  -3.183968 0.86193
 42 -11.983715 0.85689  -3.182618 0.90057
 43 -11.982365 0.88464  -3.181268 0.92913
 44 -11.981015 0.92243  -3.179918 0.93951
 45 -11.979665 0.94136  -3.178568 0.96145
 46 -11.978315 0.96672  -3.177218 0.98129
 47 -11.976965 0.98472  -3.175868 0.97999
 48 -11.975615 0.98294  -3.174518 0.98711
 49 -11.974265 1.00000  -3.173168 0.98915
 50 -11.972915 0.99130  -3.171818 1.00000
 51 -11.971565 0.99199  -3.170468 0.99438
 52 -11.970215 0.99657  -3.169118 0.98614
 53 -11.968865 0.96768  -3.167768 0.98221
 54 -11.967515 0.96569  -3.166418 0.97403
 55 -11.966165 0.95070  -3.165068 0.95488
 56 -11.964815 0.91365  -3.163718 0.93879
 57 -11.963465 0.89406  -3.162368 0.91106
 58 -11.962115 0.84160  -3.161018 0.89155
 59 -11.960765 0.80364  -3.159668 0.85503
 60 -11.959415 0.75227  -3.158318 0.82249
 61 -11.958065 0.69413  -3.156968 0.76626
 62 -11.956715 0.61838  -3.155618 0.71868
 63 -11.955365 0.52922  -3.154268 0.65140
 64 -11.954015 0.40045  -3.152918 0.57410
 65 -11.952665 0.26523  -3.151568 0.44964
 66 -11.951315 0.14575  -3.150218 0.33348
 67 -11.949965 0.06522  -3.148868 0.21409
 68 -11.948615 0.01886  -3.147518 0.10283
 69 -11.947265 0.00076  -3.146168 0.03747
 70 -11.945915 0.00000  -3.144818 0.00891
 71 -11.944565 0.00000  -3.143468 0.00245
 72 -11.943215 0.00000  -3.142118 0.00058
 73 -11.941865 0.00000  -3.140768 0.00000
 74 -11.940515 0.00000  -3.139418 0.00000
 75 -11.939165 0.00000  -3.138068 0.00000
 76 -11.937815 0.00000  -3.136718 0.00000
 77 -11.936465 0.00000  -3.135368 0.00000
 78 -11.935115 0.00000  -3.134018 0.00000
 79 -11.933765 0.00000  -3.132668 0.00000
 80 -11.932415 0.00000  -3.131318 0.00000
 81 -11.931065 0.00000  -3.129968 0.00000
 82 -11.929715 0.00000  -3.128618 0.00000
 83 -11.928365 0.00000  -3.127268 0.00000
 84 -11.927015 0.00000  -3.125918 0.00000
 85 -11.925665 0.00000  -3.124568 0.00000
 86 -11.924315 0.00000  -3.123218 0.00000
 87 -11.922965 0.00000  -3.121868 0.00000
 88 -11.921615 0.00000  -3.120518 0.00000
 89 -11.920265 0.00000  -3.119168 0.00000
 90 -11.918915 0.00000  -3.117818 0.00000
 91 -11.917565 0.00000  -3.116468 0.00000
 92 -11.916215 0.00000  -3.115118 0.00000
 93 -11.914865 0.00000  -3.113768 0.00000
 94 -11.913515 0.00000  -3.112418 0.00000
 95 -11.912165 0.00000  -3.111068 0.00000
 96 -11.910815 0.00000  -3.109718 0.00000
 97 -11.909465 0.00000  -3.108368 0.00000
 98 -11.908115 0.00000  -3.107018 0.00000
 99 -11.906765 0.00000  -3.105668 0.00000
100 -11.905415 0.00000  -3.104318 0.00000
