  1 -13.495368 0.00000  -4.241687 0.00000
  2 -13.494018 0.00000  -4.240337 0.00000
  3 -13.492668 0.00000  -4.238987 0.00000
  4 -13.491318 0.00000  -4.237637 0.00000
  5 -13.489968 0.00000  -4.236287 0.00000
  6 -13.488618 0.00000  -4.234937 0.00000
  7 -13.487268 0.00000  -4.233587 0.00000
  8 -13.485918 0.00000  -4.232237 0.00000
  9 -13.484568 0.00000  -4.230887 0.00000
 10 -13.483218 0.00000  -4.229537 0.00000
 11 -13.481868 0.00000  -4.228187 0.00000
 12 -13.480518 0.00000  -4.226837 0.00000
 13 -13.479168 0.00000  -4.225487 0.00000
 14 -13.477818 0.00000  -4.224137 0.00000
 15 -13.476468 0.00000  -4.222787 0.00000
 16 -13.475118 0.00000  -4.221437 0.00000
 17 -13.473768 0.00000  -4.220087 0.00000
 18 -13.472418 0.00000  -4.218737 0.00000
 19 -13.471068 0.00000  -4.217387 0.00000
 20 -13.469718 0.00000  -4.216037 0.00000
 21 -13.468368 0.00000  -4.214687 0.00000
 22 -13.467018 0.00000  -4.213337 0.00000
 23 -13.465668 0.00000  -4.211987 0.00000
 24 -13.464318 0.00002  -4.210637 0.00000
 25 -13.462968 0.00022  -4.209287 0.00000
 26 -13.461618 0.00091  -4.207937 0.00000
 27 -13.460268 0.00257  -4.206587 0.00000
 28 -13.458918 0.00389  -4.205237 0.00000
 29 -13.457568 0.00654  -4.203887 0.00139
 30 -13.456218 0.01031  -4.202537 0.02831
 31 -13.454868 0.01518  -4.201187 0.08637
 32 -13.453518 0.02286  -4.199837 0.15576
 33 -13.452168 0.03716  -4.198487 0.23954
 34 -13.450818 0.08277  -4.197137 0.36013
 35 -13.449468 0.19697  -4.195787 0.47755
 36 -13.448118 0.33981  -4.194437 0.57416
 37 -13.446768 0.48219  -4.193087 0.65969
 38 -13.445418 0.58995  -4.191737 0.72247
 39 -13.444068 0.68205  -4.190387 0.77987
 40 -13.442718 0.74717  -4.189037 0.82028
 41 -13.441368 0.80041  -4.187687 0.85737
 42 -13.440018 0.85378  -4.186337 0.89374
 43 -13.438668 0.88257  -4.184987 0.90953
 44 -13.437318 0.91439  -4.183637 0.92983
 45 -13.435968 0.94401  -4.182287 0.95688
 46 -13.434618 0.97270  -4.180937 0.96642
 47 -13.433268 0.98820  -4.179587 0.97702
 48 -13.431918 0.98428  -4.178237 0.98909
 49 -13.430568 0.99564  -4.176887 0.98848
 50 -13.429218 0.99841  -4.175537 0.98628
 51 -13.427868 1.00000  -4.174187 1.00000
 52 -13.426518 0.98842  -4.172837 0.97724
 53 -13.425168 0.97846  -4.171487 0.98154
 54 -13.423818 0.97138  -4.170137 0.96578
 55 -13.422468 0.94959  -4.168787 0.95881
 56 -13.421118 0.91789  -4.167437 0.94333
 57 -13.419768 0.88942  -4.166087 0.91692
 58 -13.418418 0.84719  -4.164737 0.89528
 59 -13.417068 0.81461  -4.163387 0.85974
 60 -13.415718 0.74685  -4.162037 0.82025
 61 -13.414368 0.69084  -4.160687 0.77513
 62 -13.413018 0.61891  -4.159337 0.72339
 63 -13.411668 0.52028  -4.157987 0.65423
 64 -13.410318 0.40748  -4.156637 0.56847
 65 -13.408968 0.25538  -4.155287 0.45593
 66 -13.407618 0.14446  -4.153937 0.36284
 67 -13.406268 0.06088  -4.152587 0.26032
 68 -13.404918 0.01464  -4.151237 0.16407
 69 -13.403568 0.00022  -4.149887 0.07725
 70 -13.402218 0.00000  -4.148537 0.03065
 71 -13.400868 0.00000  -4.147187 0.00920
 72 -13.399518 0.00000  -4.145837 0.00343
 73 -13.398168 0.00000  -4.144487 0.00151
 74 -13.396818 0.00000  -4.143137 0.00020
 75 -13.395468 0.00000  -4.141787 0.00000
 76 -13.394118 0.00000  -4.140437 0.00000
 77 -13.392768 0.00000  -4.139087 0.00000
 78 -13.391418 0.00000  -4.137737 0.00000
 79 -13.390068 0.00000  -4.136387 0.00000
 80 -13.388718 0.00000  -4.135037 0.00000
 81 -13.387368 0.00000  -4.133687 0.00000
 82 -13.386018 0.00000  -4.132337 0.00000
 83 -13.384668 0.00000  -4.130987 0.00000
 84 -13.383318 0.00000  -4.129637 0.00000
 85 -13.381968 0.00000  -4.128287 0.00000
 86 -13.380618 0.00000  -4.126937 0.00000
 87 -13.379268 0.00000  -4.125587 0.00000
 88 -13.377918 0.00000  -4.124237 0.00000
 89 -13.376568 0.00000  -4.122887 0.00000
 90 -13.375218 0.00000  -4.121537 0.00000
 91 -13.373868 0.00000  -4.120187 0.00000
 92 -13.372518 0.00000  -4.118837 0.00000
 93 -13.371168 0.00000  -4.117487 0.00000
 94 -13.369818 0.00000  -4.116137 0.00000
 95 -13.368468 0.00000  -4.114787 0.00000
 96 -13.367118 0.00000  -4.113437 0.00000
 97 -13.365768 0.00000  -4.112087 0.00000
 98 -13.364418 0.00000  -4.110737 0.00000
 99 -13.363068 0.00000  -4.109387 0.00000
100 -13.361718 0.00000  -4.108037 0.00000
