  1 -12.532717 0.00000   8.006695 0.00000
  2 -12.531367 0.00000   8.008045 0.00000
  3 -12.530017 0.00000   8.009395 0.00000
  4 -12.528667 0.00000   8.010745 0.00000
  5 -12.527317 0.00000   8.012095 0.00000
  6 -12.525967 0.00000   8.013445 0.00000
  7 -12.524617 0.00000   8.014795 0.00000
  8 -12.523267 0.00000   8.016145 0.00000
  9 -12.521917 0.00000   8.017495 0.00000
 10 -12.520567 0.00000   8.018845 0.00000
 11 -12.519217 0.00000   8.020195 0.00000
 12 -12.517867 0.00000   8.021545 0.00000
 13 -12.516517 0.00000   8.022895 0.00000
 14 -12.515167 0.00000   8.024245 0.00000
 15 -12.513817 0.00000   8.025595 0.00000
 16 -12.512467 0.00000   8.026945 0.00000
 17 -12.511117 0.00000   8.028295 0.00000
 18 -12.509767 0.00000   8.029645 0.00000
 19 -12.508417 0.00000   8.030995 0.00000
 20 -12.507067 0.00000   8.032345 0.00000
 21 -12.505717 0.00000   8.033695 0.00000
 22 -12.504367 0.00000   8.035045 0.00000
 23 -12.503017 0.00000   8.036395 0.00000
 24 -12.501667 0.00000   8.037745 0.00000
 25 -12.500317 0.00000   8.039095 0.00003
 26 -12.498967 0.00000   8.040445 0.00416
 27 -12.497617 0.00005   8.041795 0.02791
 28 -12.496267 0.00037   8.043145 0.06575
 29 -12.494917 0.00160   8.044495 0.11295
 30 -12.493567 0.00372   8.045845 0.17970
 31 -12.492217 0.00911   8.047195 0.26154
 32 -12.490867 0.02443   8.048545 0.35779
 33 -12.489517 0.04424   8.049895 0.45782
 34 -12.488167 0.10045   8.051245 0.54248
 35 -12.486817 0.20104   8.052595 0.63953
 36 -12.485467 0.31587   8.053945 0.70884
 37 -12.484117 0.43314   8.055295 0.77329
 38 -12.482767 0.54319   8.056645 0.82061
 39 -12.481417 0.64977   8.057995 0.85990
 40 -12.480067 0.71352   8.059345 0.89630
 41 -12.478717 0.78066   8.060695 0.92067
 42 -12.477367 0.82859   8.062045 0.94403
 43 -12.476017 0.86931   8.063395 0.96004
 44 -12.474667 0.90441   8.064745 0.97454
 45 -12.473317 0.92825   8.066095 0.97462
 46 -12.471967 0.95253   8.067445 0.98848
 47 -12.470617 0.97436   8.068795 0.99454
 48 -12.469267 0.97943   8.070145 0.99904
 49 -12.467917 0.99845   8.071495 1.00000
 50 -12.466567 0.99860   8.072845 0.98575
 51 -12.465217 1.00000   8.074195 0.97779
 52 -12.463867 0.98756   8.075545 0.96668
 53 -12.462517 0.98505   8.076895 0.94869
 54 -12.461167 0.97047   8.078245 0.93723
 55 -12.459817 0.95362   8.079595 0.90683
 56 -12.458467 0.93298   8.080945 0.87492
 57 -12.457117 0.91005   8.082295 0.83711
 58 -12.455767 0.87382   8.083645 0.79920
 59 -12.454417 0.82276   8.084995 0.75210
 60 -12.453067 0.77965   8.086345 0.67533
 61 -12.451717 0.72088   8.087695 0.58657
 62 -12.450367 0.65108   8.089045 0.50139
 63 -12.449017 0.55713   8.090395 0.40213
 64 -12.447667 0.44100   8.091745 0.31323
 65 -12.446317 0.32114   8.093095 0.23175
 66 -12.444967 0.20865   8.094445 0.14823
 67 -12.443617 0.11508   8.095795 0.08658
 68 -12.442267 0.05044   8.097145 0.04426
 69 -12.440917 0.00805   8.098495 0.01766
 70 -12.439567 0.00000   8.099845 0.00157
 71 -12.438217 0.00000   8.101195 0.00000
 72 -12.436867 0.00000   8.102545 0.00000
 73 -12.435517 0.00000   8.103895 0.00000
 74 -12.434167 0.00000   8.105245 0.00000
 75 -12.432817 0.00000   8.106595 0.00000
 76 -12.431467 0.00000   8.107945 0.00000
 77 -12.430117 0.00000   8.109295 0.00000
 78 -12.428767 0.00000   8.110645 0.00000
 79 -12.427417 0.00000   8.111995 0.00000
 80 -12.426067 0.00000   8.113345 0.00000
 81 -12.424717 0.00000   8.114695 0.00000
 82 -12.423367 0.00000   8.116045 0.00000
 83 -12.422017 0.00000   8.117395 0.00000
 84 -12.420667 0.00000   8.118745 0.00000
 85 -12.419317 0.00000   8.120095 0.00000
 86 -12.417967 0.00000   8.121445 0.00000
 87 -12.416617 0.00000   8.122795 0.00000
 88 -12.415267 0.00000   8.124145 0.00000
 89 -12.413917 0.00000   8.125495 0.00000
 90 -12.412567 0.00000   8.126845 0.00000
 91 -12.411217 0.00000   8.128195 0.00000
 92 -12.409867 0.00000   8.129545 0.00000
 93 -12.408517 0.00000   8.130895 0.00000
 94 -12.407167 0.00000   8.132245 0.00000
 95 -12.405817 0.00000   8.133595 0.00000
 96 -12.404467 0.00000   8.134945 0.00000
 97 -12.403117 0.00000   8.136295 0.00000
 98 -12.401767 0.00000   8.137645 0.00000
 99 -12.400417 0.00000   8.138995 0.00000
100 -12.399067 0.00000   8.140345 0.00000
