  1 -10.567846 0.00000  -0.290559 0.00000
  2 -10.566496 0.00000  -0.289209 0.00000
  3 -10.565146 0.00000  -0.287859 0.00000
  4 -10.563796 0.00000  -0.286509 0.00000
  5 -10.562446 0.00000  -0.285159 0.00000
  6 -10.561096 0.00000  -0.283809 0.00000
  7 -10.559746 0.00000  -0.282459 0.00000
  8 -10.558396 0.00000  -0.281109 0.00000
  9 -10.557046 0.00000  -0.279759 0.00000
 10 -10.555696 0.00000  -0.278409 0.00000
 11 -10.554346 0.00000  -0.277059 0.00000
 12 -10.552996 0.00000  -0.275709 0.00000
 13 -10.551646 0.00000  -0.274359 0.00000
 14 -10.550296 0.00000  -0.273009 0.00000
 15 -10.548946 0.00000  -0.271659 0.00000
 16 -10.547596 0.00000  -0.270309 0.00000
 17 -10.546246 0.00000  -0.268959 0.00000
 18 -10.544896 0.00000  -0.267609 0.00000
 19 -10.543546 0.00000  -0.266259 0.00000
 20 -10.542196 0.00000  -0.264909 0.00000
 21 -10.540846 0.00000  -0.263559 0.00000
 22 -10.539496 0.00000  -0.262209 0.00000
 23 -10.538146 0.00000  -0.260859 0.00000
 24 -10.536796 0.00000  -0.259509 0.00000
 25 -10.535446 0.00000  -0.258159 0.00000
 26 -10.534096 0.00027  -0.256809 0.00000
 27 -10.532746 0.00142  -0.255459 0.00000
 28 -10.531396 0.00340  -0.254109 0.00000
 29 -10.530046 0.00605  -0.252759 0.00036
 30 -10.528696 0.01155  -0.251409 0.01932
 31 -10.527346 0.01802  -0.250059 0.08548
 32 -10.525996 0.03265  -0.248709 0.17945
 33 -10.524646 0.07610  -0.247359 0.31185
 34 -10.523296 0.15609  -0.246009 0.43522
 35 -10.521946 0.26136  -0.244659 0.54667
 36 -10.520596 0.39548  -0.243309 0.63850
 37 -10.519246 0.51717  -0.241959 0.70620
 38 -10.517896 0.61697  -0.240609 0.75726
 39 -10.516546 0.69957  -0.239259 0.80536
 40 -10.515196 0.75891  -0.237909 0.84660
 41 -10.513846 0.81216  -0.236559 0.88673
 42 -10.512496 0.85563  -0.235209 0.91902
 43 -10.511146 0.89551  -0.233859 0.92937
 44 -10.509796 0.92095  -0.232509 0.95534
 45 -10.508446 0.94963  -0.231159 0.96075
 46 -10.507096 0.97443  -0.229809 0.97817
 47 -10.505746 0.98083  -0.228459 0.98477
 48 -10.504396 0.98955  -0.227109 0.99252
 49 -10.503046 0.98753  -0.225759 1.00000
 50 -10.501696 0.99510  -0.224409 0.98808
 51 -10.500346 0.99658  -0.223059 0.98705
 52 -10.498996 1.00000  -0.221709 0.99277
 53 -10.497646 0.97950  -0.220359 0.98236
 54 -10.496296 0.97098  -0.219009 0.96188
 55 -10.494946 0.94675  -0.217659 0.94138
 56 -10.493596 0.92385  -0.216309 0.92611
 57 -10.492246 0.89283  -0.214959 0.90790
 58 -10.490896 0.85148  -0.213609 0.86755
 59 -10.489546 0.81986  -0.212259 0.83302
 60 -10.488196 0.76454  -0.210909 0.78105
 61 -10.486846 0.69047  -0.209559 0.74164
 62 -10.485496 0.61677  -0.208209 0.68484
 63 -10.484146 0.53575  -0.206859 0.61766
 64 -10.482796 0.41010  -0.205509 0.50974
 65 -10.481446 0.29531  -0.204159 0.38667
 66 -10.480096 0.18981  -0.202809 0.26780
 67 -10.478746 0.09502  -0.201459 0.14203
 68 -10.477396 0.03962  -0.200109 0.06105
 69 -10.476046 0.00697  -0.198759 0.01700
 70 -10.474696 0.00000  -0.197409 0.00130
 71 -10.473346 0.00000  -0.196059 0.00000
 72 -10.471996 0.00000  -0.194709 0.00000
 73 -10.470646 0.00000  -0.193359 0.00000
 74 -10.469296 0.00000  -0.192009 0.00000
 75 -10.467946 0.00000  -0.190659 0.00000
 76 -10.466596 0.00000  -0.189309 0.00000
 77 -10.465246 0.00000  -0.187959 0.00000
 78 -10.463896 0.00000  -0.186609 0.00000
 79 -10.462546 0.00000  -0.185259 0.00000
 80 -10.461196 0.00000  -0.183909 0.00000
 81 -10.459846 0.00000  -0.182559 0.00000
 82 -10.458496 0.00000  -0.181209 0.00000
 83 -10.457146 0.00000  -0.179859 0.00000
 84 -10.455796 0.00000  -0.178509 0.00000
 85 -10.454446 0.00000  -0.177159 0.00000
 86 -10.453096 0.00000  -0.175809 0.00000
 87 -10.451746 0.00000  -0.174459 0.00000
 88 -10.450396 0.00000  -0.173109 0.00000
 89 -10.449046 0.00000  -0.171759 0.00000
 90 -10.447696 0.00000  -0.170409 0.00000
 91 -10.446346 0.00000  -0.169059 0.00000
 92 -10.444996 0.00000  -0.167709 0.00000
 93 -10.443646 0.00000  -0.166359 0.00000
 94 -10.442296 0.00000  -0.165009 0.00000
 95 -10.440946 0.00000  -0.163659 0.00000
 96 -10.439596 0.00000  -0.162309 0.00000
 97 -10.438246 0.00000  -0.160959 0.00000
 98 -10.436896 0.00000  -0.159609 0.00000
 99 -10.435546 0.00000  -0.158259 0.00000
100 -10.434196 0.00000  -0.156909 0.00000
