  1   1.832929 0.00000  12.048650 0.00000
  2   1.834279 0.00000  12.050000 0.00000
  3   1.835629 0.00000  12.051350 0.00000
  4   1.836979 0.00000  12.052700 0.00000
  5   1.838329 0.00000  12.054050 0.00000
  6   1.839679 0.00000  12.055400 0.00000
  7   1.841029 0.00000  12.056750 0.00000
  8   1.842379 0.00000  12.058100 0.00000
  9   1.843729 0.00000  12.059450 0.00000
 10   1.845079 0.00000  12.060800 0.00000
 11   1.846429 0.00000  12.062150 0.00000
 12   1.847779 0.00000  12.063500 0.00000
 13   1.849129 0.00000  12.064850 0.00000
 14   1.850479 0.00000  12.066200 0.00000
 15   1.851829 0.00000  12.067550 0.00000
 16   1.853179 0.00000  12.068900 0.00000
 17   1.854529 0.00000  12.070250 0.00000
 18   1.855879 0.00000  12.071600 0.00037
 19   1.857229 0.00000  12.072950 0.00291
 20   1.858579 0.00000  12.074300 0.00938
 21   1.859929 0.00000  12.075650 0.01650
 22   1.861279 0.00000  12.077000 0.02687
 23   1.862629 0.00000  12.078350 0.03829
 24   1.863979 0.00000  12.079700 0.05388
 25   1.865329 0.00000  12.081050 0.06719
 26   1.866679 0.00000  12.082400 0.08635
 27   1.868029 0.00000  12.083750 0.10954
 28   1.869379 0.00000  12.085100 0.13009
 29   1.870729 0.00000  12.086450 0.15159
 30   1.872079 0.00366  12.087800 0.18179
 31   1.873429 0.01479  12.089150 0.22353
 32   1.874779 0.03280  12.090500 0.28786
 33   1.876129 0.10991  12.091850 0.39808
 34   1.877479 0.24745  12.093200 0.53179
 35   1.878829 0.37950  12.094550 0.64142
 36   1.880179 0.49794  12.095900 0.72435
 37   1.881529 0.59245  12.097250 0.79213
 38   1.882879 0.67902  12.098600 0.82864
 39   1.884229 0.73787  12.099950 0.86904
 40   1.885579 0.78330  12.101300 0.90713
 41   1.886929 0.82936  12.102650 0.93739
 42   1.888279 0.86721  12.104000 0.95541
 43   1.889629 0.90037  12.105350 0.97559
 44   1.890979 0.92098  12.106700 0.98776
 45   1.892329 0.94377  12.108050 0.98765
 46   1.893679 0.96165  12.109400 0.99718
 47   1.895029 0.97138  12.110750 1.00000
 48   1.896379 0.98857  12.112100 0.99449
 49   1.897729 0.99090  12.113450 0.99751
 50   1.899079 1.00000  12.114800 0.98113
 51   1.900429 0.99896  12.116150 0.97963
 52   1.901779 0.99054  12.117500 0.96200
 53   1.903129 0.98729  12.118850 0.92908
 54   1.904479 0.97893  12.120200 0.91309
 55   1.905829 0.97540  12.121550 0.88571
 56   1.907179 0.94875  12.122900 0.84751
 57   1.908529 0.92836  12.124250 0.80719
 58   1.909879 0.88670  12.125600 0.76212
 59   1.911229 0.86893  12.126950 0.72706
 60   1.912579 0.84026  12.128300 0.67487
 61   1.913929 0.79363  12.129650 0.61051
 62   1.915279 0.75763  12.131000 0.55086
 63   1.916629 0.68692  12.132350 0.47658
 64   1.917979 0.61244  12.133700 0.39662
 65   1.919329 0.51261  12.135050 0.29956
 66   1.920679 0.39314  12.136400 0.18626
 67   1.922029 0.25972  12.137750 0.07318
 68   1.923379 0.11770  12.139100 0.01704
 69   1.924729 0.05095  12.140450 0.00099
 70   1.926079 0.02679  12.141800 0.00000
 71   1.927429 0.01000  12.143150 0.00000
 72   1.928779 0.00126  12.144500 0.00000
 73   1.930129 0.00000  12.145850 0.00000
 74   1.931479 0.00000  12.147200 0.00000
 75   1.932829 0.00000  12.148550 0.00000
 76   1.934179 0.00000  12.149900 0.00000
 77   1.935529 0.00000  12.151250 0.00000
 78   1.936879 0.00000  12.152600 0.00000
 79   1.938229 0.00000  12.153950 0.00000
 80   1.939579 0.00000  12.155300 0.00000
 81   1.940929 0.00000  12.156650 0.00000
 82   1.942279 0.00000  12.158000 0.00000
 83   1.943629 0.00000  12.159350 0.00000
 84   1.944979 0.00000  12.160700 0.00000
 85   1.946329 0.00000  12.162050 0.00000
 86   1.947679 0.00000  12.163400 0.00000
 87   1.949029 0.00000  12.164750 0.00000
 88   1.950379 0.00000  12.166100 0.00000
 89   1.951729 0.00000  12.167450 0.00000
 90   1.953079 0.00000  12.168800 0.00000
 91   1.954429 0.00000  12.170150 0.00000
 92   1.955779 0.00000  12.171500 0.00000
 93   1.957129 0.00000  12.172850 0.00000
 94   1.958479 0.00000  12.174200 0.00000
 95   1.959829 0.00000  12.175550 0.00000
 96   1.961179 0.00000  12.176900 0.00000
 97   1.962529 0.00000  12.178250 0.00000
 98   1.963879 0.00000  12.179600 0.00000
 99   1.965229 0.00000  12.180950 0.00000
100   1.966579 0.00000  12.182300 0.00000
