  1 -13.495308 0.00000  -1.409363 0.00000
  2 -13.493958 0.00000  -1.408013 0.00000
  3 -13.492608 0.00000  -1.406663 0.00000
  4 -13.491258 0.00000  -1.405313 0.00000
  5 -13.489908 0.00000  -1.403963 0.00000
  6 -13.488558 0.00000  -1.402613 0.00000
  7 -13.487208 0.00000  -1.401263 0.00000
  8 -13.485858 0.00000  -1.399913 0.00000
  9 -13.484508 0.00000  -1.398563 0.00000
 10 -13.483158 0.00000  -1.397213 0.00000
 11 -13.481808 0.00000  -1.395863 0.00000
 12 -13.480458 0.00000  -1.394513 0.00000
 13 -13.479108 0.00000  -1.393163 0.00000
 14 -13.477758 0.00000  -1.391813 0.00000
 15 -13.476408 0.00000  -1.390463 0.00000
 16 -13.475058 0.00000  -1.389113 0.00000
 17 -13.473708 0.00000  -1.387763 0.00000
 18 -13.472358 0.00000  -1.386413 0.00000
 19 -13.471008 0.00000  -1.385063 0.00000
 20 -13.469658 0.00000  -1.383713 0.00000
 21 -13.468308 0.00000  -1.382363 0.00000
 22 -13.466958 0.00000  -1.381013 0.00000
 23 -13.465608 0.00000  -1.379663 0.00000
 24 -13.464258 0.00010  -1.378313 0.00000
 25 -13.462908 0.00059  -1.376963 0.00000
 26 -13.461558 0.00112  -1.375613 0.00000
 27 -13.460208 0.00308  -1.374263 0.00106
 28 -13.458858 0.00533  -1.372913 0.01099
 29 -13.457508 0.00904  -1.371563 0.04506
 30 -13.456158 0.01310  -1.370213 0.09351
 31 -13.454808 0.01882  -1.368863 0.14436
 32 -13.453458 0.02938  -1.367513 0.21207
 33 -13.452108 0.04412  -1.366163 0.29890
 34 -13.450758 0.11135  -1.364813 0.38887
 35 -13.449408 0.20720  -1.363463 0.49427
 36 -13.448058 0.33672  -1.362113 0.59621
 37 -13.446708 0.46933  -1.360763 0.67291
 38 -13.445358 0.57861  -1.359413 0.74635
 39 -13.444008 0.67191  -1.358063 0.79061
 40 -13.442658 0.74261  -1.356713 0.82536
 41 -13.441308 0.79906  -1.355363 0.87137
 42 -13.439958 0.83673  -1.354013 0.90685
 43 -13.438608 0.88528  -1.352663 0.92636
 44 -13.437258 0.90796  -1.351313 0.94735
 45 -13.435908 0.94387  -1.349963 0.95826
 46 -13.434558 0.96453  -1.348613 0.97064
 47 -13.433208 0.97507  -1.347263 0.97854
 48 -13.431858 0.98519  -1.345913 0.98839
 49 -13.430508 1.00000  -1.344563 0.98545
 50 -13.429158 0.99274  -1.343213 1.00000
 51 -13.427808 0.99873  -1.341863 0.98759
 52 -13.426458 0.99098  -1.340513 0.99318
 53 -13.425108 0.98257  -1.339163 0.97874
 54 -13.423758 0.95228  -1.337813 0.96004
 55 -13.422408 0.94617  -1.336463 0.94712
 56 -13.421058 0.92444  -1.335113 0.92547
 57 -13.419708 0.88312  -1.333763 0.89369
 58 -13.418358 0.84990  -1.332413 0.87273
 59 -13.417008 0.80412  -1.331063 0.83413
 60 -13.415658 0.75102  -1.329713 0.79428
 61 -13.414308 0.68267  -1.328363 0.73898
 62 -13.412958 0.60711  -1.327013 0.66478
 63 -13.411608 0.51407  -1.325663 0.58394
 64 -13.410258 0.40081  -1.324313 0.48425
 65 -13.408908 0.27902  -1.322963 0.40348
 66 -13.407558 0.16435  -1.321613 0.32425
 67 -13.406208 0.07764  -1.320263 0.23119
 68 -13.404858 0.03026  -1.318913 0.15000
 69 -13.403508 0.00389  -1.317563 0.08316
 70 -13.402158 0.00000  -1.316213 0.03248
 71 -13.400808 0.00000  -1.314863 0.00899
 72 -13.399458 0.00000  -1.313513 0.00370
 73 -13.398108 0.00000  -1.312163 0.00103
 74 -13.396758 0.00000  -1.310813 0.00008
 75 -13.395408 0.00000  -1.309463 0.00000
 76 -13.394058 0.00000  -1.308113 0.00000
 77 -13.392708 0.00000  -1.306763 0.00000
 78 -13.391358 0.00000  -1.305413 0.00000
 79 -13.390008 0.00000  -1.304063 0.00000
 80 -13.388658 0.00000  -1.302713 0.00000
 81 -13.387308 0.00000  -1.301363 0.00000
 82 -13.385958 0.00000  -1.300013 0.00000
 83 -13.384608 0.00000  -1.298663 0.00000
 84 -13.383258 0.00000  -1.297313 0.00000
 85 -13.381908 0.00000  -1.295963 0.00000
 86 -13.380558 0.00000  -1.294613 0.00000
 87 -13.379208 0.00000  -1.293263 0.00000
 88 -13.377858 0.00000  -1.291913 0.00000
 89 -13.376508 0.00000  -1.290563 0.00000
 90 -13.375158 0.00000  -1.289213 0.00000
 91 -13.373808 0.00000  -1.287863 0.00000
 92 -13.372458 0.00000  -1.286513 0.00000
 93 -13.371108 0.00000  -1.285163 0.00000
 94 -13.369758 0.00000  -1.283813 0.00000
 95 -13.368408 0.00000  -1.282463 0.00000
 96 -13.367058 0.00000  -1.281113 0.00000
 97 -13.365708 0.00000  -1.279763 0.00000
 98 -13.364358 0.00000  -1.278413 0.00000
 99 -13.363008 0.00000  -1.277063 0.00000
100 -13.361658 0.00000  -1.275713 0.00000
