  1  -9.080590 0.00000   0.767279 0.00000
  2  -9.079240 0.00000   0.768629 0.00000
  3  -9.077890 0.00000   0.769979 0.00000
  4  -9.076540 0.00000   0.771329 0.00000
  5  -9.075190 0.00000   0.772679 0.00000
  6  -9.073840 0.00000   0.774029 0.00000
  7  -9.072490 0.00000   0.775379 0.00000
  8  -9.071140 0.00000   0.776729 0.00000
  9  -9.069790 0.00000   0.778079 0.00000
 10  -9.068440 0.00000   0.779429 0.00000
 11  -9.067090 0.00000   0.780779 0.00000
 12  -9.065740 0.00000   0.782129 0.00000
 13  -9.064390 0.00000   0.783479 0.00000
 14  -9.063040 0.00000   0.784829 0.00000
 15  -9.061690 0.00000   0.786179 0.00000
 16  -9.060340 0.00000   0.787529 0.00000
 17  -9.058990 0.00000   0.788879 0.00000
 18  -9.057640 0.00000   0.790229 0.00000
 19  -9.056290 0.00000   0.791579 0.00000
 20  -9.054940 0.00000   0.792929 0.00000
 21  -9.053590 0.00000   0.794279 0.00000
 22  -9.052240 0.00000   0.795629 0.00000
 23  -9.050890 0.00000   0.796979 0.00000
 24  -9.049540 0.00000   0.798329 0.00000
 25  -9.048190 0.00000   0.799679 0.00000
 26  -9.046840 0.00003   0.801029 0.00000
 27  -9.045490 0.00048   0.802379 0.00000
 28  -9.044140 0.00248   0.803729 0.00000
 29  -9.042790 0.00523   0.805079 0.00077
 30  -9.041440 0.01147   0.806429 0.01309
 31  -9.040090 0.02031   0.807779 0.07617
 32  -9.038740 0.04314   0.809129 0.18308
 33  -9.037390 0.09822   0.810479 0.32838
 34  -9.036040 0.17389   0.811829 0.45227
 35  -9.034690 0.28217   0.813179 0.55948
 36  -9.033340 0.40275   0.814529 0.65152
 37  -9.031990 0.52512   0.815879 0.70902
 38  -9.030640 0.62433   0.817229 0.77117
 39  -9.029290 0.70007   0.818579 0.80794
 40  -9.027940 0.76657   0.819929 0.84170
 41  -9.026590 0.81416   0.821279 0.87956
 42  -9.025240 0.86152   0.822629 0.92036
 43  -9.023890 0.89157   0.823979 0.93533
 44  -9.022540 0.92448   0.825329 0.95316
 45  -9.021190 0.95388   0.826679 0.95608
 46  -9.019840 0.96605   0.828029 0.96747
 47  -9.018490 0.97916   0.829379 0.99852
 48  -9.017140 0.98530   0.830729 0.98130
 49  -9.015790 1.00000   0.832079 1.00000
 50  -9.014440 0.99300   0.833429 0.98661
 51  -9.013090 0.99343   0.834779 0.98883
 52  -9.011740 0.99225   0.836129 0.97689
 53  -9.010390 0.98290   0.837479 0.97634
 54  -9.009040 0.96431   0.838829 0.95515
 55  -9.007690 0.95398   0.840179 0.93813
 56  -9.006340 0.92756   0.841529 0.91436
 57  -9.004990 0.89271   0.842879 0.88895
 58  -9.003640 0.86041   0.844229 0.86667
 59  -9.002290 0.81898   0.845579 0.82004
 60  -9.000940 0.76418   0.846929 0.78456
 61  -8.999590 0.71063   0.848279 0.72764
 62  -8.998240 0.63471   0.849629 0.67258
 63  -8.996890 0.54161   0.850979 0.59674
 64  -8.995540 0.43210   0.852329 0.50138
 65  -8.994190 0.31629   0.853679 0.36745
 66  -8.992840 0.21135   0.855029 0.22872
 67  -8.991490 0.11770   0.856379 0.10913
 68  -8.990140 0.05589   0.857729 0.03535
 69  -8.988790 0.01402   0.859079 0.00611
 70  -8.987440 0.00000   0.860429 0.00000
 71  -8.986090 0.00000   0.861779 0.00000
 72  -8.984740 0.00000   0.863129 0.00000
 73  -8.983390 0.00000   0.864479 0.00000
 74  -8.982040 0.00000   0.865829 0.00000
 75  -8.980690 0.00000   0.867179 0.00000
 76  -8.979340 0.00000   0.868529 0.00000
 77  -8.977990 0.00000   0.869879 0.00000
 78  -8.976640 0.00000   0.871229 0.00000
 79  -8.975290 0.00000   0.872579 0.00000
 80  -8.973940 0.00000   0.873929 0.00000
 81  -8.972590 0.00000   0.875279 0.00000
 82  -8.971240 0.00000   0.876629 0.00000
 83  -8.969890 0.00000   0.877979 0.00000
 84  -8.968540 0.00000   0.879329 0.00000
 85  -8.967190 0.00000   0.880679 0.00000
 86  -8.965840 0.00000   0.882029 0.00000
 87  -8.964490 0.00000   0.883379 0.00000
 88  -8.963140 0.00000   0.884729 0.00000
 89  -8.961790 0.00000   0.886079 0.00000
 90  -8.960440 0.00000   0.887429 0.00000
 91  -8.959090 0.00000   0.888779 0.00000
 92  -8.957740 0.00000   0.890129 0.00000
 93  -8.956390 0.00000   0.891479 0.00000
 94  -8.955040 0.00000   0.892829 0.00000
 95  -8.953690 0.00000   0.894179 0.00000
 96  -8.952340 0.00000   0.895529 0.00000
 97  -8.950990 0.00000   0.896879 0.00000
 98  -8.949640 0.00000   0.898229 0.00000
 99  -8.948290 0.00000   0.899579 0.00000
100  -8.946940 0.00000   0.900929 0.00000
