  1 -11.065345 0.00000   8.078777 0.00000
  2 -11.063995 0.00000   8.080127 0.00000
  3 -11.062645 0.00000   8.081477 0.00000
  4 -11.061295 0.00000   8.082827 0.00000
  5 -11.059945 0.00000   8.084177 0.00000
  6 -11.058595 0.00000   8.085527 0.00000
  7 -11.057245 0.00000   8.086877 0.00000
  8 -11.055895 0.00000   8.088227 0.00000
  9 -11.054545 0.00000   8.089577 0.00000
 10 -11.053195 0.00000   8.090927 0.00000
 11 -11.051845 0.00000   8.092277 0.00000
 12 -11.050495 0.00000   8.093627 0.00000
 13 -11.049145 0.00000   8.094977 0.00000
 14 -11.047795 0.00000   8.096327 0.00000
 15 -11.046445 0.00000   8.097677 0.00000
 16 -11.045095 0.00000   8.099027 0.00000
 17 -11.043745 0.00000   8.100377 0.00000
 18 -11.042395 0.00000   8.101727 0.00000
 19 -11.041045 0.00000   8.103077 0.00000
 20 -11.039695 0.00000   8.104427 0.00000
 21 -11.038345 0.00000   8.105777 0.00000
 22 -11.036995 0.00000   8.107127 0.00000
 23 -11.035645 0.00000   8.108477 0.00000
 24 -11.034295 0.00000   8.109827 0.00000
 25 -11.032945 0.00000   8.111177 0.00000
 26 -11.031595 0.00000   8.112527 0.00000
 27 -11.030245 0.00000   8.113877 0.00036
 28 -11.028895 0.00000   8.115227 0.02234
 29 -11.027545 0.00037   8.116577 0.07403
 30 -11.026195 0.00252   8.117927 0.14525
 31 -11.024845 0.00852   8.119277 0.24090
 32 -11.023495 0.02194   8.120627 0.35604
 33 -11.022145 0.04557   8.121977 0.45670
 34 -11.020795 0.10971   8.123327 0.55371
 35 -11.019445 0.22052   8.124677 0.64237
 36 -11.018095 0.33878   8.126027 0.72091
 37 -11.016745 0.47444   8.127377 0.77982
 38 -11.015395 0.57825   8.128727 0.82169
 39 -11.014045 0.66889   8.130077 0.86553
 40 -11.012695 0.74143   8.131427 0.89710
 41 -11.011345 0.79213   8.132777 0.92550
 42 -11.009995 0.84086   8.134127 0.94774
 43 -11.008645 0.87707   8.135477 0.96198
 44 -11.007295 0.91362   8.136827 0.97683
 45 -11.005945 0.93526   8.138177 0.98518
 46 -11.004595 0.95834   8.139527 0.99383
 47 -11.003245 0.97791   8.140877 0.99915
 48 -11.001895 0.99017   8.142227 1.00000
 49 -11.000545 1.00000   8.143577 0.99669
 50 -10.999195 0.99711   8.144927 0.98683
 51 -10.997845 0.99427   8.146277 0.98694
 52 -10.996495 0.99064   8.147627 0.97358
 53 -10.995145 0.99485   8.148977 0.95661
 54 -10.993795 0.97669   8.150327 0.94393
 55 -10.992445 0.95336   8.151677 0.91630
 56 -10.991095 0.93384   8.153027 0.89255
 57 -10.989745 0.90426   8.154377 0.84657
 58 -10.988395 0.87610   8.155727 0.81875
 59 -10.987045 0.82739   8.157077 0.77095
 60 -10.985695 0.78899   8.158427 0.70091
 61 -10.984345 0.73042   8.159777 0.62744
 62 -10.982995 0.65368   8.161127 0.52429
 63 -10.981645 0.55716   8.162477 0.40890
 64 -10.980295 0.45322   8.163827 0.30545
 65 -10.978945 0.33051   8.165177 0.20591
 66 -10.977595 0.20885   8.166527 0.11830
 67 -10.976245 0.10361   8.167877 0.06579
 68 -10.974895 0.03919   8.169227 0.03193
 69 -10.973545 0.00162   8.170577 0.00645
 70 -10.972195 0.00000   8.171927 0.00000
 71 -10.970845 0.00000   8.173277 0.00000
 72 -10.969495 0.00000   8.174627 0.00000
 73 -10.968145 0.00000   8.175977 0.00000
 74 -10.966795 0.00000   8.177327 0.00000
 75 -10.965445 0.00000   8.178677 0.00000
 76 -10.964095 0.00000   8.180027 0.00000
 77 -10.962745 0.00000   8.181377 0.00000
 78 -10.961395 0.00000   8.182727 0.00000
 79 -10.960045 0.00000   8.184077 0.00000
 80 -10.958695 0.00000   8.185427 0.00000
 81 -10.957345 0.00000   8.186777 0.00000
 82 -10.955995 0.00000   8.188127 0.00000
 83 -10.954645 0.00000   8.189477 0.00000
 84 -10.953295 0.00000   8.190827 0.00000
 85 -10.951945 0.00000   8.192177 0.00000
 86 -10.950595 0.00000   8.193527 0.00000
 87 -10.949245 0.00000   8.194877 0.00000
 88 -10.947895 0.00000   8.196227 0.00000
 89 -10.946545 0.00000   8.197577 0.00000
 90 -10.945195 0.00000   8.198927 0.00000
 91 -10.943845 0.00000   8.200277 0.00000
 92 -10.942495 0.00000   8.201627 0.00000
 93 -10.941145 0.00000   8.202977 0.00000
 94 -10.939795 0.00000   8.204327 0.00000
 95 -10.938445 0.00000   8.205677 0.00000
 96 -10.937095 0.00000   8.207027 0.00000
 97 -10.935745 0.00000   8.208377 0.00000
 98 -10.934395 0.00000   8.209727 0.00000
 99 -10.933045 0.00000   8.211077 0.00000
100 -10.931695 0.00000   8.212427 0.00000
