  1 -13.506657 0.00000  10.244154 0.00000
  2 -13.505307 0.00000  10.245504 0.00000
  3 -13.503957 0.00000  10.246854 0.00000
  4 -13.502607 0.00000  10.248204 0.00000
  5 -13.501257 0.00000  10.249554 0.00000
  6 -13.499907 0.00000  10.250904 0.00000
  7 -13.498557 0.00000  10.252254 0.00000
  8 -13.497207 0.00000  10.253604 0.00000
  9 -13.495857 0.00000  10.254954 0.00000
 10 -13.494507 0.00000  10.256304 0.00000
 11 -13.493157 0.00000  10.257654 0.00000
 12 -13.491807 0.00000  10.259004 0.00000
 13 -13.490457 0.00000  10.260354 0.00000
 14 -13.489107 0.00000  10.261704 0.00000
 15 -13.487757 0.00000  10.263054 0.00000
 16 -13.486407 0.00000  10.264404 0.00000
 17 -13.485057 0.00000  10.265754 0.00000
 18 -13.483707 0.00000  10.267104 0.00000
 19 -13.482357 0.00000  10.268454 0.00000
 20 -13.481007 0.00000  10.269804 0.00000
 21 -13.479657 0.00000  10.271154 0.00000
 22 -13.478307 0.00000  10.272504 0.00000
 23 -13.476957 0.00000  10.273854 0.00000
 24 -13.475607 0.00000  10.275204 0.00229
 25 -13.474257 0.00000  10.276554 0.02215
 26 -13.472907 0.00000  10.277904 0.05345
 27 -13.471557 0.00000  10.279254 0.09125
 28 -13.470207 0.00000  10.280604 0.14007
 29 -13.468857 0.00042  10.281954 0.19606
 30 -13.467507 0.00250  10.283304 0.26663
 31 -13.466157 0.01023  10.284654 0.33013
 32 -13.464807 0.02206  10.286004 0.41457
 33 -13.463457 0.04285  10.287354 0.49410
 34 -13.462107 0.07821  10.288704 0.58131
 35 -13.460757 0.17431  10.290054 0.65883
 36 -13.459407 0.28587  10.291404 0.74121
 37 -13.458057 0.39021  10.292754 0.79725
 38 -13.456707 0.48830  10.294104 0.83625
 39 -13.455357 0.59210  10.295454 0.87706
 40 -13.454007 0.68449  10.296804 0.91249
 41 -13.452657 0.75534  10.298154 0.93403
 42 -13.451307 0.81183  10.299504 0.95540
 43 -13.449957 0.84957  10.300854 0.97169
 44 -13.448607 0.88545  10.302204 0.98396
 45 -13.447257 0.92645  10.303554 0.98921
 46 -13.445907 0.94621  10.304904 1.00000
 47 -13.444557 0.96852  10.306254 0.98968
 48 -13.443207 0.98054  10.307604 0.99869
 49 -13.441857 0.99364  10.308954 0.99269
 50 -13.440507 0.99622  10.310304 0.97554
 51 -13.439157 1.00000  10.311654 0.97640
 52 -13.437807 0.98911  10.313004 0.95422
 53 -13.436457 0.98165  10.314354 0.93506
 54 -13.435107 0.97973  10.315704 0.92368
 55 -13.433757 0.96648  10.317054 0.88660
 56 -13.432407 0.93578  10.318404 0.85619
 57 -13.431057 0.90219  10.319754 0.79870
 58 -13.429707 0.87774  10.321104 0.74363
 59 -13.428357 0.84233  10.322454 0.66795
 60 -13.427007 0.78199  10.323804 0.59517
 61 -13.425657 0.72182  10.325154 0.52942
 62 -13.424307 0.66493  10.326504 0.43524
 63 -13.422957 0.56439  10.327854 0.36701
 64 -13.421607 0.45183  10.329204 0.28934
 65 -13.420257 0.33261  10.330554 0.22387
 66 -13.418907 0.22771  10.331904 0.15332
 67 -13.417557 0.15031  10.333254 0.09532
 68 -13.416207 0.08712  10.334604 0.05373
 69 -13.414857 0.03860  10.335954 0.02388
 70 -13.413507 0.00358  10.337304 0.00583
 71 -13.412157 0.00000  10.338654 0.00000
 72 -13.410807 0.00000  10.340004 0.00000
 73 -13.409457 0.00000  10.341354 0.00000
 74 -13.408107 0.00000  10.342704 0.00000
 75 -13.406757 0.00000  10.344054 0.00000
 76 -13.405407 0.00000  10.345404 0.00000
 77 -13.404057 0.00000  10.346754 0.00000
 78 -13.402707 0.00000  10.348104 0.00000
 79 -13.401357 0.00000  10.349454 0.00000
 80 -13.400007 0.00000  10.350804 0.00000
 81 -13.398657 0.00000  10.352154 0.00000
 82 -13.397307 0.00000  10.353504 0.00000
 83 -13.395957 0.00000  10.354854 0.00000
 84 -13.394607 0.00000  10.356204 0.00000
 85 -13.393257 0.00000  10.357554 0.00000
 86 -13.391907 0.00000  10.358904 0.00000
 87 -13.390557 0.00000  10.360254 0.00000
 88 -13.389207 0.00000  10.361604 0.00000
 89 -13.387857 0.00000  10.362954 0.00000
 90 -13.386507 0.00000  10.364304 0.00000
 91 -13.385157 0.00000  10.365654 0.00000
 92 -13.383807 0.00000  10.367004 0.00000
 93 -13.382457 0.00000  10.368354 0.00000
 94 -13.381107 0.00000  10.369704 0.00000
 95 -13.379757 0.00000  10.371054 0.00000
 96 -13.378407 0.00000  10.372404 0.00000
 97 -13.377057 0.00000  10.373754 0.00000
 98 -13.375707 0.00000  10.375104 0.00000
 99 -13.374357 0.00000  10.376454 0.00000
100 -13.373007 0.00000  10.377804 0.00000
