  1 -13.495515 0.00000  -0.435624 0.00000
  2 -13.494165 0.00000  -0.434274 0.00000
  3 -13.492815 0.00000  -0.432924 0.00000
  4 -13.491465 0.00000  -0.431574 0.00000
  5 -13.490115 0.00000  -0.430224 0.00000
  6 -13.488765 0.00000  -0.428874 0.00000
  7 -13.487415 0.00000  -0.427524 0.00000
  8 -13.486065 0.00000  -0.426174 0.00000
  9 -13.484715 0.00000  -0.424824 0.00000
 10 -13.483365 0.00000  -0.423474 0.00000
 11 -13.482015 0.00000  -0.422124 0.00000
 12 -13.480665 0.00000  -0.420774 0.00000
 13 -13.479315 0.00000  -0.419424 0.00000
 14 -13.477965 0.00000  -0.418074 0.00000
 15 -13.476615 0.00000  -0.416724 0.00000
 16 -13.475265 0.00000  -0.415374 0.00000
 17 -13.473915 0.00000  -0.414024 0.00000
 18 -13.472565 0.00000  -0.412674 0.00000
 19 -13.471215 0.00000  -0.411324 0.00000
 20 -13.469865 0.00000  -0.409974 0.00000
 21 -13.468515 0.00000  -0.408624 0.00000
 22 -13.467165 0.00000  -0.407274 0.00000
 23 -13.465815 0.00000  -0.405924 0.00000
 24 -13.464465 0.00007  -0.404574 0.00000
 25 -13.463115 0.00049  -0.403224 0.00000
 26 -13.461765 0.00140  -0.401874 0.00014
 27 -13.460415 0.00345  -0.400524 0.00340
 28 -13.459065 0.00529  -0.399174 0.02230
 29 -13.457715 0.00953  -0.397824 0.06191
 30 -13.456365 0.01381  -0.396474 0.10667
 31 -13.455015 0.01940  -0.395124 0.16264
 32 -13.453665 0.02787  -0.393774 0.22585
 33 -13.452315 0.04884  -0.392424 0.30619
 34 -13.450965 0.11990  -0.391074 0.40033
 35 -13.449615 0.21386  -0.389724 0.50094
 36 -13.448265 0.33792  -0.388374 0.59818
 37 -13.446915 0.46590  -0.387024 0.68316
 38 -13.445565 0.57451  -0.385674 0.74079
 39 -13.444215 0.66830  -0.384324 0.78884
 40 -13.442865 0.73696  -0.382974 0.83612
 41 -13.441515 0.79405  -0.381624 0.86610
 42 -13.440165 0.84814  -0.380274 0.90849
 43 -13.438815 0.88341  -0.378924 0.92697
 44 -13.437465 0.91349  -0.377574 0.94672
 45 -13.436115 0.94587  -0.376224 0.95491
 46 -13.434765 0.96563  -0.374874 0.96913
 47 -13.433415 0.97056  -0.373524 0.97723
 48 -13.432065 0.98445  -0.372174 0.97920
 49 -13.430715 0.99814  -0.370824 0.97823
 50 -13.429365 1.00000  -0.369474 1.00000
 51 -13.428015 0.99694  -0.368124 0.98913
 52 -13.426665 0.99140  -0.366774 0.97610
 53 -13.425315 0.97127  -0.365424 0.96672
 54 -13.423965 0.96274  -0.364074 0.95048
 55 -13.422615 0.94119  -0.362724 0.93718
 56 -13.421265 0.92549  -0.361374 0.92315
 57 -13.419915 0.88750  -0.360024 0.89242
 58 -13.418565 0.84706  -0.358674 0.85562
 59 -13.417215 0.80740  -0.357324 0.82096
 60 -13.415865 0.75241  -0.355974 0.77044
 61 -13.414515 0.69034  -0.354624 0.71689
 62 -13.413165 0.61240  -0.353274 0.63951
 63 -13.411815 0.51800  -0.351924 0.54758
 64 -13.410465 0.40317  -0.350574 0.47435
 65 -13.409115 0.27708  -0.349224 0.39214
 66 -13.407765 0.17256  -0.347874 0.30895
 67 -13.406415 0.08585  -0.346524 0.22582
 68 -13.405065 0.03647  -0.345174 0.14637
 69 -13.403715 0.00576  -0.343824 0.07870
 70 -13.402365 0.00000  -0.342474 0.03035
 71 -13.401015 0.00000  -0.341124 0.00783
 72 -13.399665 0.00000  -0.339774 0.00263
 73 -13.398315 0.00000  -0.338424 0.00089
 74 -13.396965 0.00000  -0.337074 0.00003
 75 -13.395615 0.00000  -0.335724 0.00000
 76 -13.394265 0.00000  -0.334374 0.00000
 77 -13.392915 0.00000  -0.333024 0.00000
 78 -13.391565 0.00000  -0.331674 0.00000
 79 -13.390215 0.00000  -0.330324 0.00000
 80 -13.388865 0.00000  -0.328974 0.00000
 81 -13.387515 0.00000  -0.327624 0.00000
 82 -13.386165 0.00000  -0.326274 0.00000
 83 -13.384815 0.00000  -0.324924 0.00000
 84 -13.383465 0.00000  -0.323574 0.00000
 85 -13.382115 0.00000  -0.322224 0.00000
 86 -13.380765 0.00000  -0.320874 0.00000
 87 -13.379415 0.00000  -0.319524 0.00000
 88 -13.378065 0.00000  -0.318174 0.00000
 89 -13.376715 0.00000  -0.316824 0.00000
 90 -13.375365 0.00000  -0.315474 0.00000
 91 -13.374015 0.00000  -0.314124 0.00000
 92 -13.372665 0.00000  -0.312774 0.00000
 93 -13.371315 0.00000  -0.311424 0.00000
 94 -13.369965 0.00000  -0.310074 0.00000
 95 -13.368615 0.00000  -0.308724 0.00000
 96 -13.367265 0.00000  -0.307374 0.00000
 97 -13.365915 0.00000  -0.306024 0.00000
 98 -13.364565 0.00000  -0.304674 0.00000
 99 -13.363215 0.00000  -0.303324 0.00000
100 -13.361865 0.00000  -0.301974 0.00000
