  1 -13.015741 0.00000   5.775878 0.00000
  2 -13.014391 0.00000   5.777228 0.00000
  3 -13.013041 0.00000   5.778578 0.00000
  4 -13.011691 0.00000   5.779928 0.00000
  5 -13.010341 0.00000   5.781278 0.00000
  6 -13.008991 0.00000   5.782628 0.00000
  7 -13.007641 0.00000   5.783978 0.00000
  8 -13.006291 0.00000   5.785328 0.00000
  9 -13.004941 0.00000   5.786678 0.00000
 10 -13.003591 0.00000   5.788028 0.00000
 11 -13.002241 0.00000   5.789378 0.00000
 12 -13.000891 0.00000   5.790728 0.00000
 13 -12.999541 0.00000   5.792078 0.00000
 14 -12.998191 0.00000   5.793428 0.00000
 15 -12.996841 0.00000   5.794778 0.00000
 16 -12.995491 0.00000   5.796128 0.00000
 17 -12.994141 0.00000   5.797478 0.00000
 18 -12.992791 0.00000   5.798828 0.00000
 19 -12.991441 0.00000   5.800178 0.00000
 20 -12.990091 0.00000   5.801528 0.00000
 21 -12.988741 0.00000   5.802878 0.00000
 22 -12.987391 0.00000   5.804228 0.00000
 23 -12.986041 0.00000   5.805578 0.00000
 24 -12.984691 0.00000   5.806928 0.00000
 25 -12.983341 0.00000   5.808278 0.00022
 26 -12.981991 0.00015   5.809628 0.00776
 27 -12.980641 0.00096   5.810978 0.03191
 28 -12.979291 0.00277   5.812328 0.06737
 29 -12.977941 0.00476   5.813678 0.11091
 30 -12.976591 0.00986   5.815028 0.16023
 31 -12.975241 0.01393   5.816378 0.23179
 32 -12.973891 0.02666   5.817728 0.30707
 33 -12.972541 0.05089   5.819078 0.40333
 34 -12.971191 0.11779   5.820428 0.50470
 35 -12.969841 0.21395   5.821778 0.59958
 36 -12.968491 0.32713   5.823128 0.68151
 37 -12.967141 0.43719   5.824478 0.74913
 38 -12.965791 0.54024   5.825828 0.80694
 39 -12.964441 0.64889   5.827178 0.83949
 40 -12.963091 0.72270   5.828528 0.88103
 41 -12.961741 0.77840   5.829878 0.91751
 42 -12.960391 0.83274   5.831228 0.93534
 43 -12.959041 0.86777   5.832578 0.95747
 44 -12.957691 0.90281   5.833928 0.97971
 45 -12.956341 0.92930   5.835278 0.98112
 46 -12.954991 0.95107   5.836628 0.99274
 47 -12.953641 0.97896   5.837978 0.99898
 48 -12.952291 0.99186   5.839328 0.99690
 49 -12.950941 0.98300   5.840678 0.99712
 50 -12.949591 0.99863   5.842028 1.00000
 51 -12.948241 1.00000   5.843378 0.98309
 52 -12.946891 0.98421   5.844728 0.98414
 53 -12.945541 0.98877   5.846078 0.96077
 54 -12.944191 0.96245   5.847428 0.94161
 55 -12.942841 0.94916   5.848778 0.92021
 56 -12.941491 0.92056   5.850128 0.89686
 57 -12.940141 0.90330   5.851478 0.85962
 58 -12.938791 0.86347   5.852828 0.81094
 59 -12.937441 0.81305   5.854178 0.76746
 60 -12.936091 0.77089   5.855528 0.69931
 61 -12.934741 0.70429   5.856878 0.61691
 62 -12.933391 0.63589   5.858228 0.54044
 63 -12.932041 0.53485   5.859578 0.46178
 64 -12.930691 0.42191   5.860928 0.37469
 65 -12.929341 0.31700   5.862278 0.28403
 66 -12.927991 0.20223   5.863628 0.20384
 67 -12.926641 0.10987   5.864978 0.12496
 68 -12.925291 0.05180   5.866328 0.06871
 69 -12.923941 0.01131   5.867678 0.02878
 70 -12.922591 0.00000   5.869028 0.00521
 71 -12.921241 0.00000   5.870378 0.00006
 72 -12.919891 0.00000   5.871728 0.00000
 73 -12.918541 0.00000   5.873078 0.00000
 74 -12.917191 0.00000   5.874428 0.00000
 75 -12.915841 0.00000   5.875778 0.00000
 76 -12.914491 0.00000   5.877128 0.00000
 77 -12.913141 0.00000   5.878478 0.00000
 78 -12.911791 0.00000   5.879828 0.00000
 79 -12.910441 0.00000   5.881178 0.00000
 80 -12.909091 0.00000   5.882528 0.00000
 81 -12.907741 0.00000   5.883878 0.00000
 82 -12.906391 0.00000   5.885228 0.00000
 83 -12.905041 0.00000   5.886578 0.00000
 84 -12.903691 0.00000   5.887928 0.00000
 85 -12.902341 0.00000   5.889278 0.00000
 86 -12.900991 0.00000   5.890628 0.00000
 87 -12.899641 0.00000   5.891978 0.00000
 88 -12.898291 0.00000   5.893328 0.00000
 89 -12.896941 0.00000   5.894678 0.00000
 90 -12.895591 0.00000   5.896028 0.00000
 91 -12.894241 0.00000   5.897378 0.00000
 92 -12.892891 0.00000   5.898728 0.00000
 93 -12.891541 0.00000   5.900078 0.00000
 94 -12.890191 0.00000   5.901428 0.00000
 95 -12.888841 0.00000   5.902778 0.00000
 96 -12.887491 0.00000   5.904128 0.00000
 97 -12.886141 0.00000   5.905478 0.00000
 98 -12.884791 0.00000   5.906828 0.00000
 99 -12.883441 0.00000   5.908178 0.00000
100 -12.882091 0.00000   5.909528 0.00000
