  1 -13.016994 0.00000   6.869327 0.00000
  2 -13.015644 0.00000   6.870677 0.00000
  3 -13.014294 0.00000   6.872027 0.00000
  4 -13.012944 0.00000   6.873377 0.00000
  5 -13.011594 0.00000   6.874727 0.00000
  6 -13.010244 0.00000   6.876077 0.00000
  7 -13.008894 0.00000   6.877427 0.00000
  8 -13.007544 0.00000   6.878777 0.00000
  9 -13.006194 0.00000   6.880127 0.00000
 10 -13.004844 0.00000   6.881477 0.00000
 11 -13.003494 0.00000   6.882827 0.00000
 12 -13.002144 0.00000   6.884177 0.00000
 13 -13.000794 0.00000   6.885527 0.00000
 14 -12.999444 0.00000   6.886877 0.00000
 15 -12.998094 0.00000   6.888227 0.00000
 16 -12.996744 0.00000   6.889577 0.00000
 17 -12.995394 0.00000   6.890927 0.00000
 18 -12.994044 0.00000   6.892277 0.00000
 19 -12.992694 0.00000   6.893627 0.00000
 20 -12.991344 0.00000   6.894977 0.00000
 21 -12.989994 0.00000   6.896327 0.00000
 22 -12.988644 0.00000   6.897677 0.00000
 23 -12.987294 0.00000   6.899027 0.00000
 24 -12.985944 0.00000   6.900377 0.00000
 25 -12.984594 0.00000   6.901727 0.00072
 26 -12.983244 0.00007   6.903077 0.01089
 27 -12.981894 0.00037   6.904427 0.03878
 28 -12.980544 0.00123   6.905777 0.07612
 29 -12.979194 0.00343   6.907127 0.11808
 30 -12.977844 0.00701   6.908477 0.17361
 31 -12.976494 0.01209   6.909827 0.24722
 32 -12.975144 0.02412   6.911177 0.33020
 33 -12.973794 0.04776   6.912527 0.43112
 34 -12.972444 0.10750   6.913877 0.52211
 35 -12.971094 0.20328   6.915227 0.61386
 36 -12.969744 0.31355   6.916577 0.69061
 37 -12.968394 0.43493   6.917927 0.76126
 38 -12.967044 0.54029   6.919277 0.81005
 39 -12.965694 0.63534   6.920627 0.85469
 40 -12.964344 0.71636   6.921977 0.88172
 41 -12.962994 0.78343   6.923327 0.92139
 42 -12.961644 0.82817   6.924677 0.93919
 43 -12.960294 0.86512   6.926027 0.95743
 44 -12.958944 0.90576   6.927377 0.98676
 45 -12.957594 0.92655   6.928727 0.98974
 46 -12.956244 0.94660   6.930077 0.98538
 47 -12.954894 0.96769   6.931427 1.00000
 48 -12.953544 0.97865   6.932777 0.99395
 49 -12.952194 1.00000   6.934127 0.99646
 50 -12.950844 0.99924   6.935477 0.98355
 51 -12.949494 0.99522   6.936827 0.97880
 52 -12.948144 0.98600   6.938177 0.96382
 53 -12.946794 0.98159   6.939527 0.95127
 54 -12.945444 0.96163   6.940877 0.92805
 55 -12.944094 0.95774   6.942227 0.91520
 56 -12.942744 0.92697   6.943577 0.88822
 57 -12.941394 0.90383   6.944927 0.85746
 58 -12.940044 0.86578   6.946277 0.79764
 59 -12.938694 0.82158   6.947627 0.74780
 60 -12.937344 0.76054   6.948977 0.67912
 61 -12.935994 0.71805   6.950327 0.60722
 62 -12.934644 0.64357   6.951677 0.51816
 63 -12.933294 0.54355   6.953027 0.43720
 64 -12.931944 0.43149   6.954377 0.34952
 65 -12.930594 0.32029   6.955727 0.26198
 66 -12.929244 0.20867   6.957077 0.17992
 67 -12.927894 0.11240   6.958427 0.10794
 68 -12.926544 0.05342   6.959777 0.05700
 69 -12.925194 0.01142   6.961127 0.02513
 70 -12.923844 0.00000   6.962477 0.00381
 71 -12.922494 0.00000   6.963827 0.00000
 72 -12.921144 0.00000   6.965177 0.00000
 73 -12.919794 0.00000   6.966527 0.00000
 74 -12.918444 0.00000   6.967877 0.00000
 75 -12.917094 0.00000   6.969227 0.00000
 76 -12.915744 0.00000   6.970577 0.00000
 77 -12.914394 0.00000   6.971927 0.00000
 78 -12.913044 0.00000   6.973277 0.00000
 79 -12.911694 0.00000   6.974627 0.00000
 80 -12.910344 0.00000   6.975977 0.00000
 81 -12.908994 0.00000   6.977327 0.00000
 82 -12.907644 0.00000   6.978677 0.00000
 83 -12.906294 0.00000   6.980027 0.00000
 84 -12.904944 0.00000   6.981377 0.00000
 85 -12.903594 0.00000   6.982727 0.00000
 86 -12.902244 0.00000   6.984077 0.00000
 87 -12.900894 0.00000   6.985427 0.00000
 88 -12.899544 0.00000   6.986777 0.00000
 89 -12.898194 0.00000   6.988127 0.00000
 90 -12.896844 0.00000   6.989477 0.00000
 91 -12.895494 0.00000   6.990827 0.00000
 92 -12.894144 0.00000   6.992177 0.00000
 93 -12.892794 0.00000   6.993527 0.00000
 94 -12.891444 0.00000   6.994877 0.00000
 95 -12.890094 0.00000   6.996227 0.00000
 96 -12.888744 0.00000   6.997577 0.00000
 97 -12.887394 0.00000   6.998927 0.00000
 98 -12.886044 0.00000   7.000277 0.00000
 99 -12.884694 0.00000   7.001627 0.00000
100 -12.883344 0.00000   7.002977 0.00000
