  1 -10.568425 0.00000   1.704075 0.00000
  2 -10.567075 0.00000   1.705425 0.00000
  3 -10.565725 0.00000   1.706775 0.00000
  4 -10.564375 0.00000   1.708125 0.00000
  5 -10.563025 0.00000   1.709475 0.00000
  6 -10.561675 0.00000   1.710825 0.00000
  7 -10.560325 0.00000   1.712175 0.00000
  8 -10.558975 0.00000   1.713525 0.00000
  9 -10.557625 0.00000   1.714875 0.00000
 10 -10.556275 0.00000   1.716225 0.00000
 11 -10.554925 0.00000   1.717575 0.00000
 12 -10.553575 0.00000   1.718925 0.00000
 13 -10.552225 0.00000   1.720275 0.00000
 14 -10.550875 0.00000   1.721625 0.00000
 15 -10.549525 0.00000   1.722975 0.00000
 16 -10.548175 0.00000   1.724325 0.00000
 17 -10.546825 0.00000   1.725675 0.00000
 18 -10.545475 0.00000   1.727025 0.00000
 19 -10.544125 0.00000   1.728375 0.00000
 20 -10.542775 0.00000   1.729725 0.00000
 21 -10.541425 0.00000   1.731075 0.00000
 22 -10.540075 0.00000   1.732425 0.00000
 23 -10.538725 0.00000   1.733775 0.00000
 24 -10.537375 0.00000   1.735125 0.00000
 25 -10.536025 0.00000   1.736475 0.00000
 26 -10.534675 0.00020   1.737825 0.00000
 27 -10.533325 0.00090   1.739175 0.00000
 28 -10.531975 0.00316   1.740525 0.00003
 29 -10.530625 0.00603   1.741875 0.00776
 30 -10.529275 0.01278   1.743225 0.05217
 31 -10.527925 0.01973   1.744575 0.11987
 32 -10.526575 0.03439   1.745925 0.21514
 33 -10.525225 0.07872   1.747275 0.33905
 34 -10.523875 0.15840   1.748625 0.45684
 35 -10.522525 0.26490   1.749975 0.57044
 36 -10.521175 0.38530   1.751325 0.64978
 37 -10.519825 0.50775   1.752675 0.71256
 38 -10.518475 0.60510   1.754025 0.78033
 39 -10.517125 0.68658   1.755375 0.81679
 40 -10.515775 0.75389   1.756725 0.85570
 41 -10.514425 0.80858   1.758075 0.88268
 42 -10.513075 0.84932   1.759425 0.91214
 43 -10.511725 0.88884   1.760775 0.93983
 44 -10.510375 0.91667   1.762125 0.95867
 45 -10.509025 0.94827   1.763475 0.97676
 46 -10.507675 0.95049   1.764825 0.98328
 47 -10.506325 0.98032   1.766175 0.98724
 48 -10.504975 0.98350   1.767525 0.98705
 49 -10.503625 0.98933   1.768875 1.00000
 50 -10.502275 0.99833   1.770225 0.99172
 51 -10.500925 1.00000   1.771575 0.99571
 52 -10.499575 0.98318   1.772925 0.98177
 53 -10.498225 0.97595   1.774275 0.96285
 54 -10.496875 0.96965   1.775625 0.96098
 55 -10.495525 0.95440   1.776975 0.94307
 56 -10.494175 0.91849   1.778325 0.91282
 57 -10.492825 0.89044   1.779675 0.88571
 58 -10.491475 0.85485   1.781025 0.85670
 59 -10.490125 0.80417   1.782375 0.81657
 60 -10.488775 0.75902   1.783725 0.78277
 61 -10.487425 0.69396   1.785075 0.71955
 62 -10.486075 0.62466   1.786425 0.65517
 63 -10.484725 0.53132   1.787775 0.56854
 64 -10.483375 0.41535   1.789125 0.46404
 65 -10.482025 0.30781   1.790475 0.34145
 66 -10.480675 0.19979   1.791825 0.22504
 67 -10.479325 0.10732   1.793175 0.11787
 68 -10.477975 0.04635   1.794525 0.05404
 69 -10.476625 0.00977   1.795875 0.01540
 70 -10.475275 0.00000   1.797225 0.00072
 71 -10.473925 0.00000   1.798575 0.00000
 72 -10.472575 0.00000   1.799925 0.00000
 73 -10.471225 0.00000   1.801275 0.00000
 74 -10.469875 0.00000   1.802625 0.00000
 75 -10.468525 0.00000   1.803975 0.00000
 76 -10.467175 0.00000   1.805325 0.00000
 77 -10.465825 0.00000   1.806675 0.00000
 78 -10.464475 0.00000   1.808025 0.00000
 79 -10.463125 0.00000   1.809375 0.00000
 80 -10.461775 0.00000   1.810725 0.00000
 81 -10.460425 0.00000   1.812075 0.00000
 82 -10.459075 0.00000   1.813425 0.00000
 83 -10.457725 0.00000   1.814775 0.00000
 84 -10.456375 0.00000   1.816125 0.00000
 85 -10.455025 0.00000   1.817475 0.00000
 86 -10.453675 0.00000   1.818825 0.00000
 87 -10.452325 0.00000   1.820175 0.00000
 88 -10.450975 0.00000   1.821525 0.00000
 89 -10.449625 0.00000   1.822875 0.00000
 90 -10.448275 0.00000   1.824225 0.00000
 91 -10.446925 0.00000   1.825575 0.00000
 92 -10.445575 0.00000   1.826925 0.00000
 93 -10.444225 0.00000   1.828275 0.00000
 94 -10.442875 0.00000   1.829625 0.00000
 95 -10.441525 0.00000   1.830975 0.00000
 96 -10.440175 0.00000   1.832325 0.00000
 97 -10.438825 0.00000   1.833675 0.00000
 98 -10.437475 0.00000   1.835025 0.00000
 99 -10.436125 0.00000   1.836375 0.00000
100 -10.434775 0.00000   1.837725 0.00000
