  1 -11.552578 0.00000  -9.443967 0.00000
  2 -11.551228 0.00000  -9.442617 0.00000
  3 -11.549878 0.00000  -9.441267 0.00000
  4 -11.548528 0.00000  -9.439917 0.00000
  5 -11.547178 0.00000  -9.438567 0.00000
  6 -11.545828 0.00000  -9.437217 0.00000
  7 -11.544478 0.00000  -9.435867 0.00000
  8 -11.543128 0.00000  -9.434517 0.00000
  9 -11.541778 0.00000  -9.433167 0.00000
 10 -11.540428 0.00000  -9.431817 0.00000
 11 -11.539078 0.00000  -9.430467 0.00000
 12 -11.537728 0.00000  -9.429117 0.00000
 13 -11.536378 0.00000  -9.427767 0.00000
 14 -11.535028 0.00000  -9.426417 0.00000
 15 -11.533678 0.00000  -9.425067 0.00000
 16 -11.532328 0.00000  -9.423717 0.00000
 17 -11.530978 0.00000  -9.422367 0.00000
 18 -11.529628 0.00000  -9.421017 0.00000
 19 -11.528278 0.00000  -9.419667 0.00000
 20 -11.526928 0.00000  -9.418317 0.00000
 21 -11.525578 0.00000  -9.416967 0.00000
 22 -11.524228 0.00000  -9.415617 0.00000
 23 -11.522878 0.00000  -9.414267 0.00000
 24 -11.521528 0.00000  -9.412917 0.00000
 25 -11.520178 0.00000  -9.411567 0.00000
 26 -11.518828 0.00000  -9.410217 0.00000
 27 -11.517478 0.00002  -9.408867 0.00000
 28 -11.516128 0.00027  -9.407517 0.00000
 29 -11.514778 0.00084  -9.406167 0.00230
 30 -11.513428 0.00323  -9.404817 0.01140
 31 -11.512078 0.00895  -9.403467 0.02907
 32 -11.510728 0.02577  -9.402117 0.07207
 33 -11.509378 0.05674  -9.400767 0.17101
 34 -11.508028 0.11388  -9.399417 0.29392
 35 -11.506678 0.21351  -9.398067 0.41205
 36 -11.505328 0.35326  -9.396717 0.51395
 37 -11.503978 0.51557  -9.395367 0.60944
 38 -11.502628 0.62303  -9.394017 0.69133
 39 -11.501278 0.69459  -9.392667 0.74635
 40 -11.499928 0.75838  -9.391317 0.79625
 41 -11.498578 0.82193  -9.389967 0.83808
 42 -11.497228 0.85399  -9.388617 0.88113
 43 -11.495878 0.88864  -9.387267 0.90483
 44 -11.494528 0.92681  -9.385917 0.93603
 45 -11.493178 0.94794  -9.384567 0.94854
 46 -11.491828 0.96429  -9.383217 0.96479
 47 -11.490478 0.98824  -9.381867 0.97690
 48 -11.489128 0.99446  -9.380517 0.98474
 49 -11.487778 0.99428  -9.379167 0.98991
 50 -11.486428 1.00000  -9.377817 0.99571
 51 -11.485078 0.99943  -9.376467 1.00000
 52 -11.483728 0.99608  -9.375117 0.99133
 53 -11.482378 0.98161  -9.373767 0.98920
 54 -11.481028 0.96884  -9.372417 0.98315
 55 -11.479678 0.95201  -9.371067 0.96937
 56 -11.478328 0.92674  -9.369717 0.95121
 57 -11.476978 0.89532  -9.368367 0.94842
 58 -11.475628 0.86065  -9.367017 0.93552
 59 -11.474278 0.81719  -9.365667 0.89179
 60 -11.472928 0.74914  -9.364317 0.85592
 61 -11.471578 0.70152  -9.362967 0.82938
 62 -11.470228 0.61513  -9.361617 0.78727
 63 -11.468878 0.52854  -9.360267 0.74030
 64 -11.467528 0.43644  -9.358917 0.66914
 65 -11.466178 0.30631  -9.357567 0.59273
 66 -11.464828 0.16428  -9.356217 0.49213
 67 -11.463478 0.03820  -9.354867 0.36809
 68 -11.462128 0.00015  -9.353517 0.23666
 69 -11.460778 0.00000  -9.352167 0.12791
 70 -11.459428 0.00000  -9.350817 0.06505
 71 -11.458078 0.00000  -9.349467 0.02802
 72 -11.456728 0.00000  -9.348117 0.00432
 73 -11.455378 0.00000  -9.346767 0.00000
 74 -11.454028 0.00000  -9.345417 0.00000
 75 -11.452678 0.00000  -9.344067 0.00000
 76 -11.451328 0.00000  -9.342717 0.00000
 77 -11.449978 0.00000  -9.341367 0.00000
 78 -11.448628 0.00000  -9.340017 0.00000
 79 -11.447278 0.00000  -9.338667 0.00000
 80 -11.445928 0.00000  -9.337317 0.00000
 81 -11.444578 0.00000  -9.335967 0.00000
 82 -11.443228 0.00000  -9.334617 0.00000
 83 -11.441878 0.00000  -9.333267 0.00000
 84 -11.440528 0.00000  -9.331917 0.00000
 85 -11.439178 0.00000  -9.330567 0.00000
 86 -11.437828 0.00000  -9.329217 0.00000
 87 -11.436478 0.00000  -9.327867 0.00000
 88 -11.435128 0.00000  -9.326517 0.00000
 89 -11.433778 0.00000  -9.325167 0.00000
 90 -11.432428 0.00000  -9.323817 0.00000
 91 -11.431078 0.00000  -9.322467 0.00000
 92 -11.429728 0.00000  -9.321117 0.00000
 93 -11.428378 0.00000  -9.319767 0.00000
 94 -11.427028 0.00000  -9.318417 0.00000
 95 -11.425678 0.00000  -9.317067 0.00000
 96 -11.424328 0.00000  -9.315717 0.00000
 97 -11.422978 0.00000  -9.314367 0.00000
 98 -11.421628 0.00000  -9.313017 0.00000
 99 -11.420278 0.00000  -9.311667 0.00000
100 -11.418928 0.00000  -9.310317 0.00000
