  1 -10.567587 0.00000  -2.222875 0.00000
  2 -10.566237 0.00000  -2.221525 0.00000
  3 -10.564887 0.00000  -2.220175 0.00000
  4 -10.563537 0.00000  -2.218825 0.00000
  5 -10.562187 0.00000  -2.217475 0.00000
  6 -10.560837 0.00000  -2.216125 0.00000
  7 -10.559487 0.00000  -2.214775 0.00000
  8 -10.558137 0.00000  -2.213425 0.00000
  9 -10.556787 0.00000  -2.212075 0.00000
 10 -10.555437 0.00000  -2.210725 0.00000
 11 -10.554087 0.00000  -2.209375 0.00000
 12 -10.552737 0.00000  -2.208025 0.00000
 13 -10.551387 0.00000  -2.206675 0.00000
 14 -10.550037 0.00000  -2.205325 0.00000
 15 -10.548687 0.00000  -2.203975 0.00000
 16 -10.547337 0.00000  -2.202625 0.00000
 17 -10.545987 0.00000  -2.201275 0.00000
 18 -10.544637 0.00000  -2.199925 0.00000
 19 -10.543287 0.00000  -2.198575 0.00000
 20 -10.541937 0.00000  -2.197225 0.00000
 21 -10.540587 0.00000  -2.195875 0.00000
 22 -10.539237 0.00000  -2.194525 0.00000
 23 -10.537887 0.00000  -2.193175 0.00000
 24 -10.536537 0.00000  -2.191825 0.00000
 25 -10.535187 0.00000  -2.190475 0.00000
 26 -10.533837 0.00020  -2.189125 0.00000
 27 -10.532487 0.00160  -2.187775 0.00000
 28 -10.531137 0.00270  -2.186425 0.00000
 29 -10.529787 0.00570  -2.185075 0.00000
 30 -10.528437 0.01020  -2.183725 0.00345
 31 -10.527087 0.01759  -2.182375 0.04348
 32 -10.525737 0.02736  -2.181025 0.13877
 33 -10.524387 0.05500  -2.179675 0.27949
 34 -10.523037 0.14253  -2.178325 0.41767
 35 -10.521687 0.25778  -2.176975 0.53229
 36 -10.520337 0.39931  -2.175625 0.62908
 37 -10.518987 0.52565  -2.174275 0.70422
 38 -10.517637 0.62455  -2.172925 0.75229
 39 -10.516287 0.71566  -2.171575 0.80185
 40 -10.514937 0.76911  -2.170225 0.84455
 41 -10.513587 0.81454  -2.168875 0.87160
 42 -10.512237 0.85629  -2.167525 0.90749
 43 -10.510887 0.88763  -2.166175 0.92962
 44 -10.509537 0.93321  -2.164825 0.95589
 45 -10.508187 0.94663  -2.163475 0.96033
 46 -10.506837 0.97204  -2.162125 0.98207
 47 -10.505487 0.98378  -2.160775 0.98832
 48 -10.504137 0.98526  -2.159425 0.99591
 49 -10.502787 0.99975  -2.158075 1.00000
 50 -10.501437 0.99693  -2.156725 0.99213
 51 -10.500087 1.00000  -2.155375 0.99297
 52 -10.498737 0.99265  -2.154025 0.99155
 53 -10.497387 0.98258  -2.152675 0.98530
 54 -10.496037 0.96554  -2.151325 0.96233
 55 -10.494687 0.95062  -2.149975 0.96333
 56 -10.493337 0.92061  -2.148625 0.93376
 57 -10.491987 0.89028  -2.147275 0.91644
 58 -10.490637 0.86059  -2.145925 0.88906
 59 -10.489287 0.81771  -2.144575 0.84839
 60 -10.487937 0.76541  -2.143225 0.81247
 61 -10.486587 0.69190  -2.141875 0.76727
 62 -10.485237 0.62848  -2.140525 0.70370
 63 -10.483887 0.52548  -2.139175 0.65135
 64 -10.482537 0.41798  -2.137825 0.55956
 65 -10.481187 0.28571  -2.136475 0.44522
 66 -10.479837 0.16915  -2.135125 0.29692
 67 -10.478487 0.07714  -2.133775 0.17216
 68 -10.477137 0.02846  -2.132425 0.06402
 69 -10.475787 0.00285  -2.131075 0.01768
 70 -10.474437 0.00000  -2.129725 0.00120
 71 -10.473087 0.00000  -2.128375 0.00003
 72 -10.471737 0.00000  -2.127025 0.00000
 73 -10.470387 0.00000  -2.125675 0.00000
 74 -10.469037 0.00000  -2.124325 0.00000
 75 -10.467687 0.00000  -2.122975 0.00000
 76 -10.466337 0.00000  -2.121625 0.00000
 77 -10.464987 0.00000  -2.120275 0.00000
 78 -10.463637 0.00000  -2.118925 0.00000
 79 -10.462287 0.00000  -2.117575 0.00000
 80 -10.460937 0.00000  -2.116225 0.00000
 81 -10.459587 0.00000  -2.114875 0.00000
 82 -10.458237 0.00000  -2.113525 0.00000
 83 -10.456887 0.00000  -2.112175 0.00000
 84 -10.455537 0.00000  -2.110825 0.00000
 85 -10.454187 0.00000  -2.109475 0.00000
 86 -10.452837 0.00000  -2.108125 0.00000
 87 -10.451487 0.00000  -2.106775 0.00000
 88 -10.450137 0.00000  -2.105425 0.00000
 89 -10.448787 0.00000  -2.104075 0.00000
 90 -10.447437 0.00000  -2.102725 0.00000
 91 -10.446087 0.00000  -2.101375 0.00000
 92 -10.444737 0.00000  -2.100025 0.00000
 93 -10.443387 0.00000  -2.098675 0.00000
 94 -10.442037 0.00000  -2.097325 0.00000
 95 -10.440687 0.00000  -2.095975 0.00000
 96 -10.439337 0.00000  -2.094625 0.00000
 97 -10.437987 0.00000  -2.093275 0.00000
 98 -10.436637 0.00000  -2.091925 0.00000
 99 -10.435287 0.00000  -2.090575 0.00000
100 -10.433937 0.00000  -2.089225 0.00000
