  1 -12.538595 0.00000  11.468480 0.00000
  2 -12.537245 0.00000  11.469830 0.00000
  3 -12.535895 0.00000  11.471180 0.00000
  4 -12.534545 0.00000  11.472530 0.00000
  5 -12.533195 0.00000  11.473880 0.00000
  6 -12.531845 0.00000  11.475230 0.00000
  7 -12.530495 0.00000  11.476580 0.00000
  8 -12.529145 0.00000  11.477930 0.00000
  9 -12.527795 0.00000  11.479280 0.00000
 10 -12.526445 0.00000  11.480630 0.00000
 11 -12.525095 0.00000  11.481980 0.00000
 12 -12.523745 0.00000  11.483330 0.00000
 13 -12.522395 0.00000  11.484680 0.00000
 14 -12.521045 0.00000  11.486030 0.00000
 15 -12.519695 0.00000  11.487380 0.00000
 16 -12.518345 0.00000  11.488730 0.00000
 17 -12.516995 0.00000  11.490080 0.00000
 18 -12.515645 0.00000  11.491430 0.00000
 19 -12.514295 0.00000  11.492780 0.00000
 20 -12.512945 0.00000  11.494130 0.00000
 21 -12.511595 0.00000  11.495480 0.00000
 22 -12.510245 0.00000  11.496830 0.00000
 23 -12.508895 0.00000  11.498180 0.00000
 24 -12.507545 0.00000  11.499530 0.00000
 25 -12.506195 0.00000  11.500880 0.00343
 26 -12.504845 0.00000  11.502230 0.02930
 27 -12.503495 0.00000  11.503580 0.07492
 28 -12.502145 0.00000  11.504930 0.13985
 29 -12.500795 0.00096  11.506280 0.20989
 30 -12.499445 0.00485  11.507630 0.28063
 31 -12.498095 0.01358  11.508980 0.34863
 32 -12.496745 0.03059  11.510330 0.42832
 33 -12.495395 0.04980  11.511680 0.52019
 34 -12.494045 0.08537  11.513030 0.60595
 35 -12.492695 0.16710  11.514380 0.68430
 36 -12.491345 0.27464  11.515730 0.74848
 37 -12.489995 0.38830  11.517080 0.80871
 38 -12.488645 0.49518  11.518430 0.85917
 39 -12.487295 0.59555  11.519780 0.89199
 40 -12.485945 0.69714  11.521130 0.91989
 41 -12.484595 0.77333  11.522480 0.93900
 42 -12.483245 0.81678  11.523830 0.97000
 43 -12.481895 0.85805  11.525180 0.97560
 44 -12.480545 0.89213  11.526530 0.98302
 45 -12.479195 0.92499  11.527880 0.98862
 46 -12.477845 0.95262  11.529230 1.00000
 47 -12.476495 0.96360  11.530580 0.99724
 48 -12.475145 0.98697  11.531930 0.98798
 49 -12.473795 0.99725  11.533280 0.98985
 50 -12.472445 0.99216  11.534630 0.97574
 51 -12.471095 1.00000  11.535980 0.97273
 52 -12.469745 0.99438  11.537330 0.95394
 53 -12.468395 0.98805  11.538680 0.92915
 54 -12.467045 0.97702  11.540030 0.91312
 55 -12.465695 0.96078  11.541380 0.88571
 56 -12.464345 0.94057  11.542730 0.84277
 57 -12.462995 0.90299  11.544080 0.80290
 58 -12.461645 0.88617  11.545430 0.75620
 59 -12.460295 0.83998  11.546780 0.68209
 60 -12.458945 0.79309  11.548130 0.59059
 61 -12.457595 0.73322  11.549480 0.50337
 62 -12.456245 0.65980  11.550830 0.40741
 63 -12.454895 0.57285  11.552180 0.32800
 64 -12.453545 0.46904  11.553530 0.26011
 65 -12.452195 0.34628  11.554880 0.19068
 66 -12.450845 0.23490  11.556230 0.13062
 67 -12.449495 0.15201  11.557580 0.07821
 68 -12.448145 0.08047  11.558930 0.04071
 69 -12.446795 0.02772  11.560280 0.01651
 70 -12.445445 0.00059  11.561630 0.00114
 71 -12.444095 0.00000  11.562980 0.00000
 72 -12.442745 0.00000  11.564330 0.00000
 73 -12.441395 0.00000  11.565680 0.00000
 74 -12.440045 0.00000  11.567030 0.00000
 75 -12.438695 0.00000  11.568380 0.00000
 76 -12.437345 0.00000  11.569730 0.00000
 77 -12.435995 0.00000  11.571080 0.00000
 78 -12.434645 0.00000  11.572430 0.00000
 79 -12.433295 0.00000  11.573780 0.00000
 80 -12.431945 0.00000  11.575130 0.00000
 81 -12.430595 0.00000  11.576480 0.00000
 82 -12.429245 0.00000  11.577830 0.00000
 83 -12.427895 0.00000  11.579180 0.00000
 84 -12.426545 0.00000  11.580530 0.00000
 85 -12.425195 0.00000  11.581880 0.00000
 86 -12.423845 0.00000  11.583230 0.00000
 87 -12.422495 0.00000  11.584580 0.00000
 88 -12.421145 0.00000  11.585930 0.00000
 89 -12.419795 0.00000  11.587280 0.00000
 90 -12.418445 0.00000  11.588630 0.00000
 91 -12.417095 0.00000  11.589980 0.00000
 92 -12.415745 0.00000  11.591330 0.00000
 93 -12.414395 0.00000  11.592680 0.00000
 94 -12.413045 0.00000  11.594030 0.00000
 95 -12.411695 0.00000  11.595380 0.00000
 96 -12.410345 0.00000  11.596730 0.00000
 97 -12.408995 0.00000  11.598080 0.00000
 98 -12.407645 0.00000  11.599430 0.00000
 99 -12.406295 0.00000  11.600780 0.00000
100 -12.404945 0.00000  11.602130 0.00000
