  1  -9.086683 0.00000  10.457797 0.00000
  2  -9.085333 0.00000  10.459147 0.00000
  3  -9.083983 0.00000  10.460497 0.00000
  4  -9.082633 0.00000  10.461847 0.00000
  5  -9.081283 0.00000  10.463197 0.00000
  6  -9.079933 0.00000  10.464547 0.00000
  7  -9.078583 0.00000  10.465897 0.00000
  8  -9.077233 0.00000  10.467247 0.00000
  9  -9.075883 0.00000  10.468597 0.00000
 10  -9.074533 0.00000  10.469947 0.00000
 11  -9.073183 0.00000  10.471297 0.00000
 12  -9.071833 0.00000  10.472647 0.00000
 13  -9.070483 0.00000  10.473997 0.00000
 14  -9.069133 0.00000  10.475347 0.00000
 15  -9.067783 0.00000  10.476697 0.00000
 16  -9.066433 0.00000  10.478047 0.00000
 17  -9.065083 0.00000  10.479397 0.00000
 18  -9.063733 0.00000  10.480747 0.00000
 19  -9.062383 0.00000  10.482097 0.00000
 20  -9.061033 0.00000  10.483447 0.00000
 21  -9.059683 0.00000  10.484797 0.00000
 22  -9.058333 0.00000  10.486147 0.00000
 23  -9.056983 0.00000  10.487497 0.00003
 24  -9.055633 0.00000  10.488847 0.00171
 25  -9.054283 0.00000  10.490197 0.00730
 26  -9.052933 0.00000  10.491547 0.01799
 27  -9.051583 0.00000  10.492897 0.03151
 28  -9.050233 0.00000  10.494247 0.05113
 29  -9.048883 0.00020  10.495597 0.08283
 30  -9.047533 0.00329  10.496947 0.15027
 31  -9.046183 0.01089  10.498297 0.25980
 32  -9.044833 0.02462  10.499647 0.37643
 33  -9.043483 0.04552  10.500997 0.48391
 34  -9.042133 0.09354  10.502347 0.58789
 35  -9.040783 0.21429  10.503697 0.67500
 36  -9.039433 0.34705  10.505047 0.73592
 37  -9.038083 0.47998  10.506397 0.79733
 38  -9.036733 0.60071  10.507747 0.84476
 39  -9.035383 0.68621  10.509097 0.87643
 40  -9.034033 0.74439  10.510447 0.90269
 41  -9.032683 0.80424  10.511797 0.94160
 42  -9.031333 0.84981  10.513147 0.95169
 43  -9.029983 0.88195  10.514497 0.97524
 44  -9.028633 0.91192  10.515847 0.98333
 45  -9.027283 0.94993  10.517197 0.98820
 46  -9.025933 0.96060  10.518547 0.99138
 47  -9.024583 0.97513  10.519897 0.98930
 48  -9.023233 0.99477  10.521247 1.00000
 49  -9.021883 0.99250  10.522597 0.99696
 50  -9.020533 1.00000  10.523947 0.97816
 51  -9.019183 0.98827  10.525297 0.98345
 52  -9.017833 0.99328  10.526647 0.96498
 53  -9.016483 0.99687  10.527997 0.95407
 54  -9.015133 0.98120  10.529347 0.93740
 55  -9.013783 0.96591  10.530697 0.90512
 56  -9.012433 0.93209  10.532047 0.87685
 57  -9.011083 0.91602  10.533397 0.84161
 58  -9.009733 0.87968  10.534747 0.79048
 59  -9.008383 0.85021  10.536097 0.73561
 60  -9.007033 0.79592  10.537447 0.66854
 61  -9.005683 0.74687  10.538797 0.59654
 62  -9.004333 0.66867  10.540147 0.50741
 63  -9.002983 0.59103  10.541497 0.41183
 64  -9.001633 0.48716  10.542847 0.28763
 65  -9.000283 0.35701  10.544197 0.16550
 66  -8.998933 0.22965  10.545547 0.09209
 67  -8.997583 0.11871  10.546897 0.04010
 68  -8.996233 0.03222  10.548247 0.01329
 69  -8.994883 0.00035  10.549597 0.00053
 70  -8.993533 0.00000  10.550947 0.00000
 71  -8.992183 0.00000  10.552297 0.00000
 72  -8.990833 0.00000  10.553647 0.00000
 73  -8.989483 0.00000  10.554997 0.00000
 74  -8.988133 0.00000  10.556347 0.00000
 75  -8.986783 0.00000  10.557697 0.00000
 76  -8.985433 0.00000  10.559047 0.00000
 77  -8.984083 0.00000  10.560397 0.00000
 78  -8.982733 0.00000  10.561747 0.00000
 79  -8.981383 0.00000  10.563097 0.00000
 80  -8.980033 0.00000  10.564447 0.00000
 81  -8.978683 0.00000  10.565797 0.00000
 82  -8.977333 0.00000  10.567147 0.00000
 83  -8.975983 0.00000  10.568497 0.00000
 84  -8.974633 0.00000  10.569847 0.00000
 85  -8.973283 0.00000  10.571197 0.00000
 86  -8.971933 0.00000  10.572547 0.00000
 87  -8.970583 0.00000  10.573897 0.00000
 88  -8.969233 0.00000  10.575247 0.00000
 89  -8.967883 0.00000  10.576597 0.00000
 90  -8.966533 0.00000  10.577947 0.00000
 91  -8.965183 0.00000  10.579297 0.00000
 92  -8.963833 0.00000  10.580647 0.00000
 93  -8.962483 0.00000  10.581997 0.00000
 94  -8.961133 0.00000  10.583347 0.00000
 95  -8.959783 0.00000  10.584697 0.00000
 96  -8.958433 0.00000  10.586047 0.00000
 97  -8.957083 0.00000  10.587397 0.00000
 98  -8.955733 0.00000  10.588747 0.00000
 99  -8.954383 0.00000  10.590097 0.00000
100  -8.953033 0.00000  10.591447 0.00000
