  1 -13.012106 0.00000   0.578576 0.00000
  2 -13.010756 0.00000   0.579926 0.00000
  3 -13.009406 0.00000   0.581276 0.00000
  4 -13.008056 0.00000   0.582626 0.00000
  5 -13.006706 0.00000   0.583976 0.00000
  6 -13.005356 0.00000   0.585326 0.00000
  7 -13.004006 0.00000   0.586676 0.00000
  8 -13.002656 0.00000   0.588026 0.00000
  9 -13.001306 0.00000   0.589376 0.00000
 10 -12.999956 0.00000   0.590726 0.00000
 11 -12.998606 0.00000   0.592076 0.00000
 12 -12.997256 0.00000   0.593426 0.00000
 13 -12.995906 0.00000   0.594776 0.00000
 14 -12.994556 0.00000   0.596126 0.00000
 15 -12.993206 0.00000   0.597476 0.00000
 16 -12.991856 0.00000   0.598826 0.00000
 17 -12.990506 0.00000   0.600176 0.00000
 18 -12.989156 0.00000   0.601526 0.00000
 19 -12.987806 0.00000   0.602876 0.00000
 20 -12.986456 0.00000   0.604226 0.00000
 21 -12.985106 0.00000   0.605576 0.00000
 22 -12.983756 0.00000   0.606926 0.00000
 23 -12.982406 0.00000   0.608276 0.00000
 24 -12.981056 0.00000   0.609626 0.00000
 25 -12.979706 0.00027   0.610976 0.00000
 26 -12.978356 0.00098   0.612326 0.00011
 27 -12.977006 0.00262   0.613676 0.00354
 28 -12.975656 0.00524   0.615026 0.02346
 29 -12.974306 0.00836   0.616376 0.06349
 30 -12.972956 0.01390   0.617726 0.10650
 31 -12.971606 0.01988   0.619076 0.16566
 32 -12.970256 0.03186   0.620426 0.23255
 33 -12.968906 0.05563   0.621776 0.32436
 34 -12.967556 0.12864   0.623126 0.42506
 35 -12.966206 0.22483   0.624476 0.52242
 36 -12.964856 0.34439   0.625826 0.61789
 37 -12.963506 0.46296   0.627176 0.68876
 38 -12.962156 0.57192   0.628526 0.76297
 39 -12.960806 0.66825   0.629876 0.80670
 40 -12.959456 0.74378   0.631226 0.85113
 41 -12.958106 0.79963   0.632576 0.89127
 42 -12.956756 0.83539   0.633926 0.92069
 43 -12.955406 0.87899   0.635276 0.94253
 44 -12.954056 0.91658   0.636626 0.94027
 45 -12.952706 0.94748   0.637976 0.96677
 46 -12.951356 0.95709   0.639326 0.99100
 47 -12.950006 0.97437   0.640676 0.99799
 48 -12.948656 0.98299   0.642026 1.00000
 49 -12.947306 1.00000   0.643376 0.99170
 50 -12.945956 0.99316   0.644726 0.99772
 51 -12.944606 0.98625   0.646076 0.98479
 52 -12.943256 0.99162   0.647426 0.99164
 53 -12.941906 0.97250   0.648776 0.97922
 54 -12.940556 0.96679   0.650126 0.96440
 55 -12.939206 0.94332   0.651476 0.94507
 56 -12.937856 0.91273   0.652826 0.92122
 57 -12.936506 0.88693   0.654176 0.89242
 58 -12.935156 0.84019   0.655526 0.86013
 59 -12.933806 0.81159   0.656876 0.82709
 60 -12.932456 0.75415   0.658226 0.77361
 61 -12.931106 0.69171   0.659576 0.71082
 62 -12.929756 0.61297   0.660926 0.63505
 63 -12.928406 0.51984   0.662276 0.54465
 64 -12.927056 0.40326   0.663626 0.46501
 65 -12.925706 0.28320   0.664976 0.37690
 66 -12.924356 0.17919   0.666326 0.29085
 67 -12.923006 0.08854   0.667676 0.19656
 68 -12.921656 0.03948   0.669026 0.12363
 69 -12.920306 0.00620   0.670376 0.06073
 70 -12.918956 0.00000   0.671726 0.01936
 71 -12.917606 0.00000   0.673076 0.00437
 72 -12.916256 0.00000   0.674426 0.00092
 73 -12.914906 0.00000   0.675776 0.00008
 74 -12.913556 0.00000   0.677126 0.00000
 75 -12.912206 0.00000   0.678476 0.00000
 76 -12.910856 0.00000   0.679826 0.00000
 77 -12.909506 0.00000   0.681176 0.00000
 78 -12.908156 0.00000   0.682526 0.00000
 79 -12.906806 0.00000   0.683876 0.00000
 80 -12.905456 0.00000   0.685226 0.00000
 81 -12.904106 0.00000   0.686576 0.00000
 82 -12.902756 0.00000   0.687926 0.00000
 83 -12.901406 0.00000   0.689276 0.00000
 84 -12.900056 0.00000   0.690626 0.00000
 85 -12.898706 0.00000   0.691976 0.00000
 86 -12.897356 0.00000   0.693326 0.00000
 87 -12.896006 0.00000   0.694676 0.00000
 88 -12.894656 0.00000   0.696026 0.00000
 89 -12.893306 0.00000   0.697376 0.00000
 90 -12.891956 0.00000   0.698726 0.00000
 91 -12.890606 0.00000   0.700076 0.00000
 92 -12.889256 0.00000   0.701426 0.00000
 93 -12.887906 0.00000   0.702776 0.00000
 94 -12.886556 0.00000   0.704126 0.00000
 95 -12.885206 0.00000   0.705476 0.00000
 96 -12.883856 0.00000   0.706826 0.00000
 97 -12.882506 0.00000   0.708176 0.00000
 98 -12.881156 0.00000   0.709526 0.00000
 99 -12.879806 0.00000   0.710876 0.00000
100 -12.878456 0.00000   0.712226 0.00000
