  1 -11.550583 0.00000  -0.337727 0.00000
  2 -11.549233 0.00000  -0.336377 0.00000
  3 -11.547883 0.00000  -0.335027 0.00000
  4 -11.546533 0.00000  -0.333677 0.00000
  5 -11.545183 0.00000  -0.332327 0.00000
  6 -11.543833 0.00000  -0.330977 0.00000
  7 -11.542483 0.00000  -0.329627 0.00000
  8 -11.541133 0.00000  -0.328277 0.00000
  9 -11.539783 0.00000  -0.326927 0.00000
 10 -11.538433 0.00000  -0.325577 0.00000
 11 -11.537083 0.00000  -0.324227 0.00000
 12 -11.535733 0.00000  -0.322877 0.00000
 13 -11.534383 0.00000  -0.321527 0.00000
 14 -11.533033 0.00000  -0.320177 0.00000
 15 -11.531683 0.00000  -0.318827 0.00000
 16 -11.530333 0.00000  -0.317477 0.00000
 17 -11.528983 0.00000  -0.316127 0.00000
 18 -11.527633 0.00000  -0.314777 0.00000
 19 -11.526283 0.00000  -0.313427 0.00000
 20 -11.524933 0.00000  -0.312077 0.00000
 21 -11.523583 0.00000  -0.310727 0.00000
 22 -11.522233 0.00000  -0.309377 0.00000
 23 -11.520883 0.00000  -0.308027 0.00000
 24 -11.519533 0.00000  -0.306677 0.00000
 25 -11.518183 0.00005  -0.305327 0.00000
 26 -11.516833 0.00050  -0.303977 0.00000
 27 -11.515483 0.00227  -0.302627 0.00000
 28 -11.514133 0.00473  -0.301277 0.00017
 29 -11.512783 0.00789  -0.299927 0.00717
 30 -11.511433 0.01258  -0.298577 0.04790
 31 -11.510083 0.02052  -0.297227 0.11213
 32 -11.508733 0.03063  -0.295877 0.18858
 33 -11.507383 0.06321  -0.294527 0.30067
 34 -11.506033 0.14417  -0.293177 0.42878
 35 -11.504683 0.24468  -0.291827 0.53561
 36 -11.503333 0.38265  -0.290477 0.63021
 37 -11.501983 0.49968  -0.289127 0.69894
 38 -11.500633 0.60385  -0.287777 0.75246
 39 -11.499283 0.69281  -0.286427 0.81056
 40 -11.497933 0.76625  -0.285077 0.84994
 41 -11.496583 0.80996  -0.283727 0.87441
 42 -11.495233 0.85887  -0.282377 0.91414
 43 -11.493883 0.89595  -0.281027 0.92244
 44 -11.492533 0.92031  -0.279677 0.94813
 45 -11.491183 0.94618  -0.278327 0.95955
 46 -11.489833 0.97273  -0.276977 0.97588
 47 -11.488483 0.97848  -0.275627 0.98632
 48 -11.487133 0.99358  -0.274277 0.99073
 49 -11.485783 0.99594  -0.272927 0.98333
 50 -11.484433 0.99960  -0.271577 1.00000
 51 -11.483083 1.00000  -0.270227 0.98974
 52 -11.481733 0.99746  -0.268877 0.98926
 53 -11.480383 0.98810  -0.267527 0.97070
 54 -11.479033 0.96715  -0.266177 0.96477
 55 -11.477683 0.94848  -0.264827 0.94736
 56 -11.476333 0.92907  -0.263477 0.92418
 57 -11.474983 0.89326  -0.262127 0.88059
 58 -11.473633 0.86813  -0.260777 0.86977
 59 -11.472283 0.80525  -0.259427 0.82566
 60 -11.470933 0.75193  -0.258077 0.78800
 61 -11.469583 0.69826  -0.256727 0.73938
 62 -11.468233 0.62133  -0.255377 0.67841
 63 -11.466883 0.52346  -0.254027 0.59760
 64 -11.465533 0.41249  -0.252677 0.49099
 65 -11.464183 0.29140  -0.251327 0.38706
 66 -11.462833 0.17274  -0.249977 0.27055
 67 -11.461483 0.08577  -0.248627 0.17009
 68 -11.460133 0.03579  -0.247277 0.08412
 69 -11.458783 0.00501  -0.245927 0.02985
 70 -11.457433 0.00000  -0.244577 0.00546
 71 -11.456083 0.00000  -0.243227 0.00080
 72 -11.454733 0.00000  -0.241877 0.00003
 73 -11.453383 0.00000  -0.240527 0.00000
 74 -11.452033 0.00000  -0.239177 0.00000
 75 -11.450683 0.00000  -0.237827 0.00000
 76 -11.449333 0.00000  -0.236477 0.00000
 77 -11.447983 0.00000  -0.235127 0.00000
 78 -11.446633 0.00000  -0.233777 0.00000
 79 -11.445283 0.00000  -0.232427 0.00000
 80 -11.443933 0.00000  -0.231077 0.00000
 81 -11.442583 0.00000  -0.229727 0.00000
 82 -11.441233 0.00000  -0.228377 0.00000
 83 -11.439883 0.00000  -0.227027 0.00000
 84 -11.438533 0.00000  -0.225677 0.00000
 85 -11.437183 0.00000  -0.224327 0.00000
 86 -11.435833 0.00000  -0.222977 0.00000
 87 -11.434483 0.00000  -0.221627 0.00000
 88 -11.433133 0.00000  -0.220277 0.00000
 89 -11.431783 0.00000  -0.218927 0.00000
 90 -11.430433 0.00000  -0.217577 0.00000
 91 -11.429083 0.00000  -0.216227 0.00000
 92 -11.427733 0.00000  -0.214877 0.00000
 93 -11.426383 0.00000  -0.213527 0.00000
 94 -11.425033 0.00000  -0.212177 0.00000
 95 -11.423683 0.00000  -0.210827 0.00000
 96 -11.422333 0.00000  -0.209477 0.00000
 97 -11.420983 0.00000  -0.208127 0.00000
 98 -11.419633 0.00000  -0.206777 0.00000
 99 -11.418283 0.00000  -0.205427 0.00000
100 -11.416933 0.00000  -0.204077 0.00000
