  1   0.214714 0.00000   8.531508 0.00000
  2   0.216064 0.00000   8.532858 0.00000
  3   0.217414 0.00000   8.534208 0.00000
  4   0.218764 0.00000   8.535558 0.00000
  5   0.220114 0.00000   8.536908 0.00000
  6   0.221464 0.00000   8.538258 0.00000
  7   0.222814 0.00000   8.539608 0.00000
  8   0.224164 0.00000   8.540958 0.00000
  9   0.225514 0.00000   8.542308 0.00000
 10   0.226864 0.00000   8.543658 0.00000
 11   0.228214 0.00000   8.545008 0.00000
 12   0.229564 0.00000   8.546358 0.00000
 13   0.230914 0.00000   8.547708 0.00000
 14   0.232264 0.00000   8.549058 0.00000
 15   0.233614 0.00000   8.550408 0.00000
 16   0.234964 0.00000   8.551758 0.00000
 17   0.236314 0.00000   8.553108 0.00000
 18   0.237664 0.00000   8.554458 0.00000
 19   0.239014 0.00000   8.555808 0.00000
 20   0.240364 0.00000   8.557158 0.00000
 21   0.241714 0.00000   8.558508 0.00000
 22   0.243064 0.00000   8.559858 0.00033
 23   0.244414 0.00000   8.561208 0.00531
 24   0.245764 0.00000   8.562558 0.01381
 25   0.247114 0.00000   8.563908 0.02638
 26   0.248464 0.00000   8.565258 0.04011
 27   0.249814 0.00000   8.566608 0.05907
 28   0.251164 0.00000   8.567958 0.07864
 29   0.252514 0.00000   8.569308 0.10740
 30   0.253864 0.00000   8.570658 0.13132
 31   0.255214 0.00000   8.572008 0.17049
 32   0.256564 0.03405   8.573358 0.23745
 33   0.257914 0.12050   8.574708 0.36547
 34   0.259264 0.23449   8.576058 0.50130
 35   0.260614 0.36092   8.577408 0.61585
 36   0.261964 0.49218   8.578758 0.68909
 37   0.263314 0.58853   8.580108 0.75533
 38   0.264664 0.66644   8.581458 0.81127
 39   0.266014 0.73120   8.582808 0.85008
 40   0.267364 0.78352   8.584158 0.89166
 41   0.268714 0.82679   8.585508 0.91377
 42   0.270064 0.85259   8.586858 0.94256
 43   0.271414 0.89446   8.588208 0.96069
 44   0.272764 0.92182   8.589558 0.96900
 45   0.274114 0.94724   8.590908 0.98444
 46   0.275464 0.96868   8.592258 0.99682
 47   0.276814 0.97558   8.593608 0.99978
 48   0.278164 0.97355   8.594958 1.00000
 49   0.279514 0.99798   8.596308 0.99756
 50   0.280864 0.98541   8.597658 0.99433
 51   0.282214 1.00000   8.599008 0.96684
 52   0.283564 0.99342   8.600358 0.98060
 53   0.284914 0.98515   8.601708 0.95552
 54   0.286264 0.97655   8.603058 0.93971
 55   0.287614 0.96398   8.604408 0.91233
 56   0.288964 0.94619   8.605758 0.87818
 57   0.290314 0.92473   8.607108 0.85003
 58   0.291664 0.89597   8.608458 0.79906
 59   0.293014 0.87006   8.609808 0.75652
 60   0.294364 0.82496   8.611158 0.69318
 61   0.295714 0.78813   8.612508 0.63912
 62   0.297064 0.73939   8.613858 0.57349
 63   0.298414 0.67100   8.615208 0.49291
 64   0.299764 0.60363   8.616558 0.41743
 65   0.301114 0.49862   8.617908 0.31985
 66   0.302464 0.38173   8.619258 0.20185
 67   0.303814 0.25743   8.620608 0.07402
 68   0.305164 0.13388   8.621958 0.00894
 69   0.306514 0.03871   8.623308 0.00000
 70   0.307864 0.00000   8.624658 0.00000
 71   0.309214 0.00000   8.626008 0.00000
 72   0.310564 0.00000   8.627358 0.00000
 73   0.311914 0.00000   8.628708 0.00000
 74   0.313264 0.00000   8.630058 0.00000
 75   0.314614 0.00000   8.631408 0.00000
 76   0.315964 0.00000   8.632758 0.00000
 77   0.317314 0.00000   8.634108 0.00000
 78   0.318664 0.00000   8.635458 0.00000
 79   0.320014 0.00000   8.636808 0.00000
 80   0.321364 0.00000   8.638158 0.00000
 81   0.322714 0.00000   8.639508 0.00000
 82   0.324064 0.00000   8.640858 0.00000
 83   0.325414 0.00000   8.642208 0.00000
 84   0.326764 0.00000   8.643558 0.00000
 85   0.328114 0.00000   8.644908 0.00000
 86   0.329464 0.00000   8.646258 0.00000
 87   0.330814 0.00000   8.647608 0.00000
 88   0.332164 0.00000   8.648958 0.00000
 89   0.333514 0.00000   8.650308 0.00000
 90   0.334864 0.00000   8.651658 0.00000
 91   0.336214 0.00000   8.653008 0.00000
 92   0.337564 0.00000   8.654358 0.00000
 93   0.338914 0.00000   8.655708 0.00000
 94   0.340264 0.00000   8.657058 0.00000
 95   0.341614 0.00000   8.658408 0.00000
 96   0.342964 0.00000   8.659758 0.00000
 97   0.344314 0.00000   8.661108 0.00000
 98   0.345664 0.00000   8.662458 0.00000
 99   0.347014 0.00000   8.663808 0.00000
100   0.348364 0.00000   8.665158 0.00000
