  1 -10.569376 0.00000   3.764883 0.00000
  2 -10.568026 0.00000   3.766233 0.00000
  3 -10.566676 0.00000   3.767583 0.00000
  4 -10.565326 0.00000   3.768933 0.00000
  5 -10.563976 0.00000   3.770283 0.00000
  6 -10.562626 0.00000   3.771633 0.00000
  7 -10.561276 0.00000   3.772983 0.00000
  8 -10.559926 0.00000   3.774333 0.00000
  9 -10.558576 0.00000   3.775683 0.00000
 10 -10.557226 0.00000   3.777033 0.00000
 11 -10.555876 0.00000   3.778383 0.00000
 12 -10.554526 0.00000   3.779733 0.00000
 13 -10.553176 0.00000   3.781083 0.00000
 14 -10.551826 0.00000   3.782433 0.00000
 15 -10.550476 0.00000   3.783783 0.00000
 16 -10.549126 0.00000   3.785133 0.00000
 17 -10.547776 0.00000   3.786483 0.00000
 18 -10.546426 0.00000   3.787833 0.00000
 19 -10.545076 0.00000   3.789183 0.00000
 20 -10.543726 0.00000   3.790533 0.00000
 21 -10.542376 0.00000   3.791883 0.00000
 22 -10.541026 0.00000   3.793233 0.00000
 23 -10.539676 0.00000   3.794583 0.00000
 24 -10.538326 0.00000   3.795933 0.00000
 25 -10.536976 0.00000   3.797283 0.00000
 26 -10.535626 0.00000   3.798633 0.00000
 27 -10.534276 0.00057   3.799983 0.00000
 28 -10.532926 0.00207   3.801333 0.00088
 29 -10.531576 0.00444   3.802683 0.02204
 30 -10.530226 0.00916   3.804033 0.07339
 31 -10.528876 0.01675   3.805383 0.14992
 32 -10.527526 0.03095   3.806733 0.25227
 33 -10.526176 0.07770   3.808083 0.36231
 34 -10.524826 0.16075   3.809433 0.49034
 35 -10.523476 0.25815   3.810783 0.58825
 36 -10.522126 0.38395   3.812133 0.67346
 37 -10.520776 0.49471   3.813483 0.73267
 38 -10.519426 0.59014   3.814833 0.78235
 39 -10.518076 0.68886   3.816183 0.82834
 40 -10.516726 0.75143   3.817533 0.85949
 41 -10.515376 0.80213   3.818883 0.90493
 42 -10.514026 0.84686   3.820233 0.92527
 43 -10.512676 0.89172   3.821583 0.93863
 44 -10.511326 0.91940   3.822933 0.94867
 45 -10.509976 0.93620   3.824283 0.97944
 46 -10.508626 0.96084   3.825633 0.97912
 47 -10.507276 0.97966   3.826983 0.99723
 48 -10.505926 0.99181   3.828333 1.00000
 49 -10.504576 0.99276   3.829683 0.99244
 50 -10.503226 1.00000   3.831033 0.99130
 51 -10.501876 0.99289   3.832383 0.98998
 52 -10.500526 0.98937   3.833733 0.97255
 53 -10.499176 0.97918   3.835083 0.96083
 54 -10.497826 0.96336   3.836433 0.94761
 55 -10.496476 0.95385   3.837783 0.93001
 56 -10.495126 0.93463   3.839133 0.90285
 57 -10.493776 0.89541   3.840483 0.87460
 58 -10.492426 0.85657   3.841833 0.84534
 59 -10.491076 0.82033   3.843183 0.80163
 60 -10.489726 0.76634   3.844533 0.75213
 61 -10.488376 0.70671   3.845883 0.69531
 62 -10.487026 0.62957   3.847233 0.61976
 63 -10.485676 0.54044   3.848583 0.52346
 64 -10.484326 0.42444   3.849933 0.41547
 65 -10.482976 0.31122   3.851283 0.29930
 66 -10.481626 0.20898   3.852633 0.18537
 67 -10.480276 0.10946   3.853983 0.09219
 68 -10.478926 0.04703   3.855333 0.04456
 69 -10.477576 0.00741   3.856683 0.01084
 70 -10.476226 0.00000   3.858033 0.00038
 71 -10.474876 0.00000   3.859383 0.00000
 72 -10.473526 0.00000   3.860733 0.00000
 73 -10.472176 0.00000   3.862083 0.00000
 74 -10.470826 0.00000   3.863433 0.00000
 75 -10.469476 0.00000   3.864783 0.00000
 76 -10.468126 0.00000   3.866133 0.00000
 77 -10.466776 0.00000   3.867483 0.00000
 78 -10.465426 0.00000   3.868833 0.00000
 79 -10.464076 0.00000   3.870183 0.00000
 80 -10.462726 0.00000   3.871533 0.00000
 81 -10.461376 0.00000   3.872883 0.00000
 82 -10.460026 0.00000   3.874233 0.00000
 83 -10.458676 0.00000   3.875583 0.00000
 84 -10.457326 0.00000   3.876933 0.00000
 85 -10.455976 0.00000   3.878283 0.00000
 86 -10.454626 0.00000   3.879633 0.00000
 87 -10.453276 0.00000   3.880983 0.00000
 88 -10.451926 0.00000   3.882333 0.00000
 89 -10.450576 0.00000   3.883683 0.00000
 90 -10.449226 0.00000   3.885033 0.00000
 91 -10.447876 0.00000   3.886383 0.00000
 92 -10.446526 0.00000   3.887733 0.00000
 93 -10.445176 0.00000   3.889083 0.00000
 94 -10.443826 0.00000   3.890433 0.00000
 95 -10.442476 0.00000   3.891783 0.00000
 96 -10.441126 0.00000   3.893133 0.00000
 97 -10.439776 0.00000   3.894483 0.00000
 98 -10.438426 0.00000   3.895833 0.00000
 99 -10.437076 0.00000   3.897183 0.00000
100 -10.435726 0.00000   3.898533 0.00000
